,,DVT_BOT_UG_FB_DMGR,DVT_BOT_UG_FB_CD,DVT_BOT_UG_FB_DMG,DVT_BOT_UG_FB_RANGE,,Flame Bot,,,,,,,,,DVT_BOT_UG_TB_DUR,DVT_BOT_UG_TB_CD,DVT_BOT_UG_TB_LINGER,DVT_BOT_UG_TB_RANGE,,Thunder Bot,,,,,,,,,DVT_BOT_UG_GB_DUR,DVT_BOT_UG_GB_CD,DVT_BOT_UG_GB_BONUS,DVT_BOT_UG_GB_RANGE,,Golden Bot,,,,,,,,,DVT_BOT_UG_AB_DUR,DVT_BOT_UG_AB_CD,DVT_BOT_UG_AB_BONUS,DVT_BOT_UG_AB_RANGE,,Amplify Bot,,,,,,,
,,08 | 44% | Cost 380 ⧓ | Next 420 ⧓,08 | 51s | Cost 380 ⧓ | Next 420 ⧓,08 | x114 | Cost 380 ⧓ | Next 420 ⧓,08 | 62m | Cost 380 ⧓ | Next 420 ⧓,8.0,0.44000000000000017,380.0,51.0,380.0,114.0,380.0,62.0,380.0,,08 | 9.0s | Cost 380 ⧓ | Next 420 ⧓,08 | 96s | Cost 380 ⧓ | Next 420 ⧓,08 | 44% | Cost 380 ⧓ | Next 420 ⧓,08 | 49m | Cost 380 ⧓ | Next 420 ⧓,8.0,9.0,380.0,96.0,380.0,0.44000000000000017,380.0,49.0,380.0,,08 | 24.0s | Cost 380 ⧓ | Next 420 ⧓,08 | 96s | Cost 380 ⧓ | Next 420 ⧓,08 | x3.6 | Cost 380 ⧓ | Next 420 ⧓,08 | 36m | Cost 380 ⧓ | Next 420 ⧓,8.0,24.0,380.0,96.0,380.0,3.6000000000000014,380.0,36.0,380.0,,08 | 24.0s | Cost 380 ⧓ | Next 420 ⧓,08 | 96s | Cost 380 ⧓ | Next 420 ⧓,08 | x6.7 | Cost 380 ⧓ | Next 420 ⧓,08 | 41m | Cost 380 ⧓ | Next 420 ⧓,8.0,24.0,380.0,96.0,380.0,6.700000000000002,380.0,41.0,380.0
,,09 | 47% | Cost 420 ⧓ | Next 460 ⧓,09 | 48s | Cost 420 ⧓ | Next 460 ⧓,09 | x122 | Cost 420 ⧓ | Next 460 ⧓,09 | 66m | Cost 420 ⧓ | Next 460 ⧓,9.0,0.4700000000000002,420.0,48.0,420.0,122.0,420.0,66.0,420.0,,09 | 9.5s | Cost 420 ⧓ | Next 460 ⧓,09 | 93s | Cost 420 ⧓ | Next 460 ⧓,09 | 47% | Cost 420 ⧓ | Next 460 ⧓,09 | 52m | Cost 420 ⧓ | Next 460 ⧓,9.0,9.5,420.0,93.0,420.0,0.4700000000000002,420.0,52.0,420.0,,09 | 24.5s | Cost 420 ⧓ | Next 460 ⧓,09 | 93s | Cost 420 ⧓ | Next 460 ⧓,09 | x3.8 | Cost 420 ⧓ | Next 460 ⧓,09 | 38m | Cost 420 ⧓ | Next 460 ⧓,9.0,24.5,420.0,93.0,420.0,3.8000000000000016,420.0,38.0,420.0,,09 | 24.5s | Cost 420 ⧓ | Next 460 ⧓,09 | 93s | Cost 420 ⧓ | Next 460 ⧓,09 | x7.1 | Cost 420 ⧓ | Next 460 ⧓,09 | 43m | Cost 420 ⧓ | Next 460 ⧓,9.0,24.5,420.0,93.0,420.0,7.100000000000002,420.0,43.0,420.0
,,10 | 50% | Cost 460 ⧓ | Next 500 ⧓,10 | 45s | Cost 460 ⧓ | Next 500 ⧓,10 | x130 | Cost 460 ⧓ | Next 500 ⧓,10 | 70m | Cost 460 ⧓ | Next 500 ⧓,10.0,0.5000000000000002,460.0,45.0,460.0,130.0,460.0,70.0,460.0,,10 | 10.0s | Cost 460 ⧓ | Next 500 ⧓,10 | 90s | Cost 460 ⧓ | Next 500 ⧓,10 | 50% | Cost 460 ⧓ | Next 500 ⧓,10 | 55m | Cost 460 ⧓ | Next 500 ⧓,10.0,10.0,460.0,90.0,460.0,0.5000000000000002,460.0,55.0,460.0,,10 | 25.0s | Cost 460 ⧓ | Next 500 ⧓,10 | 90s | Cost 460 ⧓ | Next 500 ⧓,10 | x4.0 | Cost 460 ⧓ | Next 500 ⧓,10 | 40m | Cost 460 ⧓ | Next 500 ⧓,10.0,25.0,460.0,90.0,460.0,4.000000000000002,460.0,40.0,460.0,,10 | 25.0s | Cost 460 ⧓ | Next 500 ⧓,10 | 90s | Cost 460 ⧓ | Next 500 ⧓,10 | x7.5 | Cost 460 ⧓ | Next 500 ⧓,10 | 45m | Cost 460 ⧓ | Next 500 ⧓,10.0,25.0,460.0,90.0,460.0,7.500000000000003,460.0,45.0,460.0
,,11 | 53% | Cost 500 ⧓ | Next 540 ⧓,11 | 42s | Cost 500 ⧓ | Next 540 ⧓,11 | x138 | Cost 500 ⧓ | Next 540 ⧓,11 | 74m | Cost 500 ⧓ | Next 540 ⧓,11.0,0.5300000000000002,500.0,42.0,500.0,138.0,500.0,74.0,500.0,,11 | 10.5s | Cost 500 ⧓ | Next 540 ⧓,11 | 87s | Cost 500 ⧓ | Next 540 ⧓,11 | 53% | Cost 500 ⧓ | Next 540 ⧓,11 | 58m | Cost 500 ⧓ | Next 540 ⧓,11.0,10.5,500.0,87.0,500.0,0.5300000000000002,500.0,58.0,500.0,,11 | 25.5s | Cost 500 ⧓ | Next 540 ⧓,11 | 87s | Cost 500 ⧓ | Next 540 ⧓,11 | x4.2 | Cost 500 ⧓ | Next 540 ⧓,11 | 42m | Cost 500 ⧓ | Next 540 ⧓,11.0,25.5,500.0,87.0,500.0,4.200000000000002,500.0,42.0,500.0,,11 | 25.5s | Cost 500 ⧓ | Next 540 ⧓,11 | 87s | Cost 500 ⧓ | Next 540 ⧓,11 | x7.9 | Cost 500 ⧓ | Next 540 ⧓,11 | 47m | Cost 500 ⧓ | Next 540 ⧓,11.0,25.5,500.0,87.0,500.0,7.900000000000003,500.0,47.0,500.0
,,12 | 56% | Cost 540 ⧓ | Next 580 ⧓,12 | 39s | Cost 540 ⧓ | Next 580 ⧓,12 | x146 | Cost 540 ⧓ | Next 580 ⧓,12 | 78m | Cost 540 ⧓ | Next 580 ⧓,12.0,0.5600000000000003,540.0,39.0,540.0,146.0,540.0,78.0,540.0,,12 | 11.0s | Cost 540 ⧓ | Next 580 ⧓,12 | 84s | Cost 540 ⧓ | Next 580 ⧓,12 | 56% | Cost 540 ⧓ | Next 580 ⧓,12 | 61m | Cost 540 ⧓ | Next 580 ⧓,12.0,11.0,540.0,84.0,540.0,0.5600000000000003,540.0,61.0,540.0,,12 | 26.0s | Cost 540 ⧓ | Next 580 ⧓,12 | 84s | Cost 540 ⧓ | Next 580 ⧓,12 | x4.4 | Cost 540 ⧓ | Next 580 ⧓,12 | 44m | Cost 540 ⧓ | Next 580 ⧓,12.0,26.0,540.0,84.0,540.0,4.400000000000002,540.0,44.0,540.0,,12 | 26.0s | Cost 540 ⧓ | Next 580 ⧓,12 | 84s | Cost 540 ⧓ | Next 580 ⧓,12 | x8.3 | Cost 540 ⧓ | Next 580 ⧓,12 | 49m | Cost 540 ⧓ | Next 580 ⧓,12.0,26.0,540.0,84.0,540.0,8.300000000000002,540.0,49.0,540.0
,,13 | 59% | Cost 580 ⧓ | Next 620 ⧓,13 | 36s | Cost 580 ⧓ | Next 620 ⧓,13 | x154 | Cost 580 ⧓ | Next 620 ⧓,13 | 82m | Cost 580 ⧓ | Next 620 ⧓,13.0,0.5900000000000003,580.0,36.0,580.0,154.0,580.0,82.0,580.0,,13 | 11.5s | Cost 580 ⧓ | Next 620 ⧓,13 | 81s | Cost 580 ⧓ | Next 620 ⧓,13 | 59% | Cost 580 ⧓ | Next 620 ⧓,13 | 64m | Cost 580 ⧓ | Next 620 ⧓,13.0,11.5,580.0,81.0,580.0,0.5900000000000003,580.0,64.0,580.0,,13 | 26.5s | Cost 580 ⧓ | Next 620 ⧓,13 | 81s | Cost 580 ⧓ | Next 620 ⧓,13 | x4.6 | Cost 580 ⧓ | Next 620 ⧓,13 | 46m | Cost 580 ⧓ | Next 620 ⧓,13.0,26.5,580.0,81.0,580.0,4.600000000000002,580.0,46.0,580.0,,13 | 26.5s | Cost 580 ⧓ | Next 620 ⧓,13 | 81s | Cost 580 ⧓ | Next 620 ⧓,13 | x8.7 | Cost 580 ⧓ | Next 620 ⧓,13 | 51m | Cost 580 ⧓ | Next 620 ⧓,13.0,26.5,580.0,81.0,580.0,8.700000000000003,580.0,51.0,580.0
,,14 | 62% | Cost 620 ⧓ | Next 660 ⧓,14 | 33s | Cost 620 ⧓ | Next 660 ⧓,14 | x162 | Cost 620 ⧓ | Next 660 ⧓,14 | 86m | Cost 620 ⧓ | Next 660 ⧓,14.0,0.6200000000000003,620.0,33.0,620.0,162.0,620.0,86.0,620.0,,14 | 12.0s | Cost 620 ⧓ | Next 660 ⧓,14 | 78s | Cost 620 ⧓ | Next 660 ⧓,14 | 62% | Cost 620 ⧓ | Next 660 ⧓,14 | 67m | Cost 620 ⧓ | Next 660 ⧓,14.0,12.0,620.0,78.0,620.0,0.6200000000000003,620.0,67.0,620.0,,14 | 27.0s | Cost 620 ⧓ | Next 660 ⧓,14 | 78s | Cost 620 ⧓ | Next 660 ⧓,14 | x4.8 | Cost 620 ⧓ | Next 660 ⧓,14 | 48m | Cost 620 ⧓ | Next 660 ⧓,14.0,27.0,620.0,78.0,620.0,4.8000000000000025,620.0,48.0,620.0,,14 | 27.0s | Cost 620 ⧓ | Next 660 ⧓,14 | 78s | Cost 620 ⧓ | Next 660 ⧓,14 | x9.1 | Cost 620 ⧓ | Next 660 ⧓,14 | 53m | Cost 620 ⧓ | Next 660 ⧓,14.0,27.0,620.0,78.0,620.0,9.100000000000003,620.0,53.0,620.0
,,15 | 65% | Cost 660 ⧓ | Next 700 ⧓,15 | 30s | Cost 660 ⧓ | Maxed,15 | x170 | Cost 660 ⧓ | Next 700 ⧓,15 | 90m | Cost 660 ⧓ | Maxed,15.0,0.6500000000000004,660.0,30.0,660.0,170.0,660.0,90.0,660.0,,15 | 12.5s | Cost 660 ⧓ | Next 700 ⧓,15 | 75s | Cost 660 ⧓ | Maxed,15 | 65% | Cost 660 ⧓ | Next 700 ⧓,15 | 70m | Cost 660 ⧓ | Maxed,15.0,12.5,660.0,75.0,660.0,0.6500000000000004,660.0,70.0,660.0,,15 | 27.5s | Cost 660 ⧓ | Next 700 ⧓,15 | 75s | Cost 660 ⧓ | Maxed,15 | x5.0 | Cost 660 ⧓ | Next 700 ⧓,15 | 50m | Cost 660 ⧓ | Maxed,15.0,27.5,660.0,75.0,660.0,5.000000000000003,660.0,50.0,660.0,,15 | 27.5s | Cost 660 ⧓ | Next 700 ⧓,15 | 75s | Cost 660 ⧓ | Maxed,15 | x9.5 | Cost 660 ⧓ | Next 700 ⧓,15 | 55m | Cost 660 ⧓ | Maxed,15.0,27.5,660.0,75.0,660.0,9.500000000000004,660.0,55.0,660.0
,,16 | 68% | Cost 700 ⧓ | Next 740 ⧓,,16 | x178 | Cost 700 ⧓ | Next 740 ⧓,,16.0,0.6800000000000004,700.0,30.0,Max,178.0,700.0,90.0,Max,,16 | 13.0s | Cost 700 ⧓ | Next 740 ⧓,,16 | 68% | Cost 700 ⧓ | Next 740 ⧓,,16.0,13.0,700.0,75.0,Max,0.6800000000000004,700.0,70.0,Max,,16 | 28.0s | Cost 700 ⧓ | Next 740 ⧓,,16 | x5.2 | Cost 700 ⧓ | Next 740 ⧓,,16.0,28.0,700.0,75.0,Max,5.200000000000003,700.0,50.0,Max,,16 | 28.0s | Cost 700 ⧓ | Next 740 ⧓,,16 | x9.9 | Cost 700 ⧓ | Next 740 ⧓,,16.0,28.0,700.0,75.0,Max,9.900000000000004,700.0,55.0,Max
,,17 | 71% | Cost 740 ⧓ | Next 780 ⧓,,17 | x186 | Cost 740 ⧓ | Next 780 ⧓,,17.0,0.7100000000000004,740.0,,,186.0,740.0,,,,17 | 13.5s | Cost 740 ⧓ | Next 780 ⧓,,17 | 71% | Cost 740 ⧓ | Next 780 ⧓,,17.0,13.5,740.0,,,0.7100000000000004,740.0,,,,17 | 28.5s | Cost 740 ⧓ | Next 780 ⧓,,17 | x5.4 | Cost 740 ⧓ | Next 780 ⧓,,17.0,28.5,740.0,,,5.400000000000003,740.0,,,,17 | 28.5s | Cost 740 ⧓ | Next 780 ⧓,,17 | x10.3 | Cost 740 ⧓ | Next 780 ⧓,,17.0,28.5,740.0,,,10.300000000000004,740.0,,
,,18 | 74% | Cost 780 ⧓ | Next 820 ⧓,,18 | x194 | Cost 780 ⧓ | Next 820 ⧓,,18.0,0.7400000000000004,780.0,,,194.0,780.0,,,,18 | 14.0s | Cost 780 ⧓ | Next 820 ⧓,,18 | 74% | Cost 780 ⧓ | Next 820 ⧓,,18.0,14.0,780.0,,,0.7400000000000004,780.0,,,,18 | 29.0s | Cost 780 ⧓ | Next 820 ⧓,,18 | x5.6 | Cost 780 ⧓ | Next 820 ⧓,,18.0,29.0,780.0,,,5.600000000000003,780.0,,,,18 | 29.0s | Cost 780 ⧓ | Next 820 ⧓,,18 | x10.7 | Cost 780 ⧓ | Next 820 ⧓,,18.0,29.0,780.0,,,10.700000000000005,780.0,,
,,19 | 77% | Cost 820 ⧓ | Next 860 ⧓,,19 | x202 | Cost 820 ⧓ | Next 860 ⧓,,19.0,0.7700000000000005,820.0,,,202.0,820.0,,,,19 | 14.5s | Cost 820 ⧓ | Next 860 ⧓,,19 | 77% | Cost 820 ⧓ | Next 860 ⧓,,19.0,14.5,820.0,,,0.7700000000000005,820.0,,,,19 | 29.5s | Cost 820 ⧓ | Next 860 ⧓,,19 | x5.8 | Cost 820 ⧓ | Next 860 ⧓,,19.0,29.5,820.0,,,5.800000000000003,820.0,,,,19 | 29.5s | Cost 820 ⧓ | Next 860 ⧓,,19 | x11.1 | Cost 820 ⧓ | Next 860 ⧓,,19.0,29.5,820.0,,,11.100000000000005,820.0,,
,,20 | 80% | Cost 860 ⧓ | Next 900 ⧓,,20 | x210 | Cost 860 ⧓ | Next 900 ⧓,,20.0,0.8000000000000005,860.0,,,210.0,860.0,,,,20 | 15.0s | Cost 860 ⧓ | Maxed,,20 | 80% | Cost 860 ⧓ | Maxed,,20.0,15.0,860.0,,,0.8000000000000005,860.0,,,,20 | 30.0s | Cost 860 ⧓ | Next 900 ⧓,,20 | x6.0 | Cost 860 ⧓ | Next 900 ⧓,,20.0,30.0,860.0,,,6.0000000000000036,860.0,,,,20 | 30.0s | Cost 860 ⧓ | Next 900 ⧓,,20 | x11.5 | Cost 860 ⧓ | Next 900 ⧓,,20.0,30.0,860.0,,,11.500000000000005,860.0,,
,,21 | 83% | Cost 900 ⧓ | Next 940 ⧓,,21 | x218 | Cost 900 ⧓ | Next 940 ⧓,,21.0,0.8300000000000005,900.0,,,218.0,900.0,,,,,,,,21.0,15.0,Max,,,0.8000000000000005,Max,,,,21 | 30.5s | Cost 900 ⧓ | Next 940 ⧓,,21 | x6.2 | Cost 900 ⧓ | Next 940 ⧓,,21.0,30.5,900.0,,,6.200000000000004,900.0,,,,21 | 30.5s | Cost 900 ⧓ | Next 940 ⧓,,21 | x11.9 | Cost 900 ⧓ | Next 940 ⧓,,21.0,30.5,900.0,,,11.900000000000006,900.0,,
,,22 | 86% | Cost 940 ⧓ | Next 980 ⧓,,22 | x226 | Cost 940 ⧓ | Next 980 ⧓,,22.0,0.8600000000000005,940.0,,,226.0,940.0,,,,,,,,,,,,,,,,,,22 | 31.0s | Cost 940 ⧓ | Next 980 ⧓,,22 | x6.4 | Cost 940 ⧓ | Next 980 ⧓,,22,31.0,940.0,,,6.400000000000004,940.0,,,,22 | 31.0s | Cost 940 ⧓ | Next 980 ⧓,,22 | x12.3 | Cost 940 ⧓ | Next 980 ⧓,,22,31.0,940.0,,,12.300000000000006,940.0,,
