destination,status,verification_status,kb_alignment_status,verdict,final_value,unit,resolver,contributor_count,issues,level_contributors,unresolved_contributors,semantic_mismatches,ep_compare_status,ep_compare_delta,ep_compare_value,ep_compare_value_type,ep_reference_value,ep_reference_value_type,compare_context,formula_contract,contributor_consumption
state::tower.rapid_fire_duration_seconds,resolved,publishable,not_ep_compared,pass,5.55,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.bounce_shot_chance_pct,resolved,publishable,not_ep_compared,pass,80.8,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': ''}",
state::tower.bounce_shot_targets,resolved,publishable,not_ep_compared,pass,14.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.bounce_shot_range_m,resolved,publishable,not_ep_compared,pass,8.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.damage_per_meter_multiplier,resolved,publishable,not_ep_compared,pass,1.1355112,,,5,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'KB and engine now close the destination-specific formula as decimal workshop bonus multiplied by lab and post multipliers.'}",
state::tower.death_defy_chance_pct,resolved,publishable,not_ep_compared,pass,30.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.knockback_chance_pct,resolved,publishable,not_ep_compared,pass,81.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.knockback_force,resolved,publishable,not_ep_compared,pass,4.366656,,,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.land_mine_chance_pct,resolved,publishable,not_ep_compared,pass,30.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.land_mine_damage,resolved,publishable,not_ep_compared,pass,2100.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.land_mine_radius_m,resolved,publishable,not_ep_compared,pass,1.5,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.lifesteal_pct,resolved,publishable,not_ep_compared,pass,12.265561341,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.max_recovery_multiplier,resolved,publishable,not_ep_compared,pass,16.5,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'compare_noncomparable', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': 'EP export Max Recovery reflects health-at-max-recovery, not the multiplier surface emitted by the package.'}",
state::tower.recovery_amount_pct,resolved,publishable,not_ep_compared,pass,145.0,,,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.recovery_package_multiplier,resolved,publishable,not_ep_compared,pass,1.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.rend_armor_chance_pct,resolved,publishable,not_ep_compared,pass,36.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.rend_armor_multiplier,resolved,publishable,not_ep_compared,pass,0.36,,,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.shockwave_interval_seconds,resolved,publishable,not_ep_compared,pass,14.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.shockwave_size_m,resolved,publishable,not_ep_compared,pass,2.35,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.supercrit_chance_pct,resolved,publishable,not_ep_compared,pass,35.1,,,5,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': ''}",
state::tower.supercrit_multiplier,resolved,publishable,not_ep_compared,pass,40.313700000000004,,,6,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.max_rend_multiplier,resolved,publishable,not_ep_compared,pass,9.6,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'kb_contract_repaired', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': 'Exact max-rend formula uses the Rend Armor enhancement multiplier on the 8x base cap, with additive lab bonus and module-substat max-rend percent converted onto the base cap; publish separately from base Rend Armor Mult.'}",
state::tower.orb_size_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.ultimate_damage_multiplier,resolved,publishable,not_ep_compared,pass,33.9429376,,,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::wall.hp,resolved,publishable,not_ep_compared,pass,191600640.00000003,,,7,[],[],[],[],,,,,,,,"{'formula_class': 'kb_contract_repaired', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'Wall Health lab semantics are now explicit in the KB as additive percent points, matching the live-wiki ladder and allowing the destination-specific wall HP formula to publish.'}",
state::wall.regen,resolved,publishable,not_ep_compared,pass,525.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'kb_contract_repaired', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'Wall regen depends on tower_regen and uses a wiki-verified wall-regen percent ladder already represented in the KB; with tower_regen contract repaired, publish can be re-enabled.'}",
state::wall.fortification_multiplier,resolved,publishable,not_ep_compared,pass,10.6,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'scaled_number_noncomparable', 'rationale': ''}",
state::tower.defense_pct,resolved,publishable,not_ep_compared,pass,98.0,,,8,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': ''}",
state::tower.defense_absolute,resolved,publishable,not_ep_compared,pass,148075760.34428293,,,5,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'KB now closes defense-absolute contributor semantics sufficiently for publish; workshop base scaled by lab/card/enhancement/relic/vault multipliers.'}",
state::tower.thorns_damage_pct,resolved,publishable,not_ep_compared,pass,121.0,,,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::wall.thorns_damage_pct,resolved,publishable,not_ep_compared,pass,19.36,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.orb_count,resolved,publishable,not_ep_compared,pass,9.0,,,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.orb_speed_rpm,resolved,publishable,not_ep_compared,pass,7.1370000000000005,,,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::economy.cash_kill_multiplier,resolved,publishable,not_ep_compared,pass,28.181166624,,,7,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'Shared base-multiplier family: workshop base multiplier scaled by lab/card/enhancement and post-multiplied by relic/vault bonuses.'}",
state::economy.cash_per_wave,resolved,publishable,not_ep_compared,pass,9125.952,,,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::economy.interest_per_wave_pct,partially_resolved,publishable,not_ep_compared,pass,7.159999999999999,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::economy.coins_per_kill_bonus,resolved,publishable,not_ep_compared,pass,46.42479765,,,8,[],[],[],[],,,,,,,,"{'formula_class': 'kb_contract_repaired', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'Coins / Kill display surface: (((workshop x lab) + generator substat sum) x enhancement spillover x (1+vault)) x all-coin perk multipliers. Coin perks are KB-owned on this surface, not on broad all-coin helper surfaces.'}",
state::economy.coins_per_wave,resolved,publishable,not_ep_compared,pass,168.00000000000003,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::economy.starting_cash_bonus,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::wall.rebuild_seconds,resolved,publishable,not_ep_compared,pass,398.0,,,4,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.bonus_multiplier,resolved,publishable,not_ep_compared,pass,3.5,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.cooldown_seconds,resolved,publishable,not_ep_compared,pass,120.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.duration_seconds,resolved,publishable,not_ep_compared,pass,20.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.range_m,resolved,publishable,not_ep_compared,pass,34.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.cooldown_seconds,resolved,publishable,not_ep_compared,pass,26.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.damage_multiplier,resolved,publishable,not_ep_compared,pass,50.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.damage_reduction_pct,resolved,publishable,not_ep_compared,pass,0.35,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.range_m,resolved,publishable,not_ep_compared,pass,55.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame_bot.lab_burn_stack,resolved,publishable,not_ep_compared,pass,0.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.global.range_bonus_m,resolved,publishable,not_ep_compared,pass,24.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.bonus_multiplier,resolved,publishable,not_ep_compared,pass,6.6000000000000005,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.cooldown_seconds,resolved,publishable,not_ep_compared,pass,90.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.duration_seconds,resolved,publishable,not_ep_compared,pass,32.5,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.range_m,resolved,publishable,not_ep_compared,pass,61.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.cooldown_seconds,resolved,publishable,not_ep_compared,pass,120.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.duration_seconds,resolved,publishable,not_ep_compared,pass,5.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.linger_duration_seconds,resolved,publishable,not_ep_compared,pass,0.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.linger_slow_pct,resolved,publishable,not_ep_compared,pass,0.2,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.range_m,resolved,publishable,not_ep_compared,pass,34.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.effective_range_m,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'kb_truth_materialized_pending_qe', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'Effective Amplify Bot active range is distinct from the raw medal/lab track row. Formula: (state::bot.amplify.range_m + state::bot.global.range_bonus_m) * 1.33 * (state::tower.range_m / 69.5). Provenance: raw range track in bot-track-registry and towersim-static-ledger; shared flat bonus in compiler-routing-policy and Singularity Harness; amplification factor sanctioned in bot-runtime-contract from verified wiki evidence.'}",
state::bot.flame.effective_range_m,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'kb_truth_materialized_pending_qe', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'Effective Flame Bot active range is distinct from the raw medal/lab track row. Formula: (state::bot.flame.range_m + state::bot.global.range_bonus_m) * 1.33 * (state::tower.range_m / 69.5). Provenance: raw range track in bot-track-registry and towersim-static-ledger; shared flat bonus in compiler-routing-policy and Singularity Harness; amplification factor sanctioned in bot-runtime-contract from verified wiki evidence.'}",
state::bot.golden.effective_range_m,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'kb_truth_materialized_pending_qe', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'Effective Golden Bot active range is distinct from the raw medal/lab track row. Formula: (state::bot.golden.range_m + state::bot.global.range_bonus_m) * 1.33 * (state::tower.range_m / 69.5). Provenance: raw range track in bot-track-registry and towersim-static-ledger; shared flat bonus in compiler-routing-policy and Singularity Harness; amplification factor sanctioned in bot-runtime-contract from verified wiki evidence.'}",
state::bot.thunder.effective_range_m,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'kb_truth_materialized_pending_qe', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'Effective Thunder Bot active range is distinct from the raw medal/lab track row. Formula: (state::bot.thunder.range_m + state::bot.global.range_bonus_m) * 1.33 * (state::tower.range_m / 69.5). Provenance: raw range track in bot-track-registry and towersim-static-ledger; shared flat bonus in compiler-routing-policy and Singularity Harness; amplification factor sanctioned in bot-runtime-contract from verified wiki evidence.'}",
state::bot.bot_bot.duration_seconds,resolved,publishable,not_ep_compared,pass,20.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.bot_bot.cooldown_seconds,resolved,publishable,not_ep_compared,pass,120.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.bot_bot.bonus_multiplier,resolved,publishable,not_ep_compared,pass,1.05,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.bot_bot.range_m,resolved,publishable,not_ep_compared,pass,29.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.bot_bot.effective_range_m,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.attack.cooldown_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.attack.missing_health_damage_pct,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.attack.targets_count,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.ally.cooldown_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.ally.recovery_amount_pct,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.ally.max_recovery_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.bounty.cooldown_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.bounty.coin_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.bounty.targets_count,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.fetch.cooldown_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.fetch.find_chance_pct,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.fetch.double_find_chance_pct,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.scout.cooldown_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.scout.duration_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.scout.range_bonus_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.summon.cooldown_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.summon.duration_seconds,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.summon.cash_bonus_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.plasma_cannon.effect_pct,resolved,publishable,not_ep_compared,pass,54.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'helper_formula', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': 'Resolved Plasma Cannon card effect percent surface for helper/runtime/optimizer use; sourced from active card base ladder when equipped.'}",
state::module.orbital_augment.electron_count,resolved,publishable,not_ep_compared,pass,2.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::module.black_hole_digestor.extra_coin_kill_bonus_per_free_upgrade_pct,resolved,publishable,not_ep_compared,pass,0.30000000000000004,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::module.primordial_collapse.bh_damage_reduction_pct,resolved,publishable,not_ep_compared,pass,80.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.free_attack_upgrade_chance_pct,resolved,publishable,not_ep_compared,pass,114.755,,,6,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': 'EP export surface is not directly comparable to package stage semantics here.'}",
state::tower.free_defense_upgrade_chance_pct,resolved,publishable,not_ep_compared,pass,113.57499999999999,,,6,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': ''}",
state::tower.free_utility_upgrade_chance_pct,resolved,publishable,not_ep_compared,pass,127.027,,,8,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': ''}",
state::tower.enemy_attack_level_skip_pct,resolved,publishable,not_ep_compared,pass,55.692,,,7,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
