card_id,canonical_name,rarity,description,base_level,raw_value,unit,source_surface,source_url,verification_status
HEALTH_REGEN,Health Regen,common,Increase tower health regen by x # / sec,3,1.8,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
HEALTH_REGEN,Health Regen,common,Increase tower health regen by x # / sec,4,2.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
HEALTH_REGEN,Health Regen,common,Increase tower health regen by x # / sec,5,2.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
HEALTH_REGEN,Health Regen,common,Increase tower health regen by x # / sec,6,2.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
HEALTH_REGEN,Health Regen,common,Increase tower health regen by x # / sec,7,2.6,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,1,1.15,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,2,1.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,3,1.25,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,4,1.3,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,5,1.35,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,6,1.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
RANGE,Range,common,Increase tower range by x #,7,1.45,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,1,1.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,2,1.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,3,1.6,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,4,1.8,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,5,2.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,6,2.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CASH,Cash,common,Increase all cash earned by x #,7,2.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,1,1.15,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,2,1.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,3,1.25,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,4,1.3,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,5,1.35,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,6,1.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
COINS,Coins,common,Increase all coins earned by x #,7,1.45,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,1,13.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,2,16.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,3,19.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,4,22.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,5,25.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,6,28.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SLOW_AURA,Slow Aura,common,All enemies in tower range speed decreased by #%,7,31.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,1,5.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,2,6.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,3,7.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,4,8.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,5,9.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,6,10.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_CHANCE,Critical Chance,common,Increase critical chance by +#%,7,11.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",1,1.3,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",2,1.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",3,1.5,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",4,1.6,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",5,1.7,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",6,1.8,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENEMY_BALANCE,Enemy Balance,common,"Increase enemies spawned each wave, cash earned per kill increased by x #",7,1.9,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,1,5.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,2,6.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,3,7.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,4,8.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,5,9.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,6,10.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_DEFENSE,Extra Defense,common,Increase defense percent by +#%,7,11.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,1,1.3,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,2,1.45,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,3,1.6,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,4,1.75,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,5,1.9,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,6,2.05,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FORTRESS,Fortress,common,Increase defense absolute by x#,7,2.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,1,4.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,2,5.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,3,6.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,4,7.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,5,8.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,6,9.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
FREE_UPGRADES,Free Upgrades,rare,Increases all free upgrade chances per wave by #%,7,10.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),1,0.3,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),2,0.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),3,0.5,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),4,0.6,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),5,0.7,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),6,0.8,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
EXTRA_ORB,Extra Orb,rare,A spinning orb with a speed of # that destroys enemies on contact (except bosses),7,0.9,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,1,30.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
