league,wave_actual,bc_key,bc_variant,value_raw,value_num,value_unit,value_kind
champion,60,basic_ultimate,fast,0.02,0.02,ratio,probability
champion,60,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,60,basic_ultimate,range,0.01,0.01,ratio,probability
champion,60,basic_ultimate,tank,0.02,0.02,ratio,probability
champion,60,boss_ultimate,,0.2,0.2,ratio,multiplier
champion,60,death_defy_down,,-0.04,-0.04,ratio,probability_delta
champion,60,death_ray_resistance,,0.65,0.65,ratio,multiplier
champion,60,enemy_attack_speed,,0.75,0.75,ratio,multiplier
champion,60,enemy_level_skip,,-0.04,-0.04,ratio,probability
champion,60,enemy_speed,,0.7,0.7,ratio,multiplier
champion,60,energy_shields_down,,0.15,0.15,ratio,recharge_time_multiplier_or_delta
champion,60,fast_ultimate,,2,2.0,ratio,multiplier
champion,60,knockback_resistance,,0.75,0.75,ratio,multiplier
champion,60,more_bosses,,6,6.0,waves,interval_waves
champion,60,more_enemies,,0.15,0.15,ratio,spawn_rate_delta
champion,60,orb_resistance,,0.4,0.4,ratio,multiplier
champion,60,plasma_cannon_resistance,,0.75,0.75,ratio,multiplier
champion,60,protector_s_ultimate,,45s,45.0,s,duration_or_cooldown
champion,60,ranged_ultimate,,0.2s,0.2,s,duration
champion,60,tank_s_ultimate,,45s,45.0,s,duration_or_cooldown
champion,60,thorns_resistance,,0.75,0.75,ratio,multiplier
champion,60,ultimate_weapon_durations,,-2s,-2.0,s,duration_delta
champion,80,armored_enemies,,10,10.0,hits,hits_blocked
champion,80,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,80,basic_ultimate,fast,0.03,0.03,ratio,probability
champion,80,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,80,basic_ultimate,range,0.02,0.02,ratio,probability
champion,80,basic_ultimate,tank,0.03,0.03,ratio,probability
champion,80,boss_ultimate,,0.25,0.25,ratio,multiplier
champion,80,death_defy_down,,-0.05,-0.05,ratio,probability_delta
champion,80,death_ray_resistance,,0.6,0.6,ratio,multiplier
champion,80,enemy_attack_speed,,1,1.0,ratio,multiplier
champion,80,enemy_level_skip,,-0.06,-0.06,ratio,probability
champion,80,enemy_speed,,0.8,0.8,ratio,multiplier
champion,80,energy_shields_down,,0.2,0.2,ratio,recharge_time_multiplier_or_delta
champion,80,fast_ultimate,,3,3.0,ratio,multiplier
champion,80,knockback_resistance,,0.7,0.7,ratio,multiplier
champion,80,more_bosses,,6,6.0,waves,interval_waves
champion,80,more_enemies,,0.2,0.2,ratio,spawn_rate_delta
champion,80,orb_resistance,,0.3,0.3,ratio,multiplier
champion,80,plasma_cannon_resistance,,0.7,0.7,ratio,multiplier
champion,80,protector_s_ultimate,,60s,60.0,s,duration_or_cooldown
champion,80,ranged_ultimate,,0.3s,0.3,s,duration
champion,80,tank_s_ultimate,,60s,60.0,s,duration_or_cooldown
champion,80,thorns_resistance,,0.7,0.7,ratio,multiplier
champion,80,ultimate_weapon_durations,,-2s,-2.0,s,duration_delta
champion,100,armored_enemies,,15,15.0,hits,hits_blocked
champion,100,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,100,basic_ultimate,fast,0.03,0.03,ratio,probability
champion,100,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,100,basic_ultimate,range,0.02,0.02,ratio,probability
champion,100,basic_ultimate,tank,0.03,0.03,ratio,probability
champion,100,boss_ultimate,,0.3,0.3,ratio,multiplier
champion,100,death_defy_down,,-0.06,-0.06,ratio,probability_delta
champion,100,death_ray_resistance,,0.55,0.55,ratio,multiplier
champion,100,enemy_attack_speed,,1.25,1.25,ratio,multiplier
champion,100,enemy_level_skip,,-0.08,-0.08,ratio,probability
champion,100,enemy_speed,,0.9,0.9,ratio,multiplier
champion,100,energy_shields_down,,0.25,0.25,ratio,recharge_time_multiplier_or_delta
champion,100,fast_ultimate,,3,3.0,ratio,multiplier
champion,100,knockback_resistance,,0.65,0.65,ratio,multiplier
champion,100,more_bosses,,6,6.0,waves,interval_waves
champion,100,more_enemies,,0.25,0.25,ratio,spawn_rate_delta
champion,100,orb_resistance,,0.2,0.2,ratio,multiplier
champion,100,plasma_cannon_resistance,,0.65,0.65,ratio,multiplier
champion,100,protector_s_ultimate,,75s,75.0,s,duration_or_cooldown
champion,100,ranged_ultimate,,0.3s,0.3,s,duration
champion,100,tank_s_ultimate,,75s,75.0,s,duration_or_cooldown
champion,100,thorns_resistance,,0.65,0.65,ratio,multiplier
champion,100,ultimate_weapon_durations,,-3s,-3.0,s,duration_delta
champion,150,armored_enemies,,20,20.0,hits,hits_blocked
champion,150,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,150,basic_ultimate,fast,0.04,0.04,ratio,probability
champion,150,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,150,basic_ultimate,range,0.02,0.02,ratio,probability
champion,150,basic_ultimate,tank,0.04,0.04,ratio,probability
champion,150,boss_ultimate,,0.35,0.35,ratio,multiplier
champion,150,death_defy_down,,-0.07,-0.07,ratio,probability_delta
champion,150,death_ray_resistance,,0.5,0.5,ratio,multiplier
champion,150,enemy_attack_speed,,1.5,1.5,ratio,multiplier
champion,150,enemy_level_skip,,-0.1,-0.1,ratio,probability
champion,150,enemy_speed,,1,1.0,ratio,multiplier
champion,150,energy_shields_down,,0.3,0.3,ratio,recharge_time_multiplier_or_delta
champion,150,fast_ultimate,,4,4.0,ratio,multiplier
champion,150,knockback_resistance,,0.6,0.6,ratio,multiplier
champion,150,more_bosses,,6,6.0,waves,interval_waves
champion,150,more_enemies,,0.3,0.3,ratio,spawn_rate_delta
champion,150,orb_resistance,,0.17,0.17,ratio,multiplier
champion,150,plasma_cannon_resistance,,0.6,0.6,ratio,multiplier
champion,150,protector_s_ultimate,,90s,90.0,s,duration_or_cooldown
champion,150,ranged_ultimate,,0.4s,0.4,s,duration
champion,150,tank_s_ultimate,,90s,90.0,s,duration_or_cooldown
champion,150,thorns_resistance,,0.6,0.6,ratio,multiplier
champion,150,ultimate_weapon_durations,,-3s,-3.0,s,duration_delta
champion,200,armored_enemies,,25,25.0,hits,hits_blocked
champion,200,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,200,basic_ultimate,fast,0.04,0.04,ratio,probability
champion,200,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,200,basic_ultimate,range,0.02,0.02,ratio,probability
champion,200,basic_ultimate,tank,0.04,0.04,ratio,probability
champion,200,boss_ultimate,,0.4,0.4,ratio,multiplier
champion,200,death_defy_down,,-0.08,-0.08,ratio,probability_delta
champion,200,death_ray_resistance,,0.45,0.45,ratio,multiplier
champion,200,enemy_attack_speed,,1.75,1.75,ratio,multiplier
champion,200,enemy_level_skip,,-0.12,-0.12,ratio,probability
champion,200,enemy_speed,,1.1,1.1,ratio,multiplier
champion,200,energy_shields_down,,0.35,0.35,ratio,recharge_time_multiplier_or_delta
champion,200,fast_ultimate,,4,4.0,ratio,multiplier
champion,200,knockback_resistance,,0.58,0.58,ratio,multiplier
champion,200,more_bosses,,6,6.0,waves,interval_waves
champion,200,more_enemies,,0.35,0.35,ratio,spawn_rate_delta
champion,200,orb_resistance,,0.14,0.14,ratio,multiplier
champion,200,plasma_cannon_resistance,,0.58,0.58,ratio,multiplier
champion,200,protector_s_ultimate,,105s,105.0,s,duration_or_cooldown
champion,200,ranged_ultimate,,0.4s,0.4,s,duration
champion,200,tank_s_ultimate,,105s,105.0,s,duration_or_cooldown
champion,200,thorns_resistance,,0.58,0.58,ratio,multiplier
champion,200,ultimate_weapon_durations,,-4s,-4.0,s,duration_delta
champion,250,armored_enemies,,30,30.0,hits,hits_blocked
champion,250,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,250,basic_ultimate,fast,0.05,0.05,ratio,probability
champion,250,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,250,basic_ultimate,range,0.03,0.03,ratio,probability
champion,250,basic_ultimate,tank,0.05,0.05,ratio,probability
champion,250,boss_ultimate,,0.45,0.45,ratio,multiplier
champion,250,death_defy_down,,-0.1,-0.1,ratio,probability_delta
champion,250,death_ray_resistance,,0.4,0.4,ratio,multiplier
champion,250,enemy_attack_speed,,2,2.0,ratio,multiplier
champion,250,enemy_level_skip,,-0.14,-0.14,ratio,probability
champion,250,enemy_speed,,1.2,1.2,ratio,multiplier
champion,250,energy_shields_down,,0.4,0.4,ratio,recharge_time_multiplier_or_delta
champion,250,fast_ultimate,,5,5.0,ratio,multiplier
champion,250,knockback_resistance,,0.56,0.56,ratio,multiplier
champion,250,more_bosses,,6,6.0,waves,interval_waves
champion,250,more_enemies,,0.4,0.4,ratio,spawn_rate_delta
champion,250,orb_resistance,,0.12,0.12,ratio,multiplier
champion,250,plasma_cannon_resistance,,0.56,0.56,ratio,multiplier
champion,250,protector_s_ultimate,,120s,120.0,s,duration_or_cooldown
champion,250,ranged_ultimate,,0.5s,0.5,s,duration
champion,250,tank_s_ultimate,,120s,120.0,s,duration_or_cooldown
champion,250,thorns_resistance,,0.56,0.56,ratio,multiplier
champion,250,ultimate_weapon_durations,,-4s,-4.0,s,duration_delta
champion,300,armored_enemies,,35,35.0,hits,hits_blocked
champion,300,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,300,basic_ultimate,fast,0.05,0.05,ratio,probability
champion,300,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,300,basic_ultimate,range,0.03,0.03,ratio,probability
champion,300,basic_ultimate,tank,0.05,0.05,ratio,probability
champion,300,boss_ultimate,,0.5,0.5,ratio,multiplier
champion,300,death_defy_down,,-0.12,-0.12,ratio,probability_delta
champion,300,death_ray_resistance,,0.35,0.35,ratio,multiplier
champion,300,enemy_attack_speed,,2.25,2.25,ratio,multiplier
champion,300,enemy_level_skip,,-0.16,-0.16,ratio,probability
champion,300,enemy_speed,,1.3,1.3,ratio,multiplier
champion,300,energy_shields_down,,0.45,0.45,ratio,recharge_time_multiplier_or_delta
champion,300,fast_ultimate,,5,5.0,ratio,multiplier
champion,300,knockback_resistance,,0.54,0.54,ratio,multiplier
champion,300,more_bosses,,6,6.0,waves,interval_waves
champion,300,more_enemies,,0.45,0.45,ratio,spawn_rate_delta
champion,300,orb_resistance,,0.1,0.1,ratio,multiplier
champion,300,plasma_cannon_resistance,,0.54,0.54,ratio,multiplier
champion,300,protector_s_ultimate,,135s,135.0,s,duration_or_cooldown
champion,300,ranged_ultimate,,0.5s,0.5,s,duration
champion,300,tank_s_ultimate,,135s,135.0,s,duration_or_cooldown
champion,300,thorns_resistance,,0.54,0.54,ratio,multiplier
champion,300,ultimate_weapon_durations,,-5s,-5.0,s,duration_delta
champion,350,armored_enemies,,50,50.0,hits,hits_blocked
champion,350,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,350,basic_ultimate,fast,0.06,0.06,ratio,probability
champion,350,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,350,basic_ultimate,range,0.03,0.03,ratio,probability
champion,350,basic_ultimate,tank,0.06,0.06,ratio,probability
champion,350,boss_ultimate,,0.55,0.55,ratio,multiplier
champion,350,death_defy_down,,-0.14,-0.14,ratio,probability_delta
champion,350,death_ray_resistance,,0.3,0.3,ratio,multiplier
champion,350,enemy_attack_speed,,2.5,2.5,ratio,multiplier
champion,350,enemy_level_skip,,-0.18,-0.18,ratio,probability
champion,350,enemy_speed,,1.4,1.4,ratio,multiplier
champion,350,energy_shields_down,,0.5,0.5,ratio,recharge_time_multiplier_or_delta
champion,350,fast_ultimate,,6,6.0,ratio,multiplier
champion,350,knockback_resistance,,0.5,0.5,ratio,multiplier
champion,350,more_bosses,,6,6.0,waves,interval_waves
champion,350,more_enemies,,0.5,0.5,ratio,spawn_rate_delta
champion,350,orb_resistance,,0.09,0.09,ratio,multiplier
champion,350,plasma_cannon_resistance,,0.5,0.5,ratio,multiplier
champion,350,protector_s_ultimate,,150s,150.0,s,duration_or_cooldown
champion,350,ranged_ultimate,,0.6s,0.6,s,duration
champion,350,tank_s_ultimate,,150s,150.0,s,duration_or_cooldown
champion,350,thorns_resistance,,0.5,0.5,ratio,multiplier
champion,350,ultimate_weapon_durations,,-5s,-5.0,s,duration_delta
champion,400,armored_enemies,,55,55.0,hits,hits_blocked
champion,400,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,400,basic_ultimate,fast,0.06,0.06,ratio,probability
champion,400,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,400,basic_ultimate,range,0.03,0.03,ratio,probability
champion,400,basic_ultimate,tank,0.06,0.06,ratio,probability
champion,400,boss_ultimate,,0.6,0.6,ratio,multiplier
champion,400,death_defy_down,,-0.16,-0.16,ratio,probability_delta
champion,400,death_ray_resistance,,0.25,0.25,ratio,multiplier
champion,400,enemy_attack_speed,,2.75,2.75,ratio,multiplier
champion,400,enemy_level_skip,,-0.2,-0.2,ratio,probability
champion,400,enemy_speed,,1.5,1.5,ratio,multiplier
champion,400,energy_shields_down,,0.55,0.55,ratio,recharge_time_multiplier_or_delta
champion,400,fast_ultimate,,6,6.0,ratio,multiplier
champion,400,knockback_resistance,,0.45,0.45,ratio,multiplier
champion,400,more_bosses,,6,6.0,waves,interval_waves
champion,400,more_enemies,,0.55,0.55,ratio,spawn_rate_delta
champion,400,orb_resistance,,0.08,0.08,ratio,multiplier
champion,400,plasma_cannon_resistance,,0.45,0.45,ratio,multiplier
champion,400,protector_s_ultimate,,165s,165.0,s,duration_or_cooldown
champion,400,ranged_ultimate,,0.6s,0.6,s,duration
champion,400,tank_s_ultimate,,165s,165.0,s,duration_or_cooldown
champion,400,thorns_resistance,,0.45,0.45,ratio,multiplier
champion,400,ultimate_weapon_durations,,-6s,-6.0,s,duration_delta
champion,450,armored_enemies,,60,60.0,hits,hits_blocked
champion,450,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,450,basic_ultimate,fast,0.07,0.07,ratio,probability
champion,450,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,450,basic_ultimate,range,0.04,0.04,ratio,probability
champion,450,basic_ultimate,tank,0.07,0.07,ratio,probability
champion,450,boss_ultimate,,0.65,0.65,ratio,multiplier
champion,450,death_defy_down,,-0.18,-0.18,ratio,probability_delta
champion,450,death_ray_resistance,,0.2,0.2,ratio,multiplier
champion,450,enemy_attack_speed,,3,3.0,ratio,multiplier
champion,450,enemy_level_skip,,-0.22,-0.22,ratio,probability
champion,450,enemy_speed,,1.6,1.6,ratio,multiplier
champion,450,energy_shields_down,,0.6,0.6,ratio,recharge_time_multiplier_or_delta
champion,450,fast_ultimate,,7,7.0,ratio,multiplier
champion,450,knockback_resistance,,0.4,0.4,ratio,multiplier
champion,450,more_bosses,,6,6.0,waves,interval_waves
champion,450,more_enemies,,0.6,0.6,ratio,spawn_rate_delta
champion,450,orb_resistance,,0.07,0.07,ratio,multiplier
champion,450,plasma_cannon_resistance,,0.4,0.4,ratio,multiplier
champion,450,protector_s_ultimate,,180s,180.0,s,duration_or_cooldown
champion,450,ranged_ultimate,,0.7s,0.7,s,duration
champion,450,tank_s_ultimate,,180s,180.0,s,duration_or_cooldown
champion,450,thorns_resistance,,0.4,0.4,ratio,multiplier
champion,450,ultimate_weapon_durations,,-6s,-6.0,s,duration_delta
champion,500,armored_enemies,,65,65.0,hits,hits_blocked
champion,500,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,500,basic_ultimate,fast,0.07,0.07,ratio,probability
champion,500,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,500,basic_ultimate,range,0.04,0.04,ratio,probability
champion,500,basic_ultimate,tank,0.07,0.07,ratio,probability
champion,500,boss_ultimate,,0.7,0.7,ratio,multiplier
champion,500,death_defy_down,,-0.2,-0.2,ratio,probability_delta
champion,500,death_ray_resistance,,0.15,0.15,ratio,multiplier
champion,500,enemy_attack_speed,,3.25,3.25,ratio,multiplier
champion,500,enemy_level_skip,,-0.24,-0.24,ratio,probability
champion,500,enemy_speed,,1.7,1.7,ratio,multiplier
champion,500,energy_shields_down,,0.65,0.65,ratio,recharge_time_multiplier_or_delta
champion,500,fast_ultimate,,7,7.0,ratio,multiplier
champion,500,knockback_resistance,,0.35,0.35,ratio,multiplier
champion,500,more_bosses,,6,6.0,waves,interval_waves
champion,500,more_enemies,,0.65,0.65,ratio,spawn_rate_delta
champion,500,orb_resistance,,0.06,0.06,ratio,multiplier
champion,500,plasma_cannon_resistance,,0.35,0.35,ratio,multiplier
champion,500,protector_s_ultimate,,195s,195.0,s,duration_or_cooldown
champion,500,ranged_ultimate,,0.7s,0.7,s,duration
champion,500,tank_s_ultimate,,210s,210.0,s,duration_or_cooldown
champion,500,thorns_resistance,,0.35,0.35,ratio,multiplier
champion,500,ultimate_weapon_durations,,-7s,-7.0,s,duration_delta
champion,600,armored_enemies,,70,70.0,hits,hits_blocked
champion,600,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,600,basic_ultimate,fast,0.08,0.08,ratio,probability
champion,600,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,600,basic_ultimate,range,0.04,0.04,ratio,probability
champion,600,basic_ultimate,tank,0.08,0.08,ratio,probability
champion,600,boss_ultimate,,0.75,0.75,ratio,multiplier
champion,600,death_defy_down,,-0.22,-0.22,ratio,probability_delta
champion,600,death_ray_resistance,,0.1,0.1,ratio,multiplier
champion,600,enemy_attack_speed,,3.5,3.5,ratio,multiplier
champion,600,enemy_level_skip,,-0.26,-0.26,ratio,probability
champion,600,enemy_speed,,1.8,1.8,ratio,multiplier
champion,600,energy_shields_down,,0.7,0.7,ratio,recharge_time_multiplier_or_delta
champion,600,fast_ultimate,,8,8.0,ratio,multiplier
champion,600,knockback_resistance,,0.3,0.3,ratio,multiplier
champion,600,more_bosses,,6,6.0,waves,interval_waves
champion,600,more_enemies,,0.7,0.7,ratio,spawn_rate_delta
champion,600,orb_resistance,,0.05,0.05,ratio,multiplier
champion,600,plasma_cannon_resistance,,0.3,0.3,ratio,multiplier
champion,600,protector_s_ultimate,,210s,210.0,s,duration_or_cooldown
champion,600,ranged_ultimate,,0.8s,0.8,s,duration
champion,600,tank_s_ultimate,,225s,225.0,s,duration_or_cooldown
champion,600,thorns_resistance,,0.3,0.3,ratio,multiplier
champion,600,ultimate_weapon_durations,,-7s,-7.0,s,duration_delta
champion,700,armored_enemies,,80,80.0,hits,hits_blocked
champion,700,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,700,basic_ultimate,fast,0.08,0.08,ratio,probability
champion,700,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,700,basic_ultimate,range,0.04,0.04,ratio,probability
champion,700,basic_ultimate,tank,0.08,0.08,ratio,probability
champion,700,boss_ultimate,,0.8,0.8,ratio,multiplier
champion,700,death_defy_down,,-0.24,-0.24,ratio,probability_delta
champion,700,death_ray_resistance,,0.07,0.07,ratio,multiplier
champion,700,enemy_attack_speed,,4,4.0,ratio,multiplier
champion,700,enemy_level_skip,,-0.28,-0.28,ratio,probability
champion,700,enemy_speed,,1.86,1.86,ratio,multiplier
champion,700,energy_shields_down,,0.8,0.8,ratio,recharge_time_multiplier_or_delta
champion,700,fast_ultimate,,8,8.0,ratio,multiplier
champion,700,knockback_resistance,,0.25,0.25,ratio,multiplier
champion,700,more_bosses,,6,6.0,waves,interval_waves
champion,700,more_enemies,,0.8,0.8,ratio,spawn_rate_delta
champion,700,orb_resistance,,0.04,0.04,ratio,multiplier
champion,700,plasma_cannon_resistance,,0.25,0.25,ratio,multiplier
champion,700,protector_s_ultimate,,240s,240.0,s,duration_or_cooldown
champion,700,ranged_ultimate,,0.8s,0.8,s,duration
champion,700,tank_s_ultimate,,240s,240.0,s,duration_or_cooldown
champion,700,thorns_resistance,,0.25,0.25,ratio,multiplier
champion,700,ultimate_weapon_durations,,-8s,-8.0,s,duration_delta
champion,800,armored_enemies,,90,90.0,hits,hits_blocked
champion,800,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,800,basic_ultimate,fast,0.09,0.09,ratio,probability
champion,800,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,800,basic_ultimate,range,0.05,0.05,ratio,probability
champion,800,basic_ultimate,tank,0.09,0.09,ratio,probability
champion,800,boss_ultimate,,0.85,0.85,ratio,multiplier
champion,800,death_defy_down,,-0.26,-0.26,ratio,probability_delta
champion,800,death_ray_resistance,,0.04,0.04,ratio,multiplier
champion,800,enemy_attack_speed,,4.25,4.25,ratio,multiplier
champion,800,enemy_level_skip,,-0.3,-0.3,ratio,probability
champion,800,enemy_speed,,1.92,1.92,ratio,multiplier
champion,800,energy_shields_down,,0.9,0.9,ratio,recharge_time_multiplier_or_delta
champion,800,fast_ultimate,,9,9.0,ratio,multiplier
champion,800,knockback_resistance,,0.2,0.2,ratio,multiplier
champion,800,more_bosses,,6,6.0,waves,interval_waves
champion,800,more_enemies,,0.85,0.85,ratio,spawn_rate_delta
champion,800,orb_resistance,,0.03,0.03,ratio,multiplier
champion,800,plasma_cannon_resistance,,0.2,0.2,ratio,multiplier
champion,800,protector_s_ultimate,,270s,270.0,s,duration_or_cooldown
champion,800,ranged_ultimate,,0.9s,0.9,s,duration
champion,800,tank_s_ultimate,,255s,255.0,s,duration_or_cooldown
champion,800,thorns_resistance,,0.2,0.2,ratio,multiplier
champion,800,ultimate_weapon_durations,,-8s,-8.0,s,duration_delta
champion,900,armored_enemies,,95,95.0,hits,hits_blocked
champion,900,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,900,basic_ultimate,fast,0.09,0.09,ratio,probability
champion,900,basic_ultimate,protector,0.01,0.01,ratio,probability
champion,900,basic_ultimate,range,0.05,0.05,ratio,probability
champion,900,basic_ultimate,tank,0.09,0.09,ratio,probability
champion,900,boss_ultimate,,0.9,0.9,ratio,multiplier
champion,900,death_defy_down,,-0.28,-0.28,ratio,probability_delta
champion,900,death_ray_resistance,,0.02,0.02,ratio,multiplier
champion,900,enemy_attack_speed,,4.5,4.5,ratio,multiplier
champion,900,enemy_level_skip,,-0.33,-0.33,ratio,probability
champion,900,enemy_speed,,1.96,1.96,ratio,multiplier
champion,900,energy_shields_down,,0.95,0.95,ratio,recharge_time_multiplier_or_delta
champion,900,fast_ultimate,,9,9.0,ratio,multiplier
champion,900,knockback_resistance,,0.15,0.15,ratio,multiplier
champion,900,more_bosses,,6,6.0,waves,interval_waves
champion,900,more_enemies,,0.9,0.9,ratio,spawn_rate_delta
champion,900,orb_resistance,,0.02,0.02,ratio,multiplier
champion,900,plasma_cannon_resistance,,0.15,0.15,ratio,multiplier
champion,900,protector_s_ultimate,,285s,285.0,s,duration_or_cooldown
champion,900,ranged_ultimate,,0.9s,0.9,s,duration
champion,900,tank_s_ultimate,,270s,270.0,s,duration_or_cooldown
champion,900,thorns_resistance,,0.15,0.15,ratio,multiplier
champion,900,ultimate_weapon_durations,,-9s,-9.0,s,duration_delta
champion,1000,armored_enemies,,100,100.0,hits,hits_blocked
champion,1000,basic_ultimate,boss,0.01,0.01,ratio,probability
champion,1000,basic_ultimate,fast,0.1,0.1,ratio,probability
champion,1000,basic_ultimate,protector,0.01,0.01,ratio,probability
