lab_canonical_id,lab_primary_name,level,value_percent,value_multiplier,unlock,source_page,source_url,verification_status,unlock_consensus_status
LAB_WALL_FORTIFICATION,Wall Fortification,12,240,3.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,13,260,3.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,14,280,3.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,15,300,4.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,16,320,4.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,17,340,4.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,18,360,4.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,19,380,4.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,20,400,5.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,21,420,5.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,22,440,5.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,23,460,5.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,24,480,5.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,25,500,6.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,26,520,6.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,27,540,6.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,28,560,6.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,29,580,6.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,30,600,7.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,31,620,7.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,32,640,7.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,33,660,7.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,34,680,7.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,35,700,8.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,36,720,8.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,37,740,8.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,38,760,8.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,39,780,8.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,40,800,9.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,41,820,9.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,42,840,9.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,43,860,9.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,44,880,9.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,45,900,10.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,46,920,10.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,47,940,10.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,48,960,10.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,49,980,10.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,50,1000,11.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,51,1020,11.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,52,1040,11.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,53,1060,11.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,54,1080,11.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,55,1100,12.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,56,1120,12.2,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,57,1140,12.4,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,58,1160,12.6,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,59,1180,12.8,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
LAB_WALL_FORTIFICATION,Wall Fortification,60,1200,13.0,Tier 14 Wave 60,Wall Labs/Wall Fortification,https://the-tower-idle-tower-defense.fandom.com/wiki/Wall_Labs/Wall_Fortification,externally_verified_against_live_wiki_2026-03-14,wiki_conflict_dedicated_page_t14w60_vs_milestones_page_t14w40
