,6.0,1250.0,6.0,1650.0,,32.0,35.0,,,0.14,98.0,0.003,725.0,725.0,,34.0,35.0,11.0,180.0,120.0,88.0,8.0,725.0,725.0,,32.0,35.0,,,240,88.0,18.0,860.0,860.0,,11.0,50.0,0.5,150.0,120.0,115.0,0.35,860.0,860.0,,34.0,35.0,,,140,88.0,9.5,620.0,620.0,,9.8,55.0,21,50.0,240,100.0,0.0018,620.0,620.0,,34.0,35.0,60.0,120.0,95.0,98.0,4.7,725.0,725.0,,42,43.0,21,50.0,140,100.0,0.003,860.0,860.0,,16.4,52.0,36.0,60.0,,,0.06,860.0,860.0,
,7.0,1750.0,7.0,2200.0,,46.0,41.0,,,0.155,116.0,0.0035,925.0,925.0,,43.0,41.0,12.0,275.0,110.0,104.0,7.0,925.0,925.0,,46.0,41.0,,,230,104.0,24.0,1000.0,1000.0,,12.0,59.0,0.55,200.0,110.0,136.0,0.4,1000.0,1000.0,,43.0,41.0,,,130,104.0,12.5,750.0,750.0,,10.6,68.0,22,59.0,230,118.0,0.0021,750.0,750.0,,43.0,41.0,65.0,150.0,90.0,116.0,5.4,925.0,925.0,,44,53.0,22,59.0,130,118.0,0.0035,1000.0,1000.0,,17.8,65.0,37.0,71.0,,,0.07,1000.0,1000.0,
,8.0,2400.0,8.0,2900.0,,63.0,47.0,,,0.17,134.0,0.004,1150.0,1150.0,,55.0,47.0,13.0,350.0,100.0,120.0,6.0,1150.0,1150.0,,63.0,47.0,,,220,120.0,31.0,1150.0,1150.0,,13.0,68.0,0.6,300.0,100.0,157.0,0.45,1150.0,1150.0,,55.0,47.0,,,120,120.0,15.9,900.0,900.0,,11.4,82.0,23,68.0,220,136.0,0.0024,900.0,900.0,,55.0,47.0,70.0,200.0,85.0,134.0,6.1,1150.0,1150.0,,46,64.0,23,68.0,120,136.0,0.004,1150.0,1150.0,,19.2,80.0,38.0,82.0,,,0.08,1150.0,1150.0,
,9.0,3000.0,9.0,3800.0,,85.0,53.0,,,0.185,152.0,0.0045,1450.0,1450.0,,69.0,53.0,14.0,420.0,90.0,136.0,5.0,1450.0,1450.0,,85.0,53.0,,,210,136.0,39.0,1300.0,1300.0,,14.0,77.0,0.65,450.0,90.0,178.0,0.5,1300.0,1300.0,,69.0,53.0,,,110,136.0,19.7,1100.0,1100.0,,12.2,98.0,24,77.0,210,154.0,0.0027,1100.0,1100.0,,69.0,53.0,75.0,260.0,80.0,152.0,6.8,1450.0,1450.0,,48,76.0,24,77.0,110,154.0,0.0045,1300.0,1300.0,,20.6,95.0,39.0,93.0,,,0.09,1300.0,1300.0,
,Max,0.0,Max,0.0,,113.0,61.0,,,0.2,170.0,0.005,1800.0,1800.0,,87.0,61.0,15.0,500.0,80.0,152.0,4.0,1800.0,1800.0,,113.0,61.0,,,200,152.0,48.0,1500.0,1500.0,,15.0,86.0,0.7,650.0,80.0,199.0,0.55,1500.0,1500.0,,87.0,61.0,,,100,152.0,23.9,1350.0,1350.0,,13,116.0,25,87.0,200,172.0,0.003,1350.0,1350.0,,87.0,61.0,80.0,330.0,75.0,170.0,7.5,1800.0,1800.0,,50,89.0,25,86.0,100,172.0,0.005,1500.0,1500.0,,22,112.0,40.0,104.0,,,0.1,1500.0,1500.0,
,,,,,,148.0,71.0,,,0.215,188.0,0.0055,2200.0,2200.0,,108.0,71.0,16.0,600.0,70.0,168.0,3.0,2200.0,2200.0,,148.0,71.0,,,190,168.0,58.0,1700.0,1700.0,,16.0,95.0,0.75,900.0,70.0,220.0,0.6,1700.0,1700.0,,108.0,71.0,,,90,168.0,28.5,1650.0,1650.0,,13.8,138.0,26,98.0,190,190.0,0.0033,1650.0,1650.0,,108.0,71.0,85.0,410.0,70.0,188.0,8.2,2200.0,2200.0,,52,103.0,26,95.0,90,190.0,0.0055,1700.0,1700.0,,23.4,133.0,41.0,115.0,,,0.11,1700.0,1700.0,
,,,,,,191.0,84.0,,,0.23,206.0,0.006,2650.0,2650.0,,134.0,84.0,17.0,750.0,60.0,184.0,2.0,2650.0,2650.0,,191.0,84.0,,,180,184.0,69.0,1950.0,1950.0,,17.0,104.0,0.75,Max,60.0,241.0,0.65,1950.0,1950.0,,134.0,84.0,,,80,184.0,33.5,2000.0,2000.0,,14.6,162.0,27,110.0,180,208.0,0.0036,2050.0,2050.0,,134.0,84.0,90.0,500.0,65.0,206.0,8.9,2650.0,2650.0,,54,118.0,27,104.0,80,208.0,0.006,1950.0,1950.0,,24.8,150.0,42.0,126.0,,,0.12,1950.0,1950.0,
,,,,,,244.0,100.0,,,0.245,224.0,0.006,Max,Max,,164.0,100.0,18.0,950.0,50.0,200.0,2,Max,Max,,244.0,100.0,,,170,200.0,81.0,2200.0,2200.0,,18.0,113.0,,,60,Max,0.7,2200.0,2200.0,,164.0,100.0,,,70,200.0,38.9,2400.0,2400.0,,15.4,250.0,28,123.0,170,226.0,0.0039,2600.0,2600.0,,164.0,100.0,95.0,600.0,60.0,224.0,9.6,3150.0,3150.0,,56,134.0,28,113.0,70,226.0,0.0065,2200.0,2200.0,,26.2,180.0,43.0,137.0,,,0.13,2200.0,2200.0,
,,,,,,309.0,120.0,,,0.26,242.0,,,,,200.0,120.0,19.0,1200.0,40.0,216.0,,,,,309.0,120.0,,,160,216.0,94.0,2450.0,2450.0,,19.0,122.0,,,,,0.75,2450.0,2450.0,,200.0,120.0,,,60,216.0,44.7,2850.0,2850.0,,16.2,350.0,29,137.0,160,244.0,0.0042,3300.0,3300.0,,200.0,120.0,100.0,710.0,55.0,242.0,10.3,3700.0,3700.0,,58,151.0,29,122.0,60,244.0,0.007,2450.0,2450.0,,27.6,220.0,44.0,148.0,,,0.14,2450.0,2450.0,
,,,,,,387.0,144.0,,,0.275,260.0,,,,,243.0,144.0,20.0,1500.0,30.0,232.0,,,,,387.0,144.0,,,150,232.0,108.0,2700.0,2700.0,,20.0,131.0,,,,,0.75,Max,Max,,243.0,144.0,,,50,232.0,50.9,3350.0,3350.0,,17,500.0,30,152.0,150,262.0,0.0045,4150.0,4150.0,,243.0,144.0,100,Max,50.0,260.0,11.1,4300.0,4300.0,,60,169.0,30,131.0,50,262.0,0.0075,2700.0,2700.0,,29,280.0,45.0,159.0,,,0.15,2700.0,2700.0,
,,,,,,482.0,174.0,,,0.275,Max,,,,,293.0,174.0,20,Max,20.0,750.0,,,,,482.0,174.0,,,140,248.0,108,Max,Max,,21.0,140.0,,,,,,,,,293.0,174.0,,,50,Max,50.9,Max,Max,,17.8,700.0,31,168.0,140,300.0,0.0045,Max,Max,,293.0,174.0,,,50,Max,11.1,Max,Max,,62,189.0,31,165.0,50,Max,0.0075,Max,Max,,30.4,320.0,46.0,170.0,,,0.15,Max,Max,
,,,,,,596.0,210.0,,,,,,,,,352.0,210.0,,,20,Max,,,,,596.0,210.0,,,130,264.0,,,,,22.0,149.0,,,,,,,,,352.0,210.0,,,,,,,,,18.6,950.0,32,185.0,130,368.0,,,,,352.0,210.0,,,,,,,,,64,211.0,32,224.0,,,,,,,31.8,360.0,47.0,181.0,,,,,,
,,,,,,733.0,252.0,,,,,,,,,421.0,252.0,,,,,,,,,723.0,254.0,,,120,280.0,,,,,23.0,158.0,,,,,,,,,421.0,254.0,,,,,,,,,19.4,1250.0,33,203.0,120,476.0,,,,,421.0,252.0,,,,,,,,,66,236.0,33,308.0,,,,,,,33.2,420.0,48.0,192.0,,,,,,
,,,,,,898.0,302.0,,,,,,,,,502.0,302.0,,,,,,,,,877.0,308.0,,,110,346.0,,,,,24.0,167.0,,,,,,,,,502.0,308.0,,,,,,,,,20.2,1600.0,34,222.0,110,644.0,,,,,502.0,302.0,,,,,,,,,68,264.0,34,417.0,,,,,,,34.6,500.0,49.0,203.0,,,,,,
,,,,,,1094.0,362.0,,,,,,,,,597.0,362.0,,,,,,,,,1064.0,374.0,,,100,512.0,,,,,25.0,176.0,,,,,,,,,597.0,374.0,,,,,,,,,21,2000.0,35,242.0,100,872.0,,,,,597.0,362.0,,,,,,,,,70,295.0,35,551.0,,,,,,,36,600.0,50.0,214.0,,,,,,
,,,,,,1328.0,434.0,,,,,,,,,708.0,432.0,,,,,,,,,1290.0,452.0,,,90,688.0,,,,,26.0,185.0,,,,,,,,,708.0,454.0,,,,,,,,,21,Max,36,263.0,100,Max,,,,,708.0,434.0,,,,,,,,,70,Max,36,710.0,,,,,,,37.4,720.0,51.0,225.0,,,,,,
,,,,,,1607.0,525.0,,,,,,,,,838.0,528.0,,,,,,,,,1569.0,558.0,,,80,874.0,,,,,27.0,194.0,,,,,,,,,838.0,540.0,,,,,,,,,,,37,285.0,,,,,,,838.0,525.0,,,,,,,,,,,37,894.0,,,,,,,38.8,850.0,52.0,236.0,,,,,,
,,,,,,1937.0,636.0,,,,,,,,,989.0,654.0,,,,,,,,,1916.0,694.0,,,70,1070.0,,,,,28.0,203.0,,,,,,,,,989.0,632.0,,,,,,,,,,,38,308.0,,,,,,,989.0,636.0,,,,,,,,,,,38,1103.0,,,,,,,40.2,1000.0,53.0,247.0,,,,,,
,,,,,,2329.0,767.0,,,,,,,,,1165.0,810.0,,,,,,,,,2356.0,880.0,,,60,1276.0,,,,,29.0,212.0,,,,,,,,,1165.0,730.0,,,,,,,,,,,39,332.0,,,,,,,1165.0,772.0,,,,,,,,,,,38,Max,,,,,,,41.6,1175.0,54.0,258.0,,,,,,
,,,,,,2794.0,923.0,,,,,,,,,1370.0,996.0,,,,,,,,,2919.0,1126.0,,,50,1492.0,,,,,30.0,221.0,,,,,,,,,1370.0,834.0,,,,,,,,,,,40,356.0,,,,,,,1370.0,938.0,,,,,,,,,,,,,,,,,,,43,1400.0,55.0,269.0,,,,,,
,,,,,,3342.0,1109.0,,,,,,,,,1608.0,1222.0,,,,,,,,,3637.0,1432.0,,,50,Max,,,,,31.0,230.0,,,,,,,,,1608.0,944.0,,,,,,,,,,,41,380.0,,,,,,,1608.0,1134.0,,,,,,,,,,,,,,,,,,,43,Max,56.0,280.0,,,,,,
,,,,,,3990.0,1295.0,,,,,,,,,1886.0,1488.0,,,,,,,,,4544.0,1813.0,,,,,,,,,32.0,239.0,,,,,,,,,1886.0,1060.0,,,,,,,,,,,42,404.0,,,,,,,1886.0,1360.0,,,,,,,,,,,,,,,,,,,,,57.0,291.0,,,,,,
,,,,,,4755.0,1521.0,,,,,,,,,2209.0,1804.0,,,,,,,,,5678.0,2269.0,,,,,,,,,33.0,248.0,,,,,,,,,2209.0,1182.0,,,,,,,,,,,43,428.0,,,,,,,2209.0,1616.0,,,,,,,,,,,,,,,,,,,,,58.0,302.0,,,,,,
,,,,,,5655.0,1787.0,,,,,,,,,2585.0,2180.0,,,,,,,,,7078.0,2800.0,,,,,,,,,34.0,257.0,,,,,,,,,2585.0,1312.0,,,,,,,,,,,44,452.0,,,,,,,2585.0,1902.0,,,,,,,,,,,,,,,,,,,,,59.0,313.0,,,,,,
,,,,,,6715.0,2103.0,,,,,,,,,3021.0,2636.0,,,,,,,,,9119.0,3406.0,,,,,,,,,35.0,266.0,,,,,,,,,3021.0,1448.0,,,,,,,,,,,45,476.0,,,,,,,3021.0,2228.0,,,,,,,,,,,,,,,,,,,,,60.0,324.0,,,,,,
,,,,,,7961.0,2469.0,,,,,,,,,3021,Max,,,,,,,,,9119.0,Max,,,,,,,,,36.0,275.0,,,,,,,,,3021,Max,,,,,,,,,,,46,530.0,,,,,,,3021,Max,,,,,,,,,,,,,,,,,,,,,61.0,337.0,,,,,,
,,,,,,7961.0,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,284.0,,,,,,,,,,,,,,,,,,,,,47,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,352.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,293.0,,,,,,,,,,,,,,,,,,,,,48,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,369.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,302.0,,,,,,,,,,,,,,,,,,,,,49,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,388.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,311.0,,,,,,,,,,,,,,,,,,,,,50,1046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,409.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Max,,,,,,,,,,,,,,,,,,,,,51,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,432.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,457.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,484.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,513.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,544.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,577.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,612.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,649.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,688.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,729.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,772.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,817.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,864.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,913.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,964.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,1017.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,1072.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,1129.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,1188.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,1249.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,1312.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1377.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,1444.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,1513.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1584.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Max,,,,,,
