destination,status,verification_status,kb_alignment_status,verdict,final_value,unit,resolver,contributor_count,issues,level_contributors,unresolved_contributors,semantic_mismatches,ep_compare_status,ep_compare_delta,ep_compare_value,ep_compare_value_type,ep_reference_value,ep_reference_value_type,compare_context,formula_contract,contributor_consumption
state::module.black_hole_digestor.extra_coin_kill_bonus_per_free_upgrade_pct,gated_off,not_resolved,not_ep_compared,fail,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.primordial_collapse.bh_damage_reduction_pct,gated_off,not_resolved,not_ep_compared,fail,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.free_attack_upgrade_chance_pct,resolved,publishable,misaligned,pass,75.89999999999999,,,5,[],[],[],[],non_comparable,,75.89999999999999,pct,1.1062424999999998,number,"{'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'package_value_source_preset': 'Farming', 'package_value_source_state_mode': 'start_of_run', 'ep_stage_context': {'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'ep_progression_state': 'max_progression', 'ep_workshop_state': 'max_workshop', 'ep_run_state': 'farming_or_milestone_perk_state_unspecified', 'package_progression_state': 'current_ids_snapshot', 'package_workshop_state': 'current_ids_workshop', 'package_run_state': 'farming_perks_on', 'unsupported_facets': ['max_progression', 'max_workshop'], 'notes': ['EP export is max progression rather than the current package progression state.', 'EP export assumes max workshop rather than the current package workshop state.'], 'active_cards_by_preset': {'Farming': ['Enemy Balance', 'Extra Defense', 'Health', 'Coins', 'Plasma Cannon', 'Attack Speed', 'Wave Skip', 'Health Regen', 'Wave Accelerator', 'Critical Coin', 'Second Wind', 'Energy Shield', 'Recovery Package Chance', 'Intro Sprint', 'Extra Orb', 'Land Mine Stun', 'Cash', 'Free Upgrades']}, 'active_modules_by_preset': {'Farming': {}}, 'modules_inventory': {}}}","{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': 'EP export surface is not directly comparable to package stage semantics here.'}",
state::tower.free_defense_upgrade_chance_pct,resolved,publishable,misaligned,pass,72.44999999999999,,,5,[],[],[],[],non_comparable,,72.44999999999999,pct,1.0749337499999998,number,"{'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'package_value_source_preset': 'Farming', 'package_value_source_state_mode': 'start_of_run', 'ep_stage_context': {'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'ep_progression_state': 'max_progression', 'ep_workshop_state': 'max_workshop', 'ep_run_state': 'farming_or_milestone_perk_state_unspecified', 'package_progression_state': 'current_ids_snapshot', 'package_workshop_state': 'current_ids_workshop', 'package_run_state': 'farming_perks_on', 'unsupported_facets': ['max_progression', 'max_workshop'], 'notes': ['EP export is max progression rather than the current package progression state.', 'EP export assumes max workshop rather than the current package workshop state.'], 'active_cards_by_preset': {'Farming': ['Enemy Balance', 'Extra Defense', 'Health', 'Coins', 'Plasma Cannon', 'Attack Speed', 'Wave Skip', 'Health Regen', 'Wave Accelerator', 'Critical Coin', 'Second Wind', 'Energy Shield', 'Recovery Package Chance', 'Intro Sprint', 'Extra Orb', 'Land Mine Stun', 'Cash', 'Free Upgrades']}, 'active_modules_by_preset': {'Farming': {}}, 'modules_inventory': {}}}","{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': ''}",
state::tower.free_utility_upgrade_chance_pct,resolved,publishable,misaligned,pass,86.93999999999998,,,7,[],[],[],[],non_comparable,,86.93999999999998,pct,1.22138625,number,"{'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'package_value_source_preset': 'Farming', 'package_value_source_state_mode': 'start_of_run', 'ep_stage_context': {'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'ep_progression_state': 'max_progression', 'ep_workshop_state': 'max_workshop', 'ep_run_state': 'farming_or_milestone_perk_state_unspecified', 'package_progression_state': 'current_ids_snapshot', 'package_workshop_state': 'current_ids_workshop', 'package_run_state': 'farming_perks_on', 'unsupported_facets': ['max_progression', 'max_workshop'], 'notes': ['EP export is max progression rather than the current package progression state.', 'EP export assumes max workshop rather than the current package workshop state.'], 'active_cards_by_preset': {'Farming': ['Enemy Balance', 'Extra Defense', 'Health', 'Coins', 'Plasma Cannon', 'Attack Speed', 'Wave Skip', 'Health Regen', 'Wave Accelerator', 'Critical Coin', 'Second Wind', 'Energy Shield', 'Recovery Package Chance', 'Intro Sprint', 'Extra Orb', 'Land Mine Stun', 'Cash', 'Free Upgrades']}, 'active_modules_by_preset': {'Farming': {}}, 'modules_inventory': {}}}","{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': ''}",
state::tower.enemy_attack_level_skip_pct,resolved,publishable,not_ep_compared,pass,38.686,,,8,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.enemy_health_level_skip_pct,resolved,publishable,not_ep_compared,pass,30.45,,,7,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::free_upgrade_multiplier,resolved,publishable,not_ep_compared,pass,1.15,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::timing.wave_duration_seconds_effective,resolved,publishable,not_ep_compared,pass,16.099999999999998,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.target_farming_wave,resolved,publishable,not_ep_compared,pass,0.0,waves,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.waves_per_run_effective,resolved,publishable,not_ep_compared,pass,0.0,waves_per_run,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.runs_per_day_effective,resolved,publishable,not_ep_compared,pass,0.0,runs_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.waves_per_day_effective,resolved,publishable,not_ep_compared,pass,0.0,waves_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.bosses_per_day_effective,resolved,publishable,not_ep_compared,pass,0.0,bosses_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_lab_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_card_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_perk_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_cto_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_rto_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_relic_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_vault_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_dwhp_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_factor,resolved,publishable,not_ep_compared,pass,1116758532848.2915,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.armor_primary_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.armor_assist_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.armor_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['support_surface::ehp.armor_factor'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_lab_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_substat_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_module_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_fort_factor,resolved,publishable,not_ep_compared,pass,10.4,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::wall.hp_pre_fort,resolved,blocked,not_comparable,fail,50802702.43569231,,query_derived_composites,4,['ep_reference_stage_scope_mismatch'],[],[],[],stage_scope_mismatch,-132069949197297.56,50802702.43569231,hp,132070000000000.0,scaled_number,"{'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'package_value_source_preset': 'Farming', 'package_value_source_state_mode': 'start_of_run', 'ep_stage_context': {'compare_preset': 'Farming', 'compare_perk_state': 'auto', 'ep_progression_state': 'max_progression', 'ep_workshop_state': 'max_workshop', 'ep_run_state': 'farming_or_milestone_perk_state_unspecified', 'package_progression_state': 'current_ids_snapshot', 'package_workshop_state': 'current_ids_workshop', 'package_run_state': 'farming_perks_on', 'unsupported_facets': ['max_progression', 'max_workshop'], 'notes': ['EP export is max progression rather than the current package progression state.', 'EP export assumes max workshop rather than the current package workshop state.'], 'active_cards_by_preset': {'Farming': ['Enemy Balance', 'Extra Defense', 'Health', 'Coins', 'Plasma Cannon', 'Attack Speed', 'Wave Skip', 'Health Regen', 'Wave Accelerator', 'Critical Coin', 'Second Wind', 'Energy Shield', 'Recovery Package Chance', 'Intro Sprint', 'Extra Orb', 'Land Mine Stun', 'Cash', 'Free Upgrades']}, 'active_modules_by_preset': {'Farming': {}}, 'modules_inventory': {}}}","{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_factor,resolved,publishable,not_ep_compared,pass,528348105.33120006,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_lab_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_substat_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_vault_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.recovery_package_factor,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_or_recovery_factor,resolved,publishable,not_ep_compared,pass,528348105.33120006,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_pkg_factor,resolved,publishable,not_ep_compared,pass,528348105.33120006,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.base_pool,resolved,publishable,not_ep_compared,pass,5.9003725494284557e+20,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_lab_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_card_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_substat_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_perk_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_relic_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_vault_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_base_factor,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_effective_factor,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_factor,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.defense_absolute'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_raw,resolved,publishable,not_ep_compared,pass,0.98,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_lab_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_card_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_substat_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_perk_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_relic_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.def_pct_vault_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.defense_taken_factor,resolved,publishable,not_ep_compared,pass,49.99999999999996,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chrono_field_duration_seconds,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chrono_field_cooldown_seconds,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chrono_field_damage_reduction_pct,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chrono_field_uptime,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chrono_field.duration_seconds'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chrono_field_damage_reduction_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chrono_field.damage_reduction_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
