bot,attribute,level,value,cost,is_max,source_path,source_sha256,source_modified_utc,source_sheet
Flame Bot,Cooldown,9,48,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,10,45,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,11,42,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,12,39,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,13,36,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,14,33,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,15,30,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Cooldown,16,30,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,0,50,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,1,58,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,2,66,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,3,74,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,4,82,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,5,90,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,6,98,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,7,106,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,8,114,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,9,122,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,10,130,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,11,138,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,12,146,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,13,154,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,14,162,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,15,170,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,16,178,700,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,17,186,740,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,18,194,780,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,19,202,820,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,20,210,860,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,21,218,900,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,22,226,940,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,23,234,980,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,24,242,1020,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,25,250,1060,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,26,258,1100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,27,266,1140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,28,274,1180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,29,282,1220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,30,290,1260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Damage,31,290,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,0,30,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,1,34,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,2,38,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,3,42,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,4,46,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,5,50,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,6,54,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,7,58,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,8,62,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,9,66,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,10,70,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,11,74,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,12,78,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,13,82,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,14,86,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,15,90,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Flame Bot,Range,16,90,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,0,5,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,1,5.5,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,2,6,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,3,6.5,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,4,7,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,5,7.5,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,6,8,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,7,8.5,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,8,9,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,9,9.5,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,10,10,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,11,10.5,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,12,11,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,13,11.5,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,14,12,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,15,12.5,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,16,13,700,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,17,13.5,740,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,18,14,780,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,19,14.5,820,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,20,15,860,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Duration,21,15,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,0,120,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,1,117,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,2,114,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,3,111,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
