legacy_path_not_present_in_frozen_package,size_bytes,sha256,final_source_package,source_count,content_variants_across_packages
legacy_frozen_omitted::ep_extracts/sheet_exports/dvt_laboratory__values.csv,195224,753fadf50ae47490bc9a8961c18c019bda708e4ea1e4248f43433bb5049d133c,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/dvt_workshop__formulas.csv,612959,c98403419ef0d4e327ebfbc8ae7427da45128ed8ac914a74a03d9653326f48b6,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/dvt_workshop__values.csv,612959,c98403419ef0d4e327ebfbc8ae7427da45128ed8ac914a74a03d9653326f48b6,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/module_base_stat__formulas.csv,915,3eaf9792a9029dd7fe0a1307c7b03126bfe15e0713e43507d4f7f47fa87a8ab0,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/module_base_stat__values.csv,915,3eaf9792a9029dd7fe0a1307c7b03126bfe15e0713e43507d4f7f47fa87a8ab0,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/sheet_export_index.json,1732,390487b3989eef652b32b907df9c7e47ff981cf3c713058faf6e84da40fd9571,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/wsvalues__formulas.csv,548151,3b8ccb286f539a07c214b943a3dc61038552feb2ad01daf78b9687e0ddc58d65,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ep_extracts/sheet_exports/wsvalues__values.csv,548151,3b8ccb286f539a07c214b943a3dc61038552feb2ad01daf78b9687e0ddc58d65,tower_gpt_full_package_v4_ep_extracts.zip,1,1
legacy_frozen_omitted::ledger/towersim_static_ledger_latest.csv,318191,b4c18670c1188b99755693a2a2419f362d08ec85ee3d3455256b4db8d33b398a,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::ledger/towersim_static_ledger_naming_contract_v1_10.md,13724,3a456f982bdd6a906319db2464660a77d1a7c9f2aeb289dc7b143b5e1304ba88,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::ledger/towersim_v1_handover_pack.md,11161,83a2ac693b8ea21154336a459740a88a17cde840f1e7b94811baa1aecb06c0c5,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/INDEX.md,910,933d345e4499794a297887849d4d88d1d49a1c07de60e7b7315ee5d29befe1c8,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/battle_condition_effect_matrix.csv,1617,47efdb54a6e0985468178f9cd848ea99337490b476c3f2099f4e25afe7370ecb,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/battle_condition_mechanics.md,5910,4ee77491404b9d04758d1732a0cb6bb7259a3fe7fd707857ee421d27aa59bdc9,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/battle_condition_system.md,520,1185b1fc02e381d025ebd0b111446c0a583da3af62adb83facee4c9da8040ae4,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/boss_progression_system.md,324,66d9f62ec71ebbb7e1994dc9ea1aa0a4d343b3d90291e25634517e2d12c9dcaa,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/core_system_interactions.md,792,bf91b708560bc95523be4d3e3210e84a52a6a20f4aafa257d3f034a08c3aa26c,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/enemy_class_interaction_matrix.csv,1734,66ed468be19c469b9290a4128533b2445d8fbc19da1713de847e1b9c3f95dd86,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/enemy_scaling_curves.md,410,db62b0e1cd186a83e173caf633362fe11eb9f84288bf804760aebc18046d3d19,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/enemy_scaling_model.md,343,e2fde136ae5b0aa094a8da8aad771f502f64bd928fdbcaaac1b6c0af0b43dbc1,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/guardian_effects.md,1609,dc5e8eb681e7a10dbd1a2c9b7a42fc4ce7b410abf8ec7c048621905058d2d130,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/guardian_system.md,1609,dc5e8eb681e7a10dbd1a2c9b7a42fc4ce7b410abf8ec7c048621905058d2d130,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/layer2_wiki_correction_notes.md,1205,932c74c73784f4742b9c75dfcf7d918153bfe82b1f4bd75f1bc562319d718598,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/module_unique_effects.md,2075,3f799d4b483f24e703e3dc22e47d7e4df670123eb922cbb50e918f257f1db1f7,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/module_unique_runtime_catalog.csv,1464,2f168a260f6cca3d746ceb1840a105cbb86e5a8073b29864d023f3822bead17b,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/runtime_damage_pipeline.csv,1132,27d4d353a127f4fa0322b58f0f02eea46f3733d4e54a29fa3727e934cc2b0e97,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/runtime_effect_catalog.csv,1621,69f0db25144ec80de8f90e7ad9f038f038adcea2edda9c6a2ebd2fa3b0245444,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/runtime_exception_matrix.csv,1242,b871e76b4fb0930cb4297c5cc0c84cbe306cd0db9fd78039891d3ad2ddec0f3b,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/survivability_limits.md,561,b5507ba44d3db0cbf1c2fbffbbec12e8de52b7dd8427b9cefb6a607aebb19478,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/system_dependency_graph.md,712,8485c85acac7565c0ad21ec30247fd603f72ba01534eedca821ec9dbc1fd1247,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/tier_difficulty_scaling.md,271,b3173fbc0376aacdc77db6ae6393d86472de2fcab16282e9bca71e0dae26b10e,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/tournament_difficulty_model.md,356,97a465ab6063f0540d8ab31e312e1e3827db4116907b73ae7fac92eb483d0adc,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/tournament_league_structure.md,303,1036aa14a8ab40b8f35c9721502c678ae2d4e191e3b4671ad7819427c4882652,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/tournament_system.md,284,59dc2305635b3ffc889edd2b7c4e5434ada7920a41c7bf7ac9764ce20ef13a00,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/tournament_wave_timing.md,341,3b13277f98787405d1cfefed4a02c51159ae81e43bfe7715b38ce5458ba2df2a,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/towersim_mechanics_runtime_corrected.md,3360,0d0ef802149d66cda52723cf36e09d54794c9ce9d1a982be00c20936e4b2b128,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/uw_economy_and_sync_models.md,610,9a4f1900ba70ae3576049f4fecfd23a9d5452faedac1bb72da68ba6e03856eec,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/uw_lab_ladders.md,2228,f4fae9a5ac73435a2f36d0c88327a461c4cd1b53e40065b3678a9a750c2468b4,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/uw_lab_mechanics.md,468,00918d44735dd6b5136ee4f948925797c172fdbfd62c98e5d26e1d273fd62776,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::mechanics/wave_progression_system.md,265,13c430fbd0cc9b6892901ca96299201c78d9ccf5429c7bb97c28770750db3eda,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/INDEX.md,3070,e8eb3cf28ab577f3579558f48c8d4f7799382b90824e96a444cd8b5de7857ed3,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/battle_condition_behavior_reference.csv,1030,2c9dadf10cf9d691612b1bec66a6976a617678798dbed0fa7d0465bc12eebb24,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/battle_condition_reduction_lab.csv,557,d3be95295085262569f5672efa40fd8c50f0b12b6b74790fb58831e683f05e6f,tower_gpt_full_package_v4_ep_extracts.zip,5,1
legacy_frozen_omitted::quant_tables/battle_condition_values.csv,38,edd7aebe923dfb2db52f01857e383146ae96b8ea8a0b2000b8af75753a018dc6,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/bc_group1_reduction_lab_partial.csv,1306,158279522dfc5cd9c7656ae56fa41f3ce9e0c12b047bd6b0ad078b06a83a6b04,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/bc_group2_reduction_lab.csv,2197,90a7117f314457632e8c2f9482669177432e6eaa52d2977e8d6b077050895fe2,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/bc_group3_reduction_lab.csv,1012,15476f682bda757e89bafc4808f236bf2878a56df7269dce67960362c596eda1,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/bc_group4_reduction_lab.csv,1407,20866fded547a24f72cec0f7124f3bd485f2c673376536343ef00b308f3702fa,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/black_hole_basic_upgrades.csv,880,eb49ff0be0756ead8ef728ab965896c4cb188de48c93fd2108322e17c67e71fd,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/black_hole_consume_uw_plus.csv,622,80773be3df1c255c9e41f588338690e190ae865df9d39d217580b9c4bdf9e874,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/black_hole_damage_lab_partial.csv,377,869e430d26e94cb698b4d90b62067950c7450af360835d0ebc31645368926d23,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/black_hole_size_duration_extension.csv,372,0148e93e8f9c8c4ae583bbb2fa690f17292cb56562e916d3770982af71d04fcd,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/bot_labs_summary_v2.yaml,675,8b53d695370d3531eeeb6a657c14ec05982359d394d97adba202852a1e444705,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/card_masteries_econ_subset_v2.csv,615,e5d58a8bf44700ae4996942af304aa8baa810bf0d7ef7d53faa39241e3f0f5f5,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/core_submodule_effects_quant.csv,1803,be0bdc95d69157991d71d32e780b7de4fbaa8058b773e98d42315e1d42fa9f9b,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/death_wave_basic_upgrades.csv,1342,cc252a8b2c27777d89c8d698f19c25520d16ad8aeeb1c7b1aade94123b71dc66,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/death_wave_damage_extension.csv,229,703c792134a74047d526941723e535c5c3030c902601d2d5ddfa8b41abc62823,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/enemy_damage_scaling.csv,54,244d75e5d0328d65edec4d510e897f0342993b44c4b6737cd7c90d9c344ceb07,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/enemy_health_scaling.csv,54,12c42bea4555ee6316ba854c6291fe52b12ced6b5ec5cf97221b0bb79bc87480,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/enemy_level_skip_workshop_reference.csv,368,d501fa150cdf250e56d9cb0ddbe934383047056d44278b93b3f9bb78514f6b7f,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/fb_tracks_and_costs_v2.csv,1264,c05282e1d3dc601d8b823489d2520b703a0a3cd194981baedde752e8d5bd57ca,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/gb_tracks_v2.yaml,1447,1d3152ddcaa619f55769ad980a13e3f8296232d375a5be0e1a768ebe170c4e88,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/golden_tower_basic_upgrades.csv,1194,222fc5d876360b2e1c766b9e7c08a9974bb98a550712083b6a734194d5246dde,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/golden_tower_duration_extension.csv,655,f94e3ca64d44459a2287230ba3834c5a1a1f9b9960e2310278698430f34e4582,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/guardian_chip_baselines_verified.csv,594,aafb17b72574bd25b87af219401250f5d72c98a71ac76ed9d5d2256a430085ca,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/module_unique_effects_verified_fuller.csv,1040,4add45221ed42db1dcb5f7864ccf4315ff0ffc7c1e5caf65133051de53f19e75,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/spotlight_basic_upgrades_extended.csv,5916,2b489715d60f3043675af4cd342a6eb884ecab4225a9c3ff7f97e17ac991943f,tower_gpt_full_package_v4_ep_extracts.zip,5,1
legacy_frozen_omitted::quant_tables/spotlight_basic_upgrades_partial.csv,984,ee28f9d1d755614304cbddcc7263ea847be67947f7a2c64a951ed80a5db87267,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/spotlight_missiles_lab_1_16.csv,1000,4c32c27324858dceb4091255b2db4e4b23bba90504905c27f0e0a8255e555ab1,tower_gpt_full_package_v4_ep_extracts.zip,5,1
legacy_frozen_omitted::quant_tables/sub_module_effects_core_and_utility.csv,1380,8bf1fe6a601115434890a48f9d1b157158061b29910e16ce4fd15481ac940516,tower_gpt_full_package_v4_ep_extracts.zip,5,1
legacy_frozen_omitted::quant_tables/tier_battle_condition_levels.csv,5134,c1794386d833dcdeb9c9f28cb07611e8ccdbcfc97b9457a2e64e398ebaabb948,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/utility_submodule_effects_quant.csv,876,38ab5375446baad56438db4182b8909049f025b1478a0fb94bb912fe1406406b,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/uw_cooldown_step_costs_v2.csv,3194,29652cb69f4e03b2e30f6147c0efadb42cb81fb059d82d0a2a5e133bed094370,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/uw_plus_partial_values.csv,2801,9760717ba0cd167b8792c3b241e61e6648f8743fb118ff18d254e692fe28d253,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/uw_purchase_costs.csv,353,3a24d0ae3da753b0102a0127420e66170bf809e40a86bf4bd9d182e380a138d4,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/uw_runtime_values.csv,40,9790d7cb46afec0455eefd1d9d99b9b63fee12ca2f71f74bfffb166f91db386b,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_battle_condition_groups.csv,170,bd981017e23be6e9e94b1f05960537790c5e902b588700ee93d5091449402218,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_battle_condition_reduction_lab.csv,216,370d4e30adbce3bc5fd4e7f1d05c50a88643057ea5bb6348b289e30d3487c2ba,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_battle_condition_reduction_verified.csv,286,70ed982237976e3f51744c78efb73c622056160d652dcd4b821e2092d25c9c1e,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_bh_coin_bonus_levels_1_17_verified.csv,950,ed574c52a3a1700b7ce4455b8274e0d91416803fe387dc0543c62274f33d5780,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_blackhole_coin_bonus_slice.csv,130,2a7cba614a78260727b86a2cf077674bb6e0f132a85987b4ef9d4ca67f0019f0,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_boss_properties.csv,207,5a1ba0aad2836e02c4d48803452821d621fc37341d3bf331bd2391404e612bcc,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_card_mastery_lab_costs.csv,223,bd5ad2a860dd391b0200068cc0a0e785f1d1f5a087e46a7293a90be722670022,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_card_mastery_overview_slice.csv,357,81a1fedd9baf376bb538aa0e1d7d88ab4fd42c5440dc7d6acd0f3652915fcfea,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_card_slots_and_costs.csv,196,0ca19a3d3790ee17d616d309a36e26748bd92166828efe706737c1c681bd6431,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_cards_common_and_rare_verified_slice.csv,854,cd1fe503f46b1e890fb411923fd5d26d468033cfb2f387c8de005cb30a64bbee,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_chain_lightning_basic_upgrades_slice.csv,219,d73b6f3077b19f8f528fc4ca4c741be80695b753f5f30641c52da5dd7ae2a8dc,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_chain_thunder_levels_1_14.csv,618,c08be2155e274dda35dbffa754226af8c56f5ae14a837c4bd78b0796bb336012,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_cl_shock_chain_slice.csv,112,e52a70bf253a84812cbf196d15a135c77794b6928db83668dd0c5ea4b826e9cd,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_common_cards_verified_slice.csv,224,444f993a5c906594d427ad5d9f9dddfccc732f00cd868d575d91e9e30c158401,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_dw_cell_bonus_levels_full.csv,721,906a8dbae5622e78d2fa307186d4cf620f70697ab1929f0f0c9ccd3aa4758110,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_dw_coin_bonus_levels_full.csv,680,1343f7d2cfb51bf9a4a500931c8a1fc4b2f54f2f369137f904d107b0db926cb3,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_dw_health_levels_full.csv,1017,c6c3326b9f9c5b0f4ad1e3a45aff8f2cd71d981896de94f96820dd4ab4792156,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_elite_cells_t14_t21.csv,371,375b032c4ab8574a3096b4ed0f5c5c90418dd96f321eda9774f93e122335f115,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_elite_spawn_rules.csv,311,e59c861424c513b58aad2303f51e770c5b768f6050c4fc98ba51238a826f99b8,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_enemy_damage_scaling_model.csv,157,3b0905855c7cf384232d78daa6ccb773b1f0c539114a07d234ef3008279ccec9,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_enemy_heat_scaling_reference.csv,159,2a3dea511690587f28dbc8be845266149c106b7b6b1d1ea7ea773a0af8634a71,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_enemy_hp_scaling_model.csv,153,d74c03fae19ede580fbdcc41b57b02b5304cb70164d0c2eaedd34e0751754fd6,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_enemy_spawn_caps.csv,163,1ce0ac361b729e7e7850e34e29451b9db2df947671290551fe1b1de8f5842c93,tower_gpt_full_package_v4_ep_extracts.zip,6,1
legacy_frozen_omitted::quant_tables/wiki_enemy_spawn_structure.csv,103,97362c359115ac72ace755046b477bb461f982740d78576fa41aeb415657e670,tower_gpt_full_package_v4_ep_extracts.zip,6,1
