spawn_rate_display,standard_wave,source_page,source_image,source_status,notes
30,300,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
32,400,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
34,600,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
34,750,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; duplicate displayed spawn-rate value appears in source image at both standard waves 600 and 750."
36,800,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
37,1000,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
38,1250,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
39,1500,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
40,2000,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
42,2500,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
44,3000,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
46,3500,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
48,4000,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
49,4500,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
50,5000,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
52,5500,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
54,6000,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
56,6500,https://the-tower-idle-tower-defense.fandom.com/wiki/AdvancedAnalysis,https://static.wikia.nocookie.net/the-tower-idle-tower-defense/images/1/1f/Wave_Accelerator_Mastery_Impact.png/revision/latest?cb=20250413183819,wiki_advanced_analysis_image_verified_2026-06-13,"Spawn Rate to Wave Count image row; Wave Accelerator image columns are rounded standard_wave divided by accelerator multiplier, bounded to wave 1."
