wave_actual,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,Tier 10,Tier 11,Tier 12,Tier 13,Tier 14,Tier 15,Tier 16,Tier 17,Tier 18,Tier 19,Tier 20,Tier 21,Champion,Copper,Gold,Legend,Platinum,Silver
400,1350000.0,26980000.0,80930000.0,161870000.0,323730000.0,647460000.0,1290000000.0,2590000000.0,7770000000.0,57680000000.0,3980000000000.0,3830000000000000.0,3.91e+18,2.71e+21,1.99e+24,9.959e+25,2.99e+27,7.4700000000000005e+28,9.71e+31,1.1651999999999998e+35,1.3983000000000002e+38,4.1399999999999995e+18,1450000000.0,347710000000.0,3.2599999999999997e+30,2780000000000.0,86930000000.0
500,4530000.0,90500000.0,271510000.0,543030000.0,1090000000.0,2170000000.0,4340000000.0,8690000000.0,26070000000.0,193990000000.0,13410000000000.0,1.316e+16,1.382e+19,9.869999999999998e+21,7.52e+24,3.7581e+26,1.1269999999999999e+28,2.8186e+29,3.6642000000000005e+32,4.3969999999999994e+35,5.2764e+38,3.733e+19,12760000000.0,3060000000000.0,3.2170000000000004e+31,24500000000000.0,765720000000.0
750,65500000.0,1310000000.0,3930000000.0,7860000000.0,15720000000.0,31440000000.0,62880000000.0,125760000000.0,377280000000.0,2820000000000.0,195750000000000.0,1.9881e+17,2.1944e+20,1.6611000000000002e+23,1.3444999999999998e+26,6.72e+27,2.0167e+29,5.0400000000000004e+30,6.55e+33,7.87e+36,9.439999999999998e+39,7.709999999999999e+21,2530000000000.0,607370000000000.0,7.849999999999999e+33,4860000000000000.0,151840000000000.0
1000,742100000.0,14840000000.0,44530000000.0,89050000000.0,178100000000.0,356210000000.0,712420000000.0,1420000000000.0,4269999999999.9995,32049999999999.996,2230000000000000.0,2.32e+18,2.65e+21,2.09e+24,1.77e+27,8.840999999999999e+28,2.65e+30,6.631e+31,8.62e+34,1.0344e+38,1.2412e+41,7.21e+23,229890000000000.0,5.517e+16,8.262e+35,4.4138e+17,1.379e+16
1250,5260000000.0,105300000000.0,315890000000.0,631780000000.0,1260000000000.0,2530000000000.0,5050000000000.0,10110000000000.0,30330000000000.0,227890000000000.0,1.59e+16,1.6850000000000002e+19,1.979e+22,1.6100000000000002e+25,1.408e+28,7.0378e+29,2.111e+31,5.2783e+32,6.8618e+35,8.2342e+38,9.881e+41,6.791e+25,2.117e+16,5.08e+18,8.529e+37,4.065e+19,1.27e+18
1500,39090000000.0,781860000000.0,2350000000000.0,4690000000000.0,9380000000000.0,18760000000000.0,37530000000000.0,75060000000000.0,225170000000000.0,1700000000000000.0,1.1852e+17,1.2746e+20,1.531e+23,1.2779e+26,1.148e+29,5.74e+30,1.7221000000000003e+32,4.309999999999999e+33,5.6e+36,6.719999999999999e+39,8.06e+42,3.9900000000000004e+27,1.22e+18,2.9342e+20,5.4e+39,2.35e+21,7.334999999999999e+19
2000,1710000000000.0,34150000000000.0,102450000000000.0,204900000000000.0,409790000000000.0,819580000000000.0,1640000000000000.0,3280000000000000.0,9830000000000000.0,7.427e+16,5.21e+18,5.730000000000001e+21,7.13e+24,6.2e+27,5.809999999999999e+30,2.9066000000000004e+32,8.72e+33,2.1799e+35,2.8339e+38,3.4006999999999997e+41,4.0808e+44,1.752e+31,5.21e+21,1.2499999999999998e+24,2.668e+43,1.001e+25,3.127e+23
2500,50170000000000.0,1000000000000000.0,3010000000000000.0,6020000000000000.0,1.204e+16,2.408e+16,4.816e+16,9.633e+16,2.8898e+17,2.19e+18,1.5371e+20,1.7230000000000002e+23,2.2015e+26,1.9744e+29,1.9152e+32,9.58e+33,2.8727999999999997e+35,7.18e+36,9.34e+39,1.12e+43,1.344e+46,5.045e+34,1.467e+25,3.52e+27,8.42e+46,2.8170000000000004e+28,8.804199999999999e+26
3000,1730000000000000.0,3.451e+16,1.0353e+17,2.0706e+17,4.1412e+17,8.2824e+17,1.66e+18,3.31e+18,9.94e+18,7.536e+19,5.309999999999999e+21,6.04e+24,7.88e+27,7.25e+30,7.23e+33,3.6157999999999995e+35,1.085e+37,2.7119000000000002e+38,3.5254e+41,4.2305e+44,5.0765999999999995e+47,1.6739e+38,4.78e+28,1.1470000000000002e+31,3.0103e+50,9.178000000000001e+31,2.87e+30
3500,4.442e+16,8.8832e+17,2.66e+18,5.33e+18,1.066e+19,2.132e+19,4.264e+19,8.528e+19,2.5584e+20,1.94e+21,1.3700999999999999e+23,1.5781e+26,2.1e+29,1.9744e+32,2.0144e+35,1.0070000000000001e+37,3.0215e+38,7.549999999999999e+39,9.820000000000001e+42,1.1779999999999999e+46,1.414e+49,4.111999999999999e+41,1.1564e+32,2.7749999999999997e+34,7.8777e+53,2.2202e+35,6.94e+33
4500,3.062e+19,6.1238e+20,1.84e+21,3.67e+21,7.349999999999999e+21,1.4699999999999999e+22,2.939e+22,5.879e+22,1.7637e+23,1.34e+24,9.493e+25,1.1158e+29,1.5304e+32,1.4905e+35,1.5791000000000001e+38,7.9e+39,2.3686999999999998e+41,5.92e+42,7.7e+45,9.24e+48,1.109e+52,2.5299999999999998e+48,6.9277e+38,1.6627e+41,5.3699999999999995e+60,1.3300000000000001e+42,4.157e+40
5000,6.1826e+20,1.237e+22,3.71e+22,7.419e+22,1.4838e+23,2.9676999999999997e+23,5.9353e+23,1.19e+24,3.56e+24,2.714e+25,1.92e+27,2.28e+30,3.16e+33,3.13e+36,3.3699999999999997e+39,1.6824999999999999e+41,5.0500000000000003e+42,1.2619e+44,1.6405e+47,1.9686e+50,2.3622999999999998e+53,4.78e+51,1.3000000000000001e+42,3.112e+44,1.06e+64,2.49e+45,7.78e+43
5500,1.565e+22,3.1301e+23,9.3903e+23,1.88e+24,3.76e+24,7.509999999999999e+24,1.5019999999999999e+25,3.005e+25,9.015e+25,6.877300000000001e+26,4.872e+28,5.820000000000001e+31,8.176999999999999e+34,8.191e+37,8.943e+40,4.47e+42,1.3415000000000002e+44,3.35e+45,4.36e+48,5.2300000000000003e+51,6.280000000000001e+54,1.129e+55,3.0299999999999997e+45,7.281399999999999e+47,2.6029999999999998e+67,5.8300000000000006e+48,1.8202999999999999e+47
6000,3.3074e+23,6.61e+24,1.984e+25,3.968999999999999e+25,7.937999999999999e+25,1.5875e+26,3.1751e+26,6.3501e+26,1.91e+27,1.455e+28,1.03e+30,1.24e+33,1.7600000000000002e+36,1.79e+39,1.9800000000000002e+42,9.88e+43,2.96e+45,7.409999999999999e+46,9.633e+49,1.1559e+53,1.3871000000000001e+56,2.2190000000000003e+58,5.91e+48,1.42e+51,5.3030000000000007e+70,1.135e+52,3.5475e+50
6500,7.02e+24,1.4040999999999999e+26,4.2123e+26,8.4246e+26,1.68e+27,3.3700000000000004e+27,6.740000000000001e+27,1.3480000000000001e+28,4.044e+28,3.0902e+29,2.193e+31,2.6549999999999997e+34,3.8060000000000006e+37,3.9029999999999997e+40,4.369e+43,2.18e+45,6.554e+46,1.64e+48,2.13e+51,2.5600000000000003e+54,3.07e+57,4.37e+61,1.1550000000000001e+52,2.7700000000000003e+54,1.0792e+74,2.2180000000000002e+55,6.930800000000001e+53
7000,1.6524999999999998e+26,3.3e+27,9.910000000000001e+27,1.9829999999999997e+28,3.965999999999999e+28,7.931999999999999e+28,1.5863999999999997e+29,3.1727e+29,9.5182e+29,7.28e+30,5.1691e+32,6.2957e+35,9.1063e+38,9.434999999999999e+41,1.07e+45,5.340999999999999e+46,1.6e+48,4.0049999999999997e+49,5.207e+52,6.249e+55,7.498000000000001e+58,9.522e+64,2.498e+55,6e+57,2.4238999999999996e+77,4.797e+58,1.5e+57
7500,3.54e+27,7.084999999999999e+28,2.1254e+29,4.2508e+29,8.5015e+29,1.7e+30,3.4e+30,6.8e+30,2.0399999999999997e+31,1.5615e+32,1.1099999999999998e+34,1.359e+37,1.982e+40,2.074e+43,2.3719999999999995e+46,1.19e+48,3.558e+49,8.8942e+50,1.16e+54,1.3899999999999999e+57,1.6599999999999998e+60,1.8858e+68,4.9140000000000003e+58,1.1789999999999999e+61,4.9382e+80,9.434999999999999e+61,2.95e+60
8000,6.676000000000001e+28,1.3400000000000002e+30,4.01e+30,8.01e+30,1.602e+31,3.205e+31,6.409000000000001e+31,1.2818000000000001e+32,3.8455000000000005e+32,2.9399999999999995e+33,2.094e+35,2.5779000000000003e+38,3.7891e+41,4e+44,4.62e+47,2.3100000000000004e+49,6.929900000000001e+50,1.732e+52,2.2520000000000002e+55,2.7030000000000005e+58,3.243e+61,3.2782000000000003e+71,8.487e+61,2.0370000000000002e+64,8.8146e+83,1.6295e+65,5.09e+63
8500,1.5200000000000002e+30,3.0329999999999997e+31,9.098999999999999e+31,1.8197999999999998e+32,3.6395999999999995e+32,7.279199999999999e+32,1.4599999999999998e+33,2.91e+33,8.74e+33,6.693000000000001e+34,4.76e+36,5.889999999999999e+39,8.720000000000001e+42,9.289999999999998e+45,1.082e+49,5.4121000000000004e+50,1.6239999999999998e+52,4.0591e+53,5.2768e+56,6.332100000000001e+59,7.5986e+62,6.857999999999999e+74,1.7647000000000002e+65,4.235e+67,1.8899999999999997e+87,3.3882999999999994e+68,1.0589999999999999e+67
9000,3.172e+31,6.3442999999999994e+32,1.8999999999999997e+33,3.81e+33,7.61e+33,1.523e+34,3.0449999999999995e+34,6.0909999999999995e+34,1.8272e+35,1.4e+36,9.973e+37,1.2393999999999999e+41,1.8477000000000003e+44,1.9829999999999998e+47,2.3312000000000003e+50,1.166e+52,3.4968e+53,8.74e+54,1.136e+58,1.364e+61,1.6370000000000003e+64,1.3200000000000001e+78,3.3757999999999995e+68,8.102e+70,3.72e+90,6.4816e+71,2.0260000000000002e+70
9500,5.8338e+32,1.1669999999999998e+34,3.5e+34,7.001e+34,1.4000999999999999e+35,2.8001999999999997e+35,5.600499999999999e+35,1.1200000000000001e+36,3.36e+36,2.578e+37,1.84e+39,2.2900000000000002e+42,3.44e+45,3.72e+48,4.41e+51,2.2036e+53,6.610000000000001e+54,1.6527000000000003e+56,2.1485e+59,2.5782999999999995e+62,3.0939e+65,2.2299999999999997e+81,5.6728e+71,1.3615e+74,6.43e+93,1.09e+75,3.4039999999999997e+73
10000,1.121e+34,2.2425e+35,6.727599999999999e+35,1.35e+36,2.69e+36,5.38e+36,1.076e+37,2.153e+37,6.4580000000000005e+37,4.9569e+38,3.5329999999999995e+40,4.4280000000000004e+43,6.684999999999999e+46,7.281000000000001e+49,8.695999999999999e+52,4.35e+54,1.3043000000000002e+56,3.26e+57,4.24e+60,5.09e+63,6.0999999999999995e+66,3.9300000000000005e+84,9.954699999999999e+74,2.3890999999999996e+77,1.159e+97,1.91e+78,5.972999999999999e+76
10500,2.1752e+35,4.35e+36,1.305e+37,2.61e+37,5.22e+37,1.0441e+38,2.0882e+38,4.1763e+38,1.2499999999999999e+39,9.619999999999999e+39,6.8599e+41,8.631300000000001e+44,1.31e+48,1.44e+51,1.7300000000000002e+54,8.647000000000001e+55,2.59e+57,6.485e+58,8.431e+61,1.0117000000000001e+65,1.214e+68,6.99e+87,1.76e+78,4.2287e+80,2.102e+100,3.3799999999999996e+81,1.0572e+80
11000,4.67e+36,9.345e+37,2.8034e+38,5.6067e+38,1.12e+39,2.24e+39,4.4899999999999997e+39,8.97e+39,2.6909999999999997e+40,2.0675e+41,1.475e+43,1.8629999999999998e+46,2.845e+49,3.14e+52,3.8040000000000003e+55,1.9e+57,5.706e+58,1.4299999999999999e+60,1.8500000000000002e+63,2.23e+66,2.6700000000000003e+69,1.3759999999999999e+91,3.45e+81,8.2822e+83,4.216e+103,6.630000000000001e+84,2.0705e+83
11500,7.896e+37,1.58e+39,4.74e+39,9.48e+39,1.8949999999999997e+40,3.7899999999999994e+40,7.579999999999999e+40,1.5159999999999998e+41,4.548e+41,3.5e+42,2.4947e+44,3.1619e+47,4.8546e+50,5.392000000000001e+53,6.5762e+56,3.2880000000000005e+58,9.8643e+59,2.466e+61,3.206e+64,3.8469999999999995e+67,4.616e+70,2.129e+94,5.31e+84,1.28e+87,6.642e+106,1.0199999999999998e+88,3.1886000000000005e+86
12000,1.6699999999999997e+39,3.345e+40,1.0034e+41,2.0066999999999996e+41,4.013399999999999e+41,8.026799999999998e+41,1.61e+42,3.21e+42,9.630000000000001e+42,7.406000000000001e+43,5.2899999999999994e+45,6.73e+48,1.0380000000000001e+52,1.1600000000000001e+55,1.423e+58,7.1167999999999996e+59,2.135e+61,5.3376e+62,6.9389e+65,8.326599999999999e+68,9.992000000000002e+71,4.124e+97,1.0249999999999999e+88,2.46e+90,1.3093000000000002e+110,1.968e+91,6.1508e+89
12500,2.646e+40,5.2924e+41,1.5900000000000002e+42,3.1800000000000004e+42,6.35e+42,1.27e+43,2.54e+43,5.081000000000001e+43,1.5241999999999999e+44,1.17e+45,8.375e+46,1.0686e+50,1.6571e+53,1.8622e+56,2.2998e+59,1.15e+61,3.4495999999999995e+62,8.62e+63,1.121e+67,1.3450000000000001e+70,1.614e+73,5.965e+100,1.4769999999999999e+91,3.5400000000000002e+93,1.9258e+113,2.835e+94,8.860599999999999e+92
13000,5.8662e+41,1.173e+43,3.52e+43,7.039e+43,1.4079e+44,2.8158e+44,5.6315e+44,1.1299999999999999e+45,3.3799999999999995e+45,2.5999999999999996e+46,1.86e+48,2.38e+51,3.7100000000000005e+54,4.1900000000000006e+57,5.2e+60,2.6006e+62,7.8e+63,1.9505000000000002e+65,2.5356e+68,3.0427e+71,3.6512999999999996e+74,1.2079e+104,2.979e+94,7.150000000000001e+96,3.96e+116,5.720000000000001e+97,1.79e+96
13500,1.4300000000000002e+43,2.8603e+44,8.580800000000001e+44,1.72e+45,3.43e+45,6.86e+45,1.373e+46,2.746e+46,8.237999999999999e+46,6.341399999999999e+47,4.533e+49,5.82e+52,9.109000000000001e+55,1.0347e+59,1.2927000000000001e+62,6.46e+63,1.939e+65,4.85e+66,6.3e+69,7.559999999999999e+72,9.069999999999999e+75,2.6887e+107,6.606e+97,1.5849999999999998e+100,8.96e+119,1.2683e+101,3.9599999999999996e+99
14500,4.66e+45,9.328e+46,2.7983999999999995e+47,5.596799999999999e+47,1.1200000000000001e+48,2.2400000000000002e+48,4.4800000000000005e+48,8.95e+48,2.686e+49,2.0696000000000004e+50,1.48e+52,1.9120000000000003e+55,3.0180000000000004e+58,3.463e+61,4.372e+64,2.19e+66,6.559e+67,1.64e+69,2.13e+72,2.56e+75,3.07e+78,7.2981e+113,1.7803e+104,4.273e+106,2.5e+126,3.4182e+107,1.0679999999999998e+106
15000,7.879e+46,1.5800000000000002e+48,4.7300000000000003e+48,9.449999999999999e+48,1.891e+49,3.782e+49,7.564e+49,1.5128e+50,4.5383e+50,3.5e+51,2.5027e+53,3.2403e+56,5.136300000000001e+59,5.9212e+62,7.5153e+65,3.7579999999999997e+67,1.13e+69,2.818e+70,3.664e+73,4.3959999999999995e+76,5.2759999999999995e+79,1.12e+117,2.7325999999999998e+107,6.558e+109,3.91e+129,5.2467e+110,1.64e+109
15500,1.55e+48,3.107e+49,9.322000000000001e+49,1.8643e+50,3.7287e+50,7.4574e+50,1.49e+51,2.98e+51,8.949999999999999e+51,6.899e+52,4.940000000000001e+54,6.41e+57,1.0199999999999998e+61,1.181e+64,1.5069999999999998e+67,7.5345e+68,2.2600000000000004e+70,5.6509e+71,7.3461e+74,8.815399999999999e+77,1.06e+81,2.02e+120,4.8943000000000004e+110,1.1746e+113,7.12e+132,9.3971e+113,2.937e+112
16000,2.7910000000000004e+49,5.5824e+50,1.6699999999999998e+51,3.35e+51,6.7e+51,1.34e+52,2.68e+52,5.359e+52,1.6077e+53,1.24e+54,8.877e+55,1.1553e+59,1.8456e+62,2.147e+65,2.7514999999999996e+68,1.376e+70,4.1272000000000005e+71,1.032e+73,1.341e+76,1.6100000000000002e+79,1.932e+82,3.31e+123,7.9846e+113,1.92e+116,1.18e+136,1.53e+117,4.79e+115
16500,5.308e+50,1.0619999999999999e+52,3.185e+52,6.37e+52,1.2739e+53,2.5478e+53,5.0956e+53,1.0200000000000001e+54,3.0600000000000002e+54,2.358e+55,1.69e+57,2.2e+60,3.53e+63,4.13e+66,5.320000000000001e+69,2.6576e+71,7.969999999999999e+72,1.9931999999999998e+74,2.5912e+77,3.1094e+80,3.7312999999999996e+83,5.72e+126,1.38e+117,3.31e+119,2.07e+139,2.65e+120,8.27e+118
17000,9.119999999999999e+51,1.8247e+53,5.4741e+53,1.0900000000000002e+54,2.19e+54,4.38e+54,8.76e+54,1.752e+55,5.255e+55,4.0548e+56,2.905e+58,3.799e+61,6.114e+64,7.173e+67,9.276000000000001e+70,4.639999999999999e+72,1.3913999999999997e+74,3.48e+75,4.52e+78,5.43e+81,6.51e+84,8.96e+129,2.15e+120,5.16e+122,3.28e+142,4.13e+123,1.29e+122
17500,1.7425999999999998e+53,3.4900000000000005e+54,1.0460000000000002e+55,2.0910000000000003e+55,4.1820000000000006e+55,8.365000000000001e+55,1.6729e+56,3.3458e+56,1e+57,7.75e+57,5.5524000000000005e+59,7.2782e+62,1.1799999999999999e+66,1.38e+69,1.7999999999999998e+72,8.991e+73,2.7e+75,6.743e+76,8.765999999999999e+79,1.0518999999999999e+83,1.2623e+86,1.56e+133,3.73e+123,8.94e+125,5.77e+145,7.16e+126,2.24e+125
18000,3.53e+54,7.055e+55,2.1164e+56,4.2328e+56,8.4655e+56,1.69e+57,3.39e+57,6.77e+57,2.0320000000000002e+58,1.5686000000000003e+59,1.125e+61,1.4770000000000002e+64,2.394e+67,2.831e+70,3.693e+73,1.85e+75,5.5389999999999994e+76,1.38e+78,1.7999999999999998e+81,2.16e+84,2.59e+87,2.87e+136,6.84e+126,1.64e+129,1.07e+149,1.31e+130,4.11e+128
18500,5.796e+55,1.16e+57,3.48e+57,6.96e+57,1.391e+58,2.782e+58,5.564e+58,1.1129e+59,3.3387e+59,2.58e+60,1.8488999999999997e+62,2.4344e+65,3.9572e+68,4.697900000000001e+71,6.1532e+74,3.077e+76,9.2298e+77,2.307e+79,3e+82,3.6000000000000005e+85,4.32e+88,4.28e+139,1.02e+130,2.45e+132,1.62e+152,1.96e+133,6.12e+131
19000,1.1100000000000001e+57,2.225e+58,6.676000000000001e+58,1.3352000000000001e+59,2.6704000000000003e+59,5.3408000000000005e+59,1.07e+60,2.14e+60,6.41e+60,4.9509999999999996e+61,3.55e+63,4.69e+66,7.64e+69,9.109999999999998e+72,1.1969999999999999e+76,5.986799999999999e+77,1.796e+79,4.4901e+80,5.8371e+83,7.004600000000001e+86,8.405499999999999e+89,7.48e+142,1.78e+133,4.26e+135,2.87e+155,3.41e+136,1.07e+135
19500,2.011e+58,4.0212e+59,1.2099999999999999e+60,2.41e+60,4.83e+60,9.65e+60,1.93e+61,3.86e+61,1.1581e+62,8.9482e+62,6.42e+64,8.488999999999999e+67,1.3887000000000002e+71,1.6608e+74,2.1924999999999998e+77,1.0960000000000001e+79,3.2888e+80,8.22e+81,1.069e+85,1.283e+88,1.539e+91,1.23e+146,2.91e+136,6.98e+138,4.76e+158,5.58e+139,1.74e+138
20000,3.3733e+59,6.749999999999999e+60,2.0239999999999996e+61,4.047999999999999e+61,8.095999999999998e+61,1.6191999999999997e+62,3.2383999999999994e+62,6.476799999999999e+62,1.94e+63,1.502e+64,1.08e+66,1.43e+69,2.34e+72,2.81e+75,3.73e+78,1.8632e+80,5.59e+81,1.3974e+83,1.8166000000000002e+86,2.1799e+89,2.6158999999999997e+92,1.87e+149,4.42e+139,1.06e+142,7.33e+161,8.49e+142,2.65e+141
21000,1.494e+62,2.9900000000000004e+63,8.960000000000002e+63,1.793e+64,3.586e+64,7.171e+64,1.4343000000000002e+65,2.8685e+65,8.6056e+65,6.65e+66,4.7777e+68,6.354900000000001e+71,1.05e+75,1.27e+78,1.6899999999999998e+81,8.459999999999999e+82,2.5400000000000002e+84,6.345000000000001e+85,8.248e+88,9.898e+91,1.1878e+95,6.84e+155,1.61e+146,3.86e+148,2.73e+168,3.09e+149,9.65e+147
22000,4.5070000000000003e+64,9.013900000000001e+65,2.7e+66,5.41e+66,1.082e+67,2.1629999999999997e+67,4.327e+67,8.652999999999999e+67,2.596e+68,2.01e+69,1.4426e+71,1.9259999999999998e+74,3.1967e+77,3.8882e+80,5.226799999999999e+83,2.613e+85,7.8401e+86,1.9600000000000002e+88,2.548e+91,3.058e+94,3.669e+97,1.7e+162,3.98e+152,9.56e+154,6.93e+174,7.65e+155,2.39e+154
23000,1.4009999999999998e+67,2.8012e+68,8.4036e+68,1.68e+69,3.36e+69,6.72e+69,1.3450000000000001e+70,2.6890000000000002e+70,8.067000000000001e+70,6.243700000000001e+71,4.487e+73,6.011999999999999e+76,1.0032e+80,1.2278e+83,1.6615000000000003e+86,8.31e+87,2.4922999999999998e+89,6.23e+90,8.1e+93,9.720000000000001e+96,1.166e+100,4.36e+168,1.02e+159,2.44e+161,1.81e+181,1.95e+162,6.09e+160
24000,4.5e+69,8.990000000000001e+70,2.6970000000000003e+71,5.3941e+71,1.08e+72,2.16e+72,4.32e+72,8.63e+72,2.589e+73,2.0046999999999998e+74,1.441e+76,1.938e+79,3.2499999999999995e+82,4.001e+85,5.45e+88,2.72e+90,8.174e+91,2.04e+93,2.6600000000000003e+96,3.19e+99,3.83e+102,1.15e+175,2.67e+165,6.41e+167,4.86e+187,5.13e+168,1.6e+167
25000,1.35e+72,2.7079999999999998e+73,8.123e+73,1.6247e+74,3.2493e+74,6.4987e+74,1.3e+75,2.6e+75,7.799999999999999e+75,6.040999999999999e+76,4.34e+78,5.8599999999999995e+81,9.880000000000002e+84,1.223e+88,1.676e+91,8.3797e+92,2.5140000000000003e+94,6.2847e+95,8.170200000000001e+98,9.804199999999999e+101,1.1799999999999998e+105,2.85e+181,6.59e+171,1.58e+174,1.22e+194,1.27e+175,3.95e+173
