source_scope,row_type,source_contract,old_bucket,old_id,new_bucket,new_id,reason,review_status,confidence,notes
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.energy_net.duration_seconds,state,state::cards.energy_net.duration_seconds,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.energy_shield.recharge_cooldown_seconds,state,state::cards.energy_shield.recharge_cooldown_seconds,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.land_mine_stun.miss_attack_chance_pct,state,state::cards.land_mine_stun.miss_attack_chance_pct,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.land_mine_stun.duration_seconds,state,state::cards.land_mine_stun.duration_seconds,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.plasma_cannon.effect_pct,state,state::cards.plasma_cannon.effect_pct,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.second_wind.shield_duration_seconds,state,state::cards.second_wind.shield_duration_seconds,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.slow_aura.enemy_speed_pct,state,state::cards.slow_aura.enemy_speed_pct,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.super_tower.active,state,state::cards.super_tower.active,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.super_tower.bonus_multiplier,state,state::cards.super_tower.bonus_multiplier,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.nuke.enemy_fraction_pct,state,state::cards.nuke.enemy_fraction_pct,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.ultimate_crit.chance_pct,state,state::cards.ultimate_crit.chance_pct,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.wave_accelerator.spawn_rate_acceleration,state,state::cards.wave_accelerator.spawn_rate_acceleration,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,cards.wave_skip.chance_pct,state,state::cards.wave_skip.chance_pct,compiler-routed runtime card effect is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,game_runtime.speed_multiplier,state,state::meta.game_speed_multiplier,runtime game speed is current run-owned state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,perk.enemy_kill_cash_multiplier,state,state::perk.enemy_kill_cash_multiplier,current run-selected perk effect belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,perk.free_upgrade_chance_all_pct,state,state::perk.free_upgrade_chance_all_pct,current run-selected perk effect belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,perk.max_game_speed,state,state::perk.max_game_speed,current run-selected perk effect belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,perk.wave_requirement_multiplier,state,state::perk.wave_requirement_multiplier,current run-selected perk effect belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.black_hole.coin_bonus_multiplier,state,state::uw.black_hole.coin_bonus_multiplier,runtime-routed UW effect is owned run state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.death_wave.coin_bonus_multiplier,state,state::uw.death_wave.coin_bonus_multiplier,runtime-routed UW effect is owned run state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.inner_land_mines.extra_sets,state,state::uw.inner_land_mines.extra_sets,current run-selected perk/UW modifier belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.poison_swamp.radius_multiplier,state,state::uw.poison_swamp.radius_multiplier,current run-selected perk/UW modifier belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.smart_missiles.extra_missiles,state,state::uw.smart_missiles.extra_missiles,current run-selected perk/UW modifier belongs to state,approved,high,Added from compiler routing audit
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.spotlight.coin_bonus_multiplier,state,state::uw.spotlight.coin_bonus_multiplier,runtime-routed UW effect is owned run state,approved,high,Added from compiler routing audit
compiler_routing,deferred,query_routing.py,raw,raw::*,hold,hold::raw.*,raw/unmapped preservation rows require separate policy; do not rename blindly,hold,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,account_context,account_context.*,state,state::meta.account_context.*,account context values emitted from profile belong under state meta,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,account_flag,account_flag.*,state,state::account_flag.*,account flags describe owned account/system state,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,cosmetic_bonus,cosmetic_bonus.*,state,state::meta.cosmetic_bonus.*,owned cosmetic bonuses belong to state meta,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,environment_param,enemy.<enemy>.<attr>,context,context::enemy.<enemy>.<attr>,enemy-side quantities describe run context,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,environment_param,enemy.boss.<attr>,context,context::enemy.boss.<attr>,boss-side quantities describe run context,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,mechanic_param,enemy.protector.<attr>,context,context::enemy.protector.<attr>,enemy-side protector quantities describe run context,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,mechanic_param,lab.<lab_effect>,state,state::lab.<lab_effect>,lab-emitted mechanic quantities are current account/run state,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,mechanic_param,shock.<attr>,state,state::shock.<attr>,shock quantities are current owned run-state effects,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,mechanic_param,uw.<uw>.<track>,state,state::uw.<uw>.<track>,generic fallback UW mechanic destinations should fold into state,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,mechanic_param,uw_plus.<uw>.<plus_track>,state,state::uw_plus.<uw>.<plus_track>,UW+ owned subsystem quantities belong to state,pending,medium,Added from compiler routing audit
compiler_routing,pattern,query_routing.py,mechanic_param,bot.<bot>.<attr>,state,state::bot.<bot>.<attr>,generic fallback bot mechanic destinations should fold into state,approved,high,Hardening F bot naming contract fix for QE-owned bot state publication
compiler_routing,pattern,query_routing.py,runtime_mechanic_param,bot.<bot>.<attr>,state,state::bot.<bot>.<attr>,generic fallback bot runtime destinations should fold into state,approved,high,Hardening F bot runtime naming contract fix for QE-owned bot state publication
compiler_routing,pattern,query_routing.py,runtime_mechanic_param,guardian.<guardian>.<attr>,state,state::guardian.<guardian>.<attr>,generic fallback guardian runtime destinations should fold into state,pending,medium,Added from compiler routing audit
contract_registry,concrete,canonical-stats.yaml,canonical_stat,all_coin_bonus_multiplier,state,state::economy.all_coin_bonus_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,cash_kill_multiplier,state,state::economy.cash_kill_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,cash_per_wave,state,state::economy.cash_per_wave,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,cells_kill_multiplier,state,state::economy.cells_kill_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,coin_bonus_multiplier,state,state::economy.coin_bonus_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,coin_kill_multiplier,state,state::economy.coin_kill_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,coins_multiplier,state,state::economy.coins_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,coins_per_kill_bonus,state,state::economy.coins_per_kill_bonus,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,coins_per_wave,state,state::economy.coins_per_wave,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,enemy_attack_level_skip_pct,state,state::tower.enemy_attack_level_skip_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,enemy_health_level_skip_pct,state,state::tower.enemy_health_level_skip_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,free_attack_upgrade_chance_pct,state,state::tower.free_attack_upgrade_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,free_defense_upgrade_chance_pct,state,state::tower.free_defense_upgrade_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,free_upgrade_multiplier,state,state::tower.free_upgrade_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,free_utility_upgrade_chance_pct,state,state::tower.free_utility_upgrade_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,interest_per_wave_pct,state,state::economy.interest_per_wave_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,lab_speed_multiplier,state,state::meta.lab_speed_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,max_recovery_multiplier,state,state::tower.max_recovery_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,max_rend_mult,state,state::tower.max_rend_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,package_chance_pct,state,state::tower.package_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,recovery_amount_pct,state,state::tower.recovery_amount_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,recovery_package_multiplier,state,state::tower.recovery_package_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_attack_speed,state,state::tower.attack_speed,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_bounce_shot_chance_pct,state,state::tower.bounce_shot_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_bounce_shot_range_m,state,state::tower.bounce_shot_range_m,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_bounce_shot_targets,state,state::tower.bounce_shot_targets,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_crit_chance_pct,state,state::tower.crit_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_crit_multiplier,state,state::tower.crit_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_damage,state,state::tower.damage,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_damage_per_meter_multiplier,state,state::tower.damage_per_meter_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_death_defy_chance_pct,state,state::tower.death_defy_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_defense_absolute,state,state::tower.defense_absolute,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_defense_pct,state,state::tower.defense_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_hp,state,state::tower.hp,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_knockback_chance_pct,state,state::tower.knockback_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_knockback_force,state,state::tower.knockback_force,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_land_mine_chance_pct,state,state::tower.land_mine_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_land_mine_damage,state,state::tower.land_mine_damage,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_land_mine_radius_m,state,state::tower.land_mine_radius_m,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_lifesteal_pct,state,state::tower.lifesteal_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_multishot_chance_pct,state,state::tower.multishot_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_multishot_targets,state,state::tower.multishot_targets,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_orb_count,state,state::tower.orb_count,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_orb_speed_rpm,state,state::tower.orb_speed_rpm,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_range_m,state,state::tower.range_m,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_rapid_fire_chance_pct,state,state::tower.rapid_fire_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_rapid_fire_duration_seconds,state,state::tower.rapid_fire_duration_seconds,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_regen,state,state::tower.regen,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_rend_armor_chance_pct,state,state::tower.rend_armor_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_rend_armor_multiplier,state,state::tower.rend_armor_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_shockwave_interval_seconds,state,state::tower.shockwave_interval_seconds,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_shockwave_size_m,state,state::tower.shockwave_size_m,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_supercrit_chance_pct,state,state::tower.supercrit_chance_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_supercrit_multiplier,state,state::tower.supercrit_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,tower_thorns_damage_pct,state,state::tower.thorns_damage_pct,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,ultimate_damage_multiplier,state,state::tower.ultimate_damage_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,wall_fortification_multiplier,state,state::wall.fortification_multiplier,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,wall_hp,state,state::wall.hp,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,wall_invincibility_duration_seconds,state,state::wall.invincibility_duration_seconds,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,wall_rebuild_seconds,state,state::wall.rebuild_seconds,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,wall_regen,state,state::wall.regen,resolved owned/run state,,,
contract_registry,concrete,canonical-stats.yaml,canonical_stat,wall_thorns_damage_pct,state,state::wall.thorns_damage_pct,resolved owned/run state,,,
migration_policy,policy,naming_contract_policy,legacy_bucket,canonical_stat::*,state,state::*,all legacy canonical stat rows migrate into ontology-based state family,approved,high,policy row
migration_policy,policy,naming_contract_policy,legacy_bucket,environment_param::*,context,context::*,environment rows migrate into ontology-based context family,approved,high,policy row
migration_policy,policy,naming_contract_policy,legacy_bucket,mechanic_param::*,state/context,state::* OR context::*,"mechanic_param rows must classify by meaning: owned quantity -> state, external condition -> context",approved,high,policy row
migration_policy,policy,naming_contract_policy,legacy_bucket,runtime_mechanic_param::*,state/context/derived,state::* OR context::* OR derived::*,runtime_mechanic_param is a mixed legacy family and must decompose case-by-case,approved,high,policy row; no blind rename
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_bundle,objective_edamage_core,derived,derived_bundle::damage.edamage_core,recommended query bundle name remapped to derived naming,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_bundle,objective_eecon_core,derived,derived_bundle::economy.eecon_core,recommended query bundle name remapped to derived naming,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_bundle,objective_ehp_core,derived,derived_bundle::survivability.ehp_core,recommended query bundle name remapped to derived naming,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::cash_kill_multiplier,state,state::economy.cash_kill_multiplier,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::cash_per_wave,state,state::economy.cash_per_wave,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::coin_kill_multiplier,state,state::economy.coin_kill_multiplier,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::coins_per_wave,state,state::economy.coins_per_wave,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::max_recovery_multiplier,state,state::tower.max_recovery_multiplier,required state input for derived::survivability.ehp,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::recovery_package_multiplier,state,state::tower.recovery_package_multiplier,required state input for derived::survivability.ehp,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_attack_speed,state,state::tower.attack_speed,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_crit_chance_pct,state,state::tower.crit_chance_pct,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_crit_multiplier,state,state::tower.crit_multiplier,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_damage,state,state::tower.damage,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_damage_per_meter_multiplier,state,state::tower.damage_per_meter_multiplier,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_defense_absolute,state,state::tower.defense_absolute,required state input for derived::survivability.ehp,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_range_m,state,state::tower.range_m,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_supercrit_chance_pct,state,state::tower.supercrit_chance_pct,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,canonical_stat::tower_supercrit_multiplier,state,state::tower.supercrit_multiplier,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
compiler_routing,concrete,query_routing.py,mechanic_param,module.primordial_collapse.bh_damage_reduction_pct,state,state::module.primordial_collapse.bh_damage_reduction_pct,compiler-routed primordial collapse unique effect is current run-owned state,approved,high,Added from Hardening F module surface promotion
compiler_routing,concrete,query_routing.py,mechanic_param,module.primordial_collapse.in_bh_enemy_damage_reduction_pct,state,state::module.primordial_collapse.bh_damage_reduction_pct,legacy primordial collapse mechanic alias normalizes to the canonical BH damage reduction state surface,approved,high,Added from Hardening F module surface promotion
compiler_routing,concrete,query_routing.py,mechanic_param,module.black_hole_digestor.extra_coin_kill_bonus_per_free_upgrade_pct,state,state::module.black_hole_digestor.extra_coin_kill_bonus_per_free_upgrade_pct,compiler-routed black hole digestor unique effect is current run-owned state,approved,high,Added from Hardening F module surface promotion
compiler_routing,concrete,query_routing.py,mechanic_param,module.orbital_augment.electron_count,state,state::module.orbital_augment.electron_count,compiler-routed orbital augment unique effect is current run-owned state,approved,high,Added from Hardening F module surface promotion
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,mechanic_param::shock.chance_pct,state,state::shock.chance_pct,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,mechanic_param::shock.damage_multiplier,state,state::shock.damage_multiplier,required state input for derived::damage.edamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,mechanic_param::uw.chrono_field.cooldown_seconds,state,state::uw.chrono_field.cooldown_seconds,required state input for derived::survivability.ehp,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,mechanic_param::uw.chrono_field.damage_reduction_pct,state,state::uw.chrono_field.damage_reduction_pct,required state input for derived::survivability.ehp,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,mechanic_param::uw.chrono_field.duration_seconds,state,state::uw.chrono_field.duration_seconds,required state input for derived::survivability.ehp,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,runtime_mechanic_param::cards.critical_coin.bonus_multiplier,state,state::cards.critical_coin.bonus_multiplier,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,runtime_mechanic_param::cards.wave_skip.chance_pct,state,state::cards.wave_skip.chance_pct,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
compiler_routing,concrete,query_routing.py,mechanic_param,uw.black_hole.cooldown_seconds,state,state::uw.black_hole.base_cooldown_seconds,progression-owned raw Black Hole cooldown must stay distinct from timing-effective cooldown,approved,high,Added from Hardening F UW raw-effective split
compiler_routing,concrete,query_routing.py,mechanic_param,uw.black_hole.duration_seconds,state,state::uw.black_hole.base_duration_seconds,progression-owned raw Black Hole duration must stay distinct from timing-effective duration,approved,high,Added from Hardening F UW raw-effective split
compiler_routing,concrete,query_routing.py,mechanic_param,uw.golden_tower.cooldown_seconds,state,state::uw.golden_tower.base_cooldown_seconds,progression-owned raw Golden Tower cooldown must stay distinct from timing-effective cooldown,approved,high,Added from Hardening F UW raw-effective split
compiler_routing,concrete,query_routing.py,mechanic_param,uw.golden_tower.duration_seconds,state,state::uw.golden_tower.base_duration_seconds,progression-owned raw Golden Tower duration must stay distinct from timing-effective duration,approved,high,Added from Hardening F UW raw-effective split
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.black_hole.cooldown_seconds,state,state::uw.black_hole.cooldown_seconds,runtime-routed effective Black Hole cooldown is owned run state,approved,high,Added from Hardening F UW state promotion
