slot,substat,rarity,value,unit,source
Cannon,Bounce Shot Range,Rare,0.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Bounce Shot Range,Epic,0.8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Bounce Shot Range,Legendary,1.2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Bounce Shot Range,Mythic,1.8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Bounce Shot Range,Ancestral,2.0,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Chance,Epic,3,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Chance,Legendary,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Chance,Mythic,7,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Chance,Ancestral,10,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Multi,Epic,2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Multi,Legendary,3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Multi,Mythic,5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Super Crit Multi,Ancestral,7,flat,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Rend Armor Chance,Legendary,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Rend Armor Chance,Mythic,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Rend Armor Chance,Ancestral,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Rend Armor Multi,Legendary,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Rend Armor Multi,Mythic,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Rend Armor Multi,Ancestral,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Max Rend Armor Multi,Legendary,200,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Max Rend Armor Multi,Mythic,300,percent,kb/modules/sources/wiki-modules-and-submodules.md
Cannon,Max Rend Armor Multi,Ancestral,500,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Health Regen,Common,20,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Health Regen,Rare,40,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Health Regen,Epic,60,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Health Regen,Legendary,100,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Health Regen,Mythic,200,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Health Regen,Ancestral,400,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense,Common,1,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense,Rare,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense,Epic,3,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense,Legendary,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense,Mythic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense,Ancestral,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense Absolute,Common,15,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense Absolute,Rare,25,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense Absolute,Epic,40,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense Absolute,Legendary,100,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense Absolute,Mythic,500,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Defense Absolute,Ancestral,1000,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Thorns Damage,Epic,2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Thorns Damage,Legendary,4,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Thorns Damage,Mythic,7,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Thorns Damage,Ancestral,10,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Lifesteal,Epic,0.3,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Lifesteal,Legendary,0.5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Lifesteal,Mythic,1.5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Lifesteal,Ancestral,2.0,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Chance,Epic,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Chance,Legendary,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Chance,Mythic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Chance,Ancestral,9,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Force,Epic,0.1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Force,Legendary,0.4,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Force,Mythic,0.9,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Knockback Force,Ancestral,1.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Orb Speed,Epic,1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Orb Speed,Legendary,1.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Orb Speed,Mythic,2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Orb Speed,Ancestral,3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Orbs,Mythic,1,count,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Orbs,Ancestral,2,count,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Size,Epic,0.1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Size,Legendary,0.3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Size,Mythic,0.7,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Size,Ancestral,1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Frequency,Epic,-1,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Frequency,Legendary,-2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Frequency,Mythic,-3,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Shockwave Frequency,Ancestral,-4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Damage,Rare,30,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Damage,Epic,50,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Damage,Legendary,150,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Damage,Mythic,500,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Damage,Ancestral,800,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Chance,Rare,1.5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Chance,Epic,3,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Chance,Legendary,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Chance,Mythic,9,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Chance,Ancestral,12,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Radius,Rare,0.1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Radius,Epic,0.15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Radius,Legendary,0.3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Radius,Mythic,0.75,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Land Mine Radius,Ancestral,1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Death Defy,Legendary,1.5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Death Defy,Mythic,3.5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Death Defy,Ancestral,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Health,Epic,20,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Health,Legendary,40,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Health,Mythic,90,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Health,Ancestral,120,percent,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Rebuild,Epic,-20,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Rebuild,Legendary,-40,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Rebuild,Mythic,-80,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Armor,Wall Rebuild,Ancestral,-100,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash Bonus,Common,0.1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash Bonus,Rare,0.2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash Bonus,Epic,0.3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash Bonus,Legendary,0.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash Bonus,Mythic,1.2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash Bonus,Ancestral,2.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash / Wave,Common,30,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash / Wave,Rare,50,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash / Wave,Epic,100,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash / Wave,Legendary,200,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash / Wave,Mythic,500,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Cash / Wave,Ancestral,1000,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Kill Bonus,Common,0.1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Kill Bonus,Rare,0.2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Kill Bonus,Epic,0.3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Kill Bonus,Legendary,0.4,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Kill Bonus,Mythic,0.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Kill Bonus,Ancestral,0.6,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Wave,Common,20,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Wave,Rare,35,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Wave,Epic,60,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Wave,Legendary,120,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Wave,Mythic,200,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Coins / Wave,Ancestral,350,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Attack Upgrade,Common,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Attack Upgrade,Rare,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Attack Upgrade,Epic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Attack Upgrade,Legendary,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Attack Upgrade,Mythic,10,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Attack Upgrade,Ancestral,12,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Defense Upgrade,Common,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Defense Upgrade,Rare,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Defense Upgrade,Epic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Defense Upgrade,Legendary,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Defense Upgrade,Mythic,10,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Defense Upgrade,Ancestral,12,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Utility Upgrade,Common,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Utility Upgrade,Rare,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Utility Upgrade,Epic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Utility Upgrade,Legendary,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Utility Upgrade,Mythic,10,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Free Utility Upgrade,Ancestral,12,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Interest / Wave,Epic,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Interest / Wave,Legendary,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Interest / Wave,Mythic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Interest / Wave,Ancestral,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Recovery Amount,Epic,3,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Recovery Amount,Legendary,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Recovery Amount,Mythic,7,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Recovery Amount,Ancestral,10,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Max Recovery,Epic,0.4,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Max Recovery,Legendary,0.7,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Max Recovery,Mythic,1.0,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Max Recovery,Ancestral,1.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Package Chance,Epic,5,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Package Chance,Legendary,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Package Chance,Mythic,11,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Package Chance,Ancestral,15,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Attack Level Skip,Epic,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Attack Level Skip,Legendary,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Attack Level Skip,Mythic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Attack Level Skip,Ancestral,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Health Level Skip,Epic,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Health Level Skip,Legendary,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Health Level Skip,Mythic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Generator,Enemy Health Level Skip,Ancestral,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Bonus,Epic,1,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Bonus,Legendary,2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Bonus,Mythic,3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Bonus,Ancestral,4,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Duration,Legendary,2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Duration,Mythic,4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Duration,Ancestral,7,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Cooldown,Legendary,-5,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Cooldown,Mythic,-8,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Golden Tower - Cooldown,Ancestral,-12,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Size,Common,2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Size,Rare,4,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Size,Epic,6,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Size,Legendary,8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Size,Mythic,10,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Size,Ancestral,12,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Duration,Legendary,2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Duration,Mythic,3,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Duration,Ancestral,4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Cooldown,Legendary,-2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Cooldown,Mythic,-3,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Black Hole - Cooldown,Ancestral,-4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Bonus,Common,1.2,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Bonus,Rare,2.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Bonus,Epic,3.5,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Bonus,Legendary,10,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Bonus,Mythic,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Bonus,Ancestral,20,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Angle,Epic,3,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Angle,Legendary,6,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Angle,Mythic,11,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Spotlight - Angle,Ancestral,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Duration,Legendary,4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Duration,Mythic,7,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Duration,Ancestral,10,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Speed Reduction,Epic,3,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Speed Reduction,Legendary,8,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Speed Reduction,Mythic,11,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Speed Reduction,Ancestral,15,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Cooldown,Legendary,-4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Cooldown,Mythic,-7,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chrono Field - Cooldown,Ancestral,-10,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Damage,Common,8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Damage,Rare,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Damage,Epic,25,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Damage,Legendary,50,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Damage,Mythic,100,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Damage,Ancestral,250,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Quantity,Legendary,1,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Quantity,Mythic,2,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Quantity,Ancestral,3,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Cooldown,Legendary,-6,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Cooldown,Mythic,-10,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Death Wave - Cooldown,Ancestral,-13,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Damage,Common,8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Damage,Rare,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Damage,Epic,25,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Damage,Legendary,50,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Damage,Mythic,100,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Damage,Ancestral,250,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Quantity,Epic,1,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Quantity,Legendary,2,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Quantity,Mythic,4,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Quantity,Ancestral,5,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Cooldown,Legendary,-2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Cooldown,Mythic,-4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Smart Missiles - Cooldown,Ancestral,-6,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Damage,Common,8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Damage,Rare,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Damage,Epic,25,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Damage,Legendary,50,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Damage,Mythic,100,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Damage,Ancestral,250,flat,kb/modules/sources/wiki-modules-and-submodules.md
