path,canonical_id,domain,surface_type,canonicality
kb/global-rules/contracts/environment-params.yaml,global_rules.contract.environment_params,global-rules,contract,canonical_runtime_doc
kb/global-rules/contracts/mechanic-params.yaml,global_rules.contract.mechanic_params,global-rules,contract,canonical_runtime_doc
kb/global-rules/contracts/resolvers.yaml,global_rules.contract.resolvers,global-rules,contract,canonical_runtime_doc
kb/global-rules/contracts/system-dependency-graph.md,global_rules.contract.system_dependency_graph,global-rules,contract,canonical_runtime_doc
kb/global-rules/notes/architecture-index.md,global_rules.note.architecture_index,global-rules,note,canonical_note
kb/global-rules/notes/domain-map.md,global_rules.note.domain_map,global-rules,note,canonical_note
kb/global-rules/notes/layer2-wiki-correction-notes.md,global_rules.note.layer2_wiki_correction_notes,global-rules,note,canonical_note
kb/global-rules/notes/mechanics-index.md,global_rules.note.mechanics_index,global-rules,note,canonical_note
kb/global-rules/notes/migration-rules.md,global_rules.note.migration_rules_v1,global-rules,note,canonical_note
kb/global-rules/notes/object-taxonomy.md,global_rules.note.object_taxonomy_v1,global-rules,note,canonical_note
kb/global-rules/notes/registry-guide.md,global_rules.note.registry_guide,global-rules,note,canonical_note
kb/global-rules/notes/tier-difficulty-scaling.md,global_rules.note.tier_difficulty_scaling,global-rules,note,canonical_note
kb/global-rules/sources/effective-paths-workbook-inventory.md,global_rules.source.ep_workbook_inventory,global-rules,source,supporting_reference
kb/global-rules/sources/effective-paths-workbook-sheet-inventory.csv,global_rules.source.ep_workbook_sheet_inventory,global-rules,source,supporting_reference
kb/global-rules/sources/raw/effective-paths/readme-ep-extraction.md,global_rules.source.readme_ep_extraction,global-rules,source,raw_source_artifact
kb/global-rules/sources/raw/effective-paths/sheet-exports/data-val-tables-formulas.csv,global_rules.source.data_val_tables_formulas,global-rules,source,raw_source_artifact
kb/global-rules/sources/raw/effective-paths/sheet-exports/data-val-tables-values.csv,global_rules.source.data_val_tables_values,global-rules,source,raw_source_artifact
kb/global-rules/sources/raw/effective-paths/sheet-exports/sheet-export-index.json,global_rules.source.sheet_export_index,global-rules,source,raw_source_artifact
kb/global-rules/sources/raw/repo-derived/dag.json,global_rules.source.dag,global-rules,source,raw_source_artifact
kb/global-rules/sources/repo-table-imports.md,global_rules.source.repo_table_imports_v3,global-rules,source,supporting_reference
kb/global-rules/sources/repo-tables-readme.md,global_rules.source.repo_tables_readme,global-rules,source,supporting_reference
kb/global-rules/sources/support-systems-coverage-pass.md,global_rules.source.support_systems_coverage_pass,global-rules,source,supporting_reference
kb/global-rules/sources/wiki-source-index.md,global_rules.source.wiki_source_index,global-rules,source,supporting_reference
kb/global-rules/sources/wiki-verified-baselines.md,global_rules.source.wiki_verified_baselines,global-rules,source,supporting_reference
kb/global-rules/sources/workbook-and-repo-evidence-summary.md,global_rules.source.workbook_and_repo_evidence_summary,global-rules,source,supporting_reference
kb/global-rules/tables/sub-module-effects-core-and-utility.csv,global_rules.table.sub_module_effects_core_and_utility,global-rules,table,canonical_or_package_table
kb/global-rules/tables/wiki-module-pull-rates-and-levels.csv,global_rules.table.wiki_module_pull_rates_and_levels,global-rules,table,canonical_or_package_table
kb/global-rules/tables/module-unique-effects-reference.csv,global_rules.table.module_unique_effects_reference,global-rules,table,canonical_or_package_table
kb/global-rules/tables/note-derived-orb-boss-hit-levels-1-10.csv,global_rules.table.wiki_orb_boss_hit_levels_1_10,global-rules,table,canonical_table
kb/global-rules/tables/wiki-tier-scaling-multipliers.csv,global_rules.table.wiki_tier_scaling_multipliers,global-rules,table,canonical_or_package_table
kb/global-rules/tables/note-derived-wave-boss-intervals.csv,global_rules.table.wiki_wave_boss_intervals,global-rules,table,canonical_table
kb/guardians/contracts/guardian-runtime-contract.md,guardians.contract.runtime,guardians,contract,canonical
kb/guardians/notes/guardian-effects.md,guardians.note.guardian_effects,guardians,note,canonical_note
kb/guardians/notes/guardian-system.md,guardians.note.guardian_system,guardians,note,canonical_note
kb/guardians/tables/guardian-chip-baselines.csv,guardians.table.guardian_chip_baselines,guardians,table,canonical_or_package_table
kb/guardians/tables/guardian-upgrades.csv,guardians.table.guardian_upgrades,guardians,table,canonical_or_package_table
kb/guardians/tables/wiki-guardian-ally-levels-1-31-slice.csv,guardians.table.wiki_guardian_ally_levels_1_31_slice,guardians,table,canonical_or_package_table
kb/guardians/tables/wiki-guardian-attack-levels-full.csv,guardians.table.wiki_guardian_attack_levels_full,guardians,table,canonical_or_package_table
kb/guardians/tables/wiki-guardian-bonus-scaling.csv,guardians.table.wiki_guardian_bonus_scaling,guardians,table,canonical_or_package_table
kb/guardians/tables/wiki-guardian-types.csv,guardians.table.wiki_guardian_types,guardians,table,canonical_or_package_table
kb/labs/contracts/lab-domain-contract.md,labs.contract.domain,labs,contract,canonical
kb/labs/sources/raw/effective-paths/sheet-exports/dvt-laboratory-formulas.csv,labs.source.dvt_laboratory_formulas,labs,source,raw_source_artifact
kb/labs/sources/raw/effective-paths/sheet-exports/dvt-laboratory-values.csv,labs.source.dvt_laboratory_values,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-attack-speed.csv,labs.source.lab_attack_speed,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-chrono-field-duration.csv,labs.source.lab_chrono_field_duration,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-defense.csv,labs.source.lab_defense,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-health-regen.csv,labs.source.lab_health_regen,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-health.csv,labs.source.lab_health,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-recovery-package-chance.csv,labs.source.lab_recovery_package_chance,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/lab-waves-required.csv,labs.source.lab_waves_required,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/wall-lab-wall-health.csv,labs.source.wall_lab_wall_health,labs,source,raw_source_artifact
kb/labs/sources/raw/repo-cache/wiki/wall-lab-wall-regen.csv,labs.source.wall_lab_wall_regen,labs,source,raw_source_artifact
kb/labs/tables/lab-values.csv,labs.table.lab_values,labs,table,canonical_or_package_table
kb/labs/tables/wiki-game-speed-lab.csv,labs.table.wiki_game_speed_lab,labs,table,canonical_table
kb/labs/tables/module-drop-labs.csv,labs.table.module_drop_labs,labs,table,canonical_or_package_table
kb/ledgers/notes/scope-boundary-registry.md,ledgers.note.uncertainty_ledger,ledgers,note,canonical_governance_doc
kb/ledgers/sources/raw/repo-meta/merged-inventory.csv,ledgers.source.merged_inventory,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/merged-section-coverage.csv,ledgers.source.merged_section_coverage,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/registry/catalog.yaml,ledgers.source.catalog,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/formula-library.yaml,ledgers.source.formula_library,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/mechanics-library.yaml,ledgers.source.mechanics_library_v0_7,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/mechanics-library.yaml,ledgers.source.mechanics_library,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/sources.yaml,ledgers.source.sources,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/targets.yaml,ledgers.source.targets,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/schemas/combat-params-schema.json,ledgers.source.combat_params_schema,ledgers,source,supporting_reference
kb/ledgers/sources/raw/repo-meta/source-packages-summary.csv,ledgers.source.source_packages_summary,ledgers,source,supporting_reference
kb/ledgers/tables/canonical-id-registry.csv,ledgers.table.canonical_id_registry_v7,ledgers,table,canonical_registry
kb/ledgers/tables/canonicality-registry.csv,ledgers.table.canonicality_registry,ledgers,table,canonical_registry
kb/ledgers/tables/towersim-static-ledger.csv,ledgers.table.towersim_static_ledger,ledgers,table,supporting_reference
kb/modules/contracts/module-unique-mechanic-contracts.csv,modules.contract.module_unique_mechanic_contracts_v5,modules,contract,canonical_runtime_doc
kb/modules/contracts/module-unique-runtime-catalog.csv,modules.contract.module_unique_runtime_catalog,modules,contract,canonical_runtime_doc
kb/modules/contracts/module-unique-runtime-semantics.md,modules.contract.module_unique_runtime_semantics_v5,modules,contract,canonical_runtime_doc
kb/modules/notes/module-unique-effects.md,modules.note.module_unique_effects,modules,note,canonical_note
kb/modules/sources/raw/effective-paths/defined-names/module-defined-names.csv,modules.source.module_defined_names,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-base.csv,modules.source.module_main_effect_base,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-formula-notes.md,modules.source.module_main_effect_formula_notes,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-increment-bands.csv,modules.source.module_main_effect_increment_bands,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-level-additive-curve.csv,modules.source.module_main_effect_level_additive_curve,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-total-multiplier-by-rarity-level.csv,modules.source.module_main_effect_total_multiplier_by_rarity_level,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/sheet-exports/module-base-stat-formulas.csv,modules.source.module_base_stat_formulas,modules,source,raw_source_artifact
kb/modules/sources/raw/effective-paths/sheet-exports/module-base-stat-values.csv,modules.source.module_base_stat_values,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/assist-efficiency-upgrade-costs.csv,modules.source.assist_efficiency_upgrade_costs_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/assist-slot-unlock-costs.csv,modules.source.assist_slot_unlock_costs_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/assist-stone-levels.csv,modules.source.assist_stone_levels_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/assist-unique-rarity-upgrade-costs.csv,modules.source.assist_unique_rarity_upgrade_costs_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/bot-upgrades.csv,modules.source.bot_upgrades_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/guardian-upgrades.csv,modules.source.guardian_upgrades_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/module-main-effect-bands.csv,modules.source.module_main_effect_bands_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/module-main-effect-bases.csv,modules.source.module_main_effect_bases_v1,modules,source,raw_source_artifact
kb/modules/sources/raw/repo-inputs/modules/module-substats.csv,modules.source.module_substats_v1,modules,source,raw_source_artifact
kb/modules/sources/wiki-module-unique-effects-baselines.md,modules.source.wiki_module_unique_effects_baselines,modules,source,supporting_reference
kb/modules/sources/wiki-modules-and-submodules.md,modules.source.wiki_modules_and_submodules,modules,source,supporting_reference
kb/modules/tables/assist-efficiency-upgrade-costs.csv,modules.table.assist_efficiency_upgrade_costs,modules,table,canonical_or_package_table
kb/modules/tables/assist-slot-unlock-costs.csv,modules.table.assist_slot_unlock_costs,modules,table,canonical_or_package_table
kb/modules/tables/assist-stone-levels.csv,modules.table.assist_stone_levels,modules,table,canonical_or_package_table
kb/modules/tables/assist-unique-rarity-upgrade-costs.csv,modules.table.assist_unique_rarity_upgrade_costs,modules,table,canonical_or_package_table
kb/modules/tables/core-submodule-effects-quant.csv,modules.table.core_submodule_effects_quant,modules,table,canonical_or_package_table
kb/modules/tables/module-main-effect-bands.csv,modules.table.module_main_effect_bands,modules,table,canonical_or_package_table
kb/modules/tables/module-main-effect-bases.csv,modules.table.module_main_effect_bases,modules,table,canonical_or_package_table
kb/modules/tables/module-substats.csv,modules.table.module_substats,modules,table,canonical_or_package_table
kb/modules/tables/module-unique-effects.csv,modules.table.module_unique_effects,modules,table,canonical_or_package_table
kb/modules/tables/utility-submodule-effects-quant.csv,modules.table.utility_submodule_effects_quant,modules,table,canonical_or_package_table
kb/perks/contracts/perk-runtime-contract.md,perks.contract.runtime,perks,contract,canonical
kb/perks/sources/raw/repo-inputs/perks/perk-pool-weights.csv,perks.source.perk_pool_weights_v1,perks,source,raw_source_artifact
kb/perks/sources/raw/repo-inputs/perks/perks.csv,perks.source.perks_v1,perks,source,raw_source_artifact
kb/perks/tables/perk-pool-weights.csv,perks.table.perk_pool_weights,perks,table,canonical_or_package_table
kb/perks/tables/perks.csv,perks.table.perks,perks,table,canonical_or_package_table
kb/tournaments/contracts/battle-condition-effect-matrix.csv,tournaments.contract.battle_condition_effect_matrix,tournaments,contract,canonical_runtime_doc
kb/tournaments/notes/battle-condition-mechanics.md,tournaments.note.battle_condition_mechanics,tournaments,note,canonical_note
kb/tournaments/notes/battle-condition-system.md,tournaments.note.battle_condition_system,tournaments,note,canonical_note
kb/tournaments/notes/tournament-difficulty-model.md,tournaments.note.tournament_difficulty_model,tournaments,note,canonical_note
kb/tournaments/notes/tournament-league-structure.md,tournaments.note.tournament_league_structure,tournaments,note,canonical_note
kb/tournaments/notes/tournament-system.md,tournaments.note.tournament_system,tournaments,note,canonical_note
kb/tournaments/notes/tournament-wave-timing.md,tournaments.note.tournament_wave_timing,tournaments,note,canonical_note
kb/tournaments/sources/raw/repo-inputs/combat/battle-condition-magnitudes.csv,tournaments.source.battle_condition_magnitudes,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/combat/tier-battle-conditions.csv,tournaments.source.tier_battle_conditions,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/tournament/heat-bc-registry.csv,tournaments.source.heat_bc_registry,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/tournament/heat-scale-long.csv,tournaments.source.heat_scale_long,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-heat-bc-values-long.csv,tournaments.source.tournament_heat_bc_values_long,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-heat-steps.csv,tournaments.source.tournament_heat_steps,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-league-rules.csv,tournaments.source.tournament_league_rules,tournaments,source,raw_source_artifact
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-more-bosses-static.csv,tournaments.source.tournament_more_bosses_static,tournaments,source,raw_source_artifact
kb/tournaments/sources/wiki-battle-conditions-and-tournaments.md,tournaments.source.wiki_battle_conditions_and_tournaments,tournaments,source,supporting_reference
kb/tournaments/tables/battle-condition-behavior-reference.csv,tournaments.table.battle_condition_behavior_reference,tournaments,table,canonical_or_package_table
kb/tournaments/tables/battle-condition-magnitudes.csv,tournaments.table.battle_condition_magnitudes,tournaments,table,canonical_or_package_table
kb/tournaments/tables/battle-condition-reduction-lab.csv,tournaments.table.battle_condition_reduction_lab,tournaments,table,canonical_or_package_table
kb/tournaments/tables/battle-condition-group-2-reduction-lab.csv,tournaments.table.bc_group2_reduction_lab,tournaments,table,canonical_or_package_table
kb/tournaments/tables/battle-condition-group-3-reduction-lab.csv,tournaments.table.bc_group3_reduction_lab,tournaments,table,canonical_or_package_table
kb/tournaments/tables/battle-condition-group-4-reduction-lab.csv,tournaments.table.bc_group4_reduction_lab,tournaments,table,canonical_or_package_table
kb/tournaments/tables/heat-battle-condition-registry.csv,tournaments.table.heat_battle_condition_registry,tournaments,table,canonical_or_package_table
kb/tournaments/tables/heat-scale-long.csv,tournaments.table.heat_scale_long,tournaments,table,canonical_or_package_table
kb/tournaments/tables/tier-battle-condition-levels.csv,tournaments.table.tier_battle_condition_levels,tournaments,table,canonical_or_package_table
kb/tournaments/tables/tier-battle-conditions.csv,tournaments.table.tier_battle_conditions,tournaments,table,canonical_or_package_table
kb/tournaments/tables/tournament-heat-battle-condition-values-long.csv,tournaments.table.tournament_heat_battle_condition_values_long,tournaments,table,canonical_or_package_table
kb/tournaments/tables/tournament-heat-steps.csv,tournaments.table.tournament_heat_steps,tournaments,table,canonical_or_package_table
