source_family,contributor_id,destination_object_type,destination_id,registration_status
workshop,workshop__tower__enemy_health_level_skip__pct,canonical_stat,enemy_health_level_skip_pct,registered
workshop,workshop__wall__health__flat,canonical_stat,wall_hp,registered
workshop,workshop__wall__rebuild__seconds,canonical_stat,wall_rebuild_seconds,registered
lab,lab__tower__health__pct,canonical_stat,tower_hp,registered
lab,lab__tower__regen__pct,canonical_stat,tower_regen,registered
lab,lab__tower__damage__pct,canonical_stat,tower_damage,registered
lab,lab__tower__attack_speed__pct,canonical_stat,tower_attack_speed,registered
lab,lab__tower__crit_factor__pct,canonical_stat,tower_crit_multiplier,registered
lab,lab__tower__coins_kill_bonus__pct,canonical_stat,coin_kill_multiplier,registered
lab,lab__tower__cash_bonus__pct,canonical_stat,cash_kill_multiplier,registered
lab,lab__tower__orb_speed__pct,canonical_stat,tower_orb_speed_rpm,registered
lab,lab__tower__orb_boss_hit__enabled,capability,capability.orb_boss_hit.enabled,registered
lab,lab__wall__health__pct,canonical_stat,wall_hp,registered
lab,lab__wall__regen__flat,canonical_stat,wall_regen,registered
lab,lab__wall__thorns_damage__pct,canonical_stat,wall_thorns_damage_pct,registered
lab,lab__wall__fortification__multiplier,canonical_stat,wall_fortification_multiplier,registered
lab,lab__golden_tower__bonus__multiplier,mechanic_param,uw.golden_tower.bonus_multiplier,registered
lab,lab__golden_tower__duration__seconds,mechanic_param,uw.golden_tower.duration_seconds,registered
lab,lab__black_hole__damage__pct,mechanic_param,uw.black_hole.damage_pct,registered
lab,lab__black_hole__coin_bonus__multiplier,mechanic_param,uw.black_hole.coin_bonus_multiplier,registered
lab,lab__black_hole__extra_black_hole__enabled,capability,capability.uw.black_hole.extra_black_hole,registered
lab,lab__black_hole__disable_ranged_enemies__enabled,capability,capability.uw.black_hole.disable_ranged,registered
lab,lab__spotlight__coin_bonus__multiplier,mechanic_param,uw.spotlight.coin_bonus_multiplier,registered
lab,lab__spotlight__missiles__seconds,mechanic_param,uw.spotlight.missiles_interval_seconds,registered
lab,lab__chrono_field__duration__seconds,mechanic_param,uw.chrono_field.duration_seconds,registered
lab,lab__chrono_field__damage_reduction__enabled,capability,capability.uw.chrono_field.damage_reduction.enabled,registered
lab,lab__chrono_field__reduction_pct__pct,mechanic_param,uw.chrono_field.damage_reduction_pct,registered
lab,lab__chrono_field__range__m,mechanic_param,uw.chrono_field.range_m,registered
lab,lab__death_wave__health_bonus__multiplier,mechanic_param,uw.death_wave.health_bonus_multiplier,registered
lab,lab__death_wave__coin_bonus__multiplier,mechanic_param,uw.death_wave.coin_bonus_multiplier,registered
lab,lab__death_wave__cell_bonus__multiplier,mechanic_param,uw.death_wave.cell_bonus_multiplier,registered
lab,lab__death_wave__damage_amplifier__multiplier,mechanic_param,uw.death_wave.damage_multiplier,registered
lab,lab__death_wave__armor_stripping__pct,mechanic_param,uw.death_wave.armor_stripping_pct,registered
lab,lab__chain_lightning__shock__enabled,capability,capability.uw.chain_lightning.shock,registered
lab,lab__chain_lightning__shock_chance__pct,mechanic_param,uw.chain_lightning.shock_chance_pct,registered
lab,lab__chain_lightning__shock_multiplier__multiplier,mechanic_param,uw.chain_lightning.shock_multiplier,registered
lab,lab__chain_lightning__chain_thunder__pct,mechanic_param,uw.chain_lightning.chain_thunder_pct,registered
lab,lab__poison_swamp__radius__m,mechanic_param,uw.poison_swamp.radius_m,registered
lab,lab__poison_swamp__stun__enabled,capability,capability.uw.poison_swamp.stun,registered
lab,lab__poison_swamp__stun_chance__pct,mechanic_param,uw.poison_swamp.stun_chance_pct,registered
lab,lab__poison_swamp__stun_time__seconds,mechanic_param,uw.poison_swamp.stun_duration_seconds,registered
lab,lab__smart_missiles__despawn_time__seconds,mechanic_param,uw.smart_missiles.despawn_time_seconds,registered
lab,lab__smart_missiles__amplifier__multiplier,mechanic_param,uw.smart_missiles.amplifier_multiplier,registered
lab,lab__smart_missiles__explosion__enabled,capability,capability.uw.smart_missiles.explosion,registered
lab,lab__battle_condition_reduction__generic__pct,environment_param,bc.reduction.generic_pct,registered
lab,lab__battle_conditions_group_1__reduction__pct,environment_param,bc.reduction.group_1_pct,registered
lab,lab__battle_conditions_group_2__reduction__pct,environment_param,bc.reduction.group_2_pct,registered
lab,lab__battle_conditions_group_3__reduction__pct,environment_param,bc.reduction.group_3_pct,registered
lab,lab__battle_conditions_group_4__reduction__pct,environment_param,bc.reduction.group_4_pct,registered
card,card__health__multiplier,canonical_stat,tower_hp,registered
card,card__cash__multiplier,canonical_stat,cash_kill_multiplier,registered
card,card__coins__multiplier,canonical_stat,coins_multiplier,registered
card,card__extra_orb__count__count,canonical_stat,tower_orb_count,registered
card,card__enemy_balance__spawn_count__pct,environment_param,bc.more_enemies_pct,registered
card,card__death_ray__enabled__boolean,capability,capability.death_ray.enabled,registered
card,card__plasma_cannon__enabled__boolean,capability,capability.plasma_cannon.enabled,registered
perk,perk__health__multiplier__multiplier,canonical_stat,tower_hp,registered
perk,perk__coins__multiplier__multiplier,canonical_stat,coin_kill_multiplier,registered
perk,perk__cash__multiplier__multiplier,canonical_stat,cash_kill_multiplier,registered
perk,perk__black_hole__size__m,mechanic_param,uw.black_hole.size_m,registered
perk,perk__tradeoff_health__multiplier__multiplier,canonical_stat,tower_hp,registered
perk,perk__tradeoff_regen__multiplier__multiplier,canonical_stat,tower_regen,registered
module,module__cannon__damage__pct,canonical_stat,tower_damage,registered
module,module__armor__health__pct,canonical_stat,tower_hp,registered
module,module__armor__wall_health__pct,canonical_stat,wall_hp,registered
module,module__armor__wall_regen__pct,canonical_stat,wall_regen,registered
module,module__generator__coins_kill_bonus__pct,canonical_stat,coin_bonus_multiplier,registered
module,module__core__black_hole_size__pct,mechanic_param,uw.black_hole.size_m,registered
module,module__core__golden_tower_bonus__pct,mechanic_param,uw.golden_tower.bonus_multiplier,registered
module,module__core__spotlight_angle__degrees,mechanic_param,uw.spotlight.angle_degrees,registered
module,module__armor__orbital_augment__electron_count,mechanic_param,module.orbital_augment.electron_count,registered
module,module__armor__orbital_augment__electrons_count,mechanic_param,module.orbital_augment.electron_count,registered
module,module__armor__wormhole_redirector__max_recovery_heal_pct,mechanic_param,module.wormhole_redirector.max_recovery_heal_pct,registered
module,module__generator__galaxy_compressor__uw_cooldown_reduction_seconds,mechanic_param,module.galaxy_compressor.uw_cooldown_reduction_seconds,registered
module,module__armor__negative_mass_projector__debuff_per_hit_pct,mechanic_param,module.negative_mass_projector.debuff_per_hit_pct,registered
module,module__armor__anti_cube_portal__damage_multiplier,mechanic_param,module.anti_cube_portal.damage_multiplier,registered
module,module__armor__sharp_fortitude__wall_bonus_multiplier,mechanic_param,module.sharp_fortitude.wall_bonus_multiplier,registered
module,module__core__primordial_collapse__bh_damage_reduction_pct,mechanic_param,module.primordial_collapse.bh_damage_reduction_pct,registered
module,module__core__harmony_conductor__shock_bonus_pct,mechanic_param,module.harmony_conductor.shock_bonus_pct,registered
module,module__core__om_chip__boss_spotlight_reflection_multiplier,mechanic_param,module.om_chip.boss_reflection_multiplier,registered
module,module__armor__anti_cube_portal__shockwave_damage_taken_mult_x,mechanic_param,module.anti_cube_portal.shockwave_damage_taken_mult_x,registered
module,module__armor__negative_mass_projector__orb_nonkill_debuff_pct_per_hit,mechanic_param,module.negative_mass_projector.orb_nonkill_debuff_pct_per_hit,registered
module,module__armor__sharp_fortitude__wall_health_regen_mult_x,mechanic_param,module.sharp_fortitude.wall_health_regen_mult_x,registered
module,module__armor__space_displacer__landmine_spawn_as_ilm_chance_pct,mechanic_param,module.space_displacer.landmine_spawn_as_ilm_chance_pct,registered
module,module__armor__wormhole_redirector__regen_heal_cap_pct_of_package_max_recovery,mechanic_param,module.wormhole_redirector.regen_heal_cap_pct_of_package_max_recovery,registered
module,module__cannon__amplifying_strike__tower_damage_5x_duration_s,mechanic_param,module.amplifying_strike.tower_damage_5x_duration_s,registered
module,module__cannon__astral_deliverance__bounce_damage_per_bounce_pct,mechanic_param,module.astral_deliverance.bounce_damage_per_bounce_pct,registered
module,module__cannon__being_annihilator__guaranteed_supercrits_after_supercrit_attacks,mechanic_param,module.being_annihilator.guaranteed_supercrits_after_supercrit_attacks,registered
module,module__cannon__death_penalty__mark_for_death_spawn_chance_pct,mechanic_param,module.death_penalty.mark_for_death_spawn_chance_pct,registered
module,module__cannon__havoc_bringer__rend_armor_instant_max_chance_pct,mechanic_param,module.havoc_bringer.rend_armor_instant_max_chance_pct,registered
module,module__cannon__shrink_ray__enemy_mass_reduction_pct,mechanic_param,module.shrink_ray.enemy_mass_reduction_pct,registered
module,module__core__dimension_core__max_shock_stacks,mechanic_param,module.dimension_core.max_shock_stacks,registered
module,module__core__harmony_conductor__miss_attack_chance_pct,mechanic_param,module.harmony_conductor.miss_attack_chance_pct,registered
module,module__core__magnetic_hook__ilm_fired_count,mechanic_param,module.magnetic_hook.ilm_fired_count,registered
module,module__core__multiverse_nexus__synced_uw_cooldown_offset_s,mechanic_param,module.multiverse_nexus.synced_uw_cooldown_offset_s,registered
module,module__core__om_chip__reflected_damage_taken_mult_x,mechanic_param,module.om_chip.reflected_damage_taken_mult_x,registered
module,module__core__primordial_collapse__in_bh_enemy_damage_reduction_pct,mechanic_param,module.primordial_collapse.in_bh_enemy_damage_reduction_pct,registered
module,module__core__ultimate_weapon_damage__pct,canonical_stat,ultimate_damage_multiplier,registered
module,module__generator__black_hole_digestor__extra_coin_kill_bonus_per_free_upgrade_pct,mechanic_param,module.black_hole_digestor.extra_coin_kill_bonus_per_free_upgrade_pct,registered
module,module__generator__galaxy_compressor__uw_cooldown_reduction_on_package_s,mechanic_param,module.galaxy_compressor.uw_cooldown_reduction_on_package_s,registered
module,module__generator__project_funding__cash_digit_multiplier_pct,mechanic_param,module.project_funding.cash_digit_multiplier_pct,registered
module,module__generator__pulsar_harvester__level_reduction_proc_pct,mechanic_param,module.pulsar_harvester.level_reduction_proc_pct,registered
module,module__generator__restorative_bonus__package_attack_speed_boost_duration_s,mechanic_param,module.restorative_bonus.package_attack_speed_boost_duration_s,registered
module,module__generator__singularity_harness__bot_range_bonus_m,mechanic_param,module.singularity_harness.bot_range_bonus_m,registered
uw_upgrade,uw_upgrade__golden_tower__duration__seconds,mechanic_param,uw.golden_tower.duration_seconds,registered
uw_upgrade,uw_upgrade__golden_tower__cooldown__seconds,mechanic_param,uw.golden_tower.cooldown_seconds,registered
uw_upgrade,uw_upgrade__golden_tower__bonus__multiplier,mechanic_param,uw.golden_tower.bonus_multiplier,registered
uw_upgrade,uw_upgrade__black_hole__duration__seconds,mechanic_param,uw.black_hole.duration_seconds,registered
uw_upgrade,uw_upgrade__black_hole__cooldown__seconds,mechanic_param,uw.black_hole.cooldown_seconds,registered
uw_upgrade,uw_upgrade__black_hole__size__m,mechanic_param,uw.black_hole.size_m,registered
uw_upgrade,uw_upgrade__black_hole__damage__pct,mechanic_param,uw.black_hole.damage_pct,registered
uw_upgrade,uw_upgrade__spotlight__bonus__multiplier,mechanic_param,uw.spotlight.bonus_multiplier,registered
uw_upgrade,uw_upgrade__spotlight__angle__degrees,mechanic_param,uw.spotlight.angle_degrees,registered
uw_upgrade,uw_upgrade__spotlight__count__count,mechanic_param,uw.spotlight.count,registered
uw_upgrade,uw_upgrade__chrono_field__duration__seconds,mechanic_param,uw.chrono_field.duration_seconds,registered
uw_upgrade,uw_upgrade__chrono_field__cooldown__seconds,mechanic_param,uw.chrono_field.cooldown_seconds,registered
uw_upgrade,uw_upgrade__chrono_field__slow__pct,mechanic_param,uw.chrono_field.slow_pct,registered
uw_upgrade,uw_upgrade__death_wave__damage__multiplier,mechanic_param,uw.death_wave.damage_multiplier,registered
uw_upgrade,uw_upgrade__death_wave__effect_wave_count__count,mechanic_param,uw.death_wave.effect_wave_count,registered
uw_upgrade,uw_upgrade__death_wave__cooldown__seconds,mechanic_param,uw.death_wave.cooldown_seconds,registered
uw_upgrade,uw_upgrade__chain_lightning__damage__multiplier,mechanic_param,uw.chain_lightning.damage_multiplier,registered
uw_upgrade,uw_upgrade__chain_lightning__quantity__count,mechanic_param,uw.chain_lightning.quantity,registered
uw_upgrade,uw_upgrade__chain_lightning__chance__pct,mechanic_param,uw.chain_lightning.chance_pct,registered
uw_upgrade,uw_upgrade__poison_swamp__damage__multiplier,mechanic_param,uw.poison_swamp.damage_multiplier,registered
uw_upgrade,uw_upgrade__poison_swamp__duration__seconds,mechanic_param,uw.poison_swamp.duration_seconds,registered
uw_upgrade,uw_upgrade__poison_swamp__cooldown__seconds,mechanic_param,uw.poison_swamp.cooldown_seconds,registered
uw_upgrade,uw_upgrade__smart_missiles__damage__multiplier,mechanic_param,uw.smart_missiles.damage_multiplier,registered
uw_upgrade,uw_upgrade__smart_missiles__quantity__count,mechanic_param,uw.smart_missiles.quantity,registered
uw_upgrade,uw_upgrade__smart_missiles__cooldown__seconds,mechanic_param,uw.smart_missiles.cooldown_seconds,registered
bot_upgrade,bot_upgrade__golden_bot__duration__seconds,mechanic_param,bot.golden.duration_seconds,registered
bot_upgrade,bot_upgrade__golden_bot__cooldown__seconds,mechanic_param,bot.golden.cooldown_seconds,registered
bot_upgrade,bot_upgrade__golden_bot__bonus__multiplier,mechanic_param,bot.golden.bonus_multiplier,registered
bot_upgrade,bot_upgrade__golden_bot__range__m,mechanic_param,bot.golden.range_m,registered
bot_upgrade,bot_upgrade__amplify_bot__duration__seconds,mechanic_param,bot.amplify.duration_seconds,registered
bot_upgrade,bot_upgrade__amplify_bot__cooldown__seconds,mechanic_param,bot.amplify.cooldown_seconds,registered
bot_upgrade,bot_upgrade__amplify_bot__bonus__multiplier,mechanic_param,bot.amplify.bonus_multiplier,registered
bot_upgrade,bot_upgrade__amplify_bot__range__m,mechanic_param,bot.amplify.range_m,registered
bot_upgrade,bot_upgrade__flame_bot__cooldown__seconds,mechanic_param,bot.flame.cooldown_seconds,registered
bot_upgrade,bot_upgrade__flame_bot__damage__multiplier,mechanic_param,bot.flame.damage_multiplier,registered
bot_upgrade,bot_upgrade__flame_bot__damage_reduction__pct,mechanic_param,bot.flame.damage_reduction_pct,registered
bot_upgrade,bot_upgrade__flame_bot__range__m,mechanic_param,bot.flame.range_m,registered
bot_upgrade,bot_upgrade__thunder_bot__duration__seconds,mechanic_param,bot.thunder.duration_seconds,registered
bot_upgrade,bot_upgrade__thunder_bot__cooldown__seconds,mechanic_param,bot.thunder.cooldown_seconds,registered
bot_upgrade,bot_upgrade__thunder_bot__range__m,mechanic_param,bot.thunder.range_m,registered
bot_upgrade,bot_upgrade__thunder_bot__linger_duration__seconds,mechanic_param,bot.thunder.linger_duration_seconds,registered
bot_upgrade,bot_upgrade__thunder_bot__linger_slow__pct,mechanic_param,bot.thunder.linger_slow_pct,registered
bot_upgrade,bot_upgrade__bot_bot__duration__seconds,mechanic_param,bot.bot_bot.duration_seconds,registered
bot_upgrade,bot_upgrade__bot_bot__cooldown__seconds,mechanic_param,bot.bot_bot.cooldown_seconds,registered
bot_upgrade,bot_upgrade__bot_bot__bonus__multiplier,mechanic_param,bot.bot_bot.bonus_multiplier,registered
bot_upgrade,bot_upgrade__bot_bot__range__m,mechanic_param,bot.bot_bot.range_m,registered
bot_upgrade,bot_upgrade__bot_bot__maximum_power__multiplier,mechanic_param,bot.bot_bot.maximum_power_multiplier,registered
guardian_upgrade,guardian_upgrade__attack__cooldown__seconds,mechanic_param,guardian.attack.cooldown_seconds,registered
guardian_upgrade,guardian_upgrade__attack__damage_pct__pct,mechanic_param,guardian.attack.missing_health_damage_pct,registered
guardian_upgrade,guardian_upgrade__attack__targets__count,mechanic_param,guardian.attack.targets_count,registered
guardian_upgrade,guardian_upgrade__ally__cooldown__seconds,mechanic_param,guardian.ally.cooldown_seconds,registered
guardian_upgrade,guardian_upgrade__ally__recovery_amount__pct,mechanic_param,guardian.ally.recovery_amount_pct,registered
guardian_upgrade,guardian_upgrade__ally__max_recovery__multiplier,mechanic_param,guardian.ally.max_recovery_multiplier,registered
guardian_upgrade,guardian_upgrade__bounty__cooldown__seconds,mechanic_param,guardian.bounty.cooldown_seconds,registered
guardian_upgrade,guardian_upgrade__bounty__coin_multiplier__multiplier,mechanic_param,guardian.bounty.coin_multiplier,registered
guardian_upgrade,guardian_upgrade__bounty__targets__count,mechanic_param,guardian.bounty.targets_count,registered
guardian_upgrade,guardian_upgrade__fetch__cooldown__seconds,mechanic_param,guardian.fetch.cooldown_seconds,registered
guardian_upgrade,guardian_upgrade__fetch__find_chance__pct,mechanic_param,guardian.fetch.find_chance_pct,registered
guardian_upgrade,guardian_upgrade__fetch__double_find_chance__pct,mechanic_param,guardian.fetch.double_find_chance_pct,registered
guardian_upgrade,guardian_upgrade__summon__cooldown__seconds,mechanic_param,guardian.summon.cooldown_seconds,registered
guardian_upgrade,guardian_upgrade__summon__duration__seconds,mechanic_param,guardian.summon.duration_seconds,registered
guardian_upgrade,guardian_upgrade__summon__cash_bonus__multiplier,mechanic_param,guardian.summon.cash_bonus_multiplier,registered
guardian_upgrade,guardian_upgrade__scout__cooldown__seconds,mechanic_param,guardian.scout.cooldown_seconds,registered
guardian_upgrade,guardian_upgrade__scout__duration__seconds,mechanic_param,guardian.scout.duration_seconds,registered
guardian_upgrade,guardian_upgrade__scout__range_bonus__multiplier,mechanic_param,guardian.scout.range_bonus_multiplier,registered
guardian_upgrade,guardian_upgrade__chip_slots__count,mechanic_param,guardian.meta.chip_slots_count,registered
battle_condition,battle_condition__enemy_attack_speed__modifier__pct,environment_param,bc.enemy_attack_speed_pct,registered
battle_condition,battle_condition__enemy_speed__modifier__pct,environment_param,bc.enemy_speed_pct,registered
battle_condition,battle_condition__more_enemies__spawn_count__pct,environment_param,bc.more_enemies_pct,registered
battle_condition,battle_condition__more_bosses__boss_wave_interval__waves,environment_param,bc.more_bosses_interval_waves,registered
battle_condition,battle_condition__armored_enemies__blocked_hits__count,environment_param,bc.armored_enemies_blocked_hits,registered
battle_condition,battle_condition__orb_resistance__orb_damage_to_enemy_hp__pct,environment_param,bc.orb_resistance_pct,registered
battle_condition,battle_condition__thorns_resistance__thorns_damage_retained__pct,environment_param,bc.thorns_resistance_pct,registered
battle_condition,battle_condition__plasma_cannon_resistance__damage_retained__pct,environment_param,bc.plasma_cannon_resistance_pct,registered
battle_condition,battle_condition__death_ray_resistance__damage_to_enemy_hp__pct,environment_param,bc.death_ray_resistance_pct,registered
battle_condition,battle_condition__knockback_resistance__knockback_force_reduction__pct,environment_param,bc.knockback_resistance_pct,registered
battle_condition,battle_condition__ultimate_weapon_durations__duration_reduction__seconds,environment_param,bc.uw_duration_reduction_seconds,registered
battle_condition,battle_condition__energy_shields_down__recharge_time_increase__pct,environment_param,bc.energy_shields_down_pct,registered
battle_condition,battle_condition__death_defy_down__chance_reduction__pct,environment_param,bc.death_defy_down_pct,registered
battle_condition,battle_condition__boss_ultimate__overheal__pct,environment_param,bc.boss_ultimate_overheal_pct,registered
battle_condition,battle_condition__ranged_ultimate__tower_disable_duration__seconds,environment_param,bc.ranged_ultimate_disable_seconds,registered
battle_condition,battle_condition__fast_ultimate__buffed_nearby_enemies__count,environment_param,bc.fast_ultimate_buffed_count,registered
battle_condition,battle_condition__scatter_ultimate__child_health_bonus__pct,environment_param,bc.scatter_ultimate_child_health_pct,registered
battle_condition,battle_condition__ray_ultimate__attack_speed_bonus__pct,environment_param,bc.ray_ultimate_attack_speed_pct,registered
battle_condition,battle_condition__vampire_ultimate__drain_speed_bonus__pct,environment_param,bc.vampire_ultimate_drain_speed_pct,registered
battle_condition,battle_condition__mass_enforcement__mass_gain_per_wave__pct,environment_param,bc.mass_enforcement_pct_per_wave,registered
enhancements,enhancements__tower__damage__multiplier,canonical_stat,tower_damage,registered
enhancements,enhancements__tower__attack_speed__multiplier,canonical_stat,tower_attack_speed,registered
enhancements,enhancements__tower__health__multiplier,canonical_stat,tower_hp,registered
enhancements,enhancements__tower__regen__multiplier,canonical_stat,tower_regen,registered
enhancements,enhancements__tower__defense_absolute__multiplier,canonical_stat,tower_defense_absolute,registered
enhancements,enhancements__tower__damage_per_meter__multiplier,canonical_stat,tower_damage_per_meter_multiplier,registered
enhancements,enhancements__tower__supercrit_multiplier__multiplier,canonical_stat,tower_supercrit_multiplier,registered
enhancements,enhancements__tower__rend_armor_multiplier__multiplier,canonical_stat,tower_rend_armor_multiplier,registered
enhancements,enhancements__tower__wall_health__multiplier,canonical_stat,wall_hp,registered
enhancements,enhancements__tower__orb_size__multiplier,runtime_mechanic_param,tower.orb_size_multiplier,registered
enhancements,enhancements__tower__cash_bonus__multiplier,canonical_stat,cash_kill_multiplier,registered
enhancements,enhancements__tower__coin_bonus__multiplier,canonical_stat,coin_bonus_multiplier,registered
enhancements,enhancements__tower__cells_per_kill_bonus__multiplier,canonical_stat,cells_kill_multiplier,registered
enhancements,enhancements__tower__free_upgrades__multiplier,canonical_stat,free_upgrade_multiplier,registered
enhancements,enhancements__tower__recovery_package__multiplier,canonical_stat,recovery_package_multiplier,registered
enhancements,enhancements__tower__enemy_attack_level_skip__multiplier,canonical_stat,enemy_attack_level_skip_pct,registered
enhancements,enhancements__tower__enemy_health_level_skip__multiplier,canonical_stat,enemy_health_level_skip_pct,registered
relic,relic__tower__lab_speed__pct,canonical_stat,lab_speed_multiplier,registered
relic,relic__tower__bot_range__m,runtime_mechanic_param,bot.global.range_bonus_m,registered
relic,relic__tower__damage__pct,canonical_stat,tower_damage,registered
relic,relic__tower__ultimate_damage__pct,canonical_stat,ultimate_damage_multiplier,registered
relic,relic__tower__attack_speed__pct,canonical_stat,tower_attack_speed,registered
relic,relic__tower__crit_chance__pct,canonical_stat,tower_crit_chance_pct,registered
relic,relic__tower__crit_multiplier__pct,canonical_stat,tower_crit_multiplier,registered
relic,relic__tower__damage_per_meter__pct,canonical_stat,tower_damage_per_meter_multiplier,registered
relic,relic__tower__supercrit_chance__pct,canonical_stat,tower_supercrit_chance_pct,registered
relic,relic__tower__supercrit_multiplier__pct,canonical_stat,tower_supercrit_multiplier,registered
relic,relic__tower__rend_armor_multiplier__pct,canonical_stat,tower_rend_armor_multiplier,registered
relic,relic__tower__health__pct,canonical_stat,tower_hp,registered
relic,relic__tower__health_regen__pct,canonical_stat,tower_regen,registered
relic,relic__tower__defense_pct__pct,canonical_stat,tower_defense_pct,registered
relic,relic__tower__defense_absolute__pct,canonical_stat,tower_defense_absolute,registered
relic,relic__tower__thorns__pct,canonical_stat,tower_thorns_damage_pct,registered
relic,relic__tower__knockback_force__pct,canonical_stat,tower_knockback_force,registered
relic,relic__tower__orb_speed__pct,canonical_stat,tower_orb_speed_rpm,registered
relic,relic__tower__wall_rebuild_seconds_reduction,canonical_stat,wall_rebuild_seconds,registered
relic,relic__tower__cash__pct,canonical_stat,cash_kill_multiplier,registered
relic,relic__tower__coins__pct,canonical_stat,coins_multiplier,registered
relic,relic__tower__free_attack_upgrade__pct,canonical_stat,free_attack_upgrade_chance_pct,registered
relic,relic__tower__free_defense_upgrade__pct,canonical_stat,free_defense_upgrade_chance_pct,registered
relic,relic__tower__free_utility_upgrade__pct,canonical_stat,free_utility_upgrade_chance_pct,registered
relic,relic__tower__recovery_amount__pct,canonical_stat,recovery_amount_pct,registered
relic,relic__tower__enemy_attack_level_skip__pct,canonical_stat,enemy_attack_level_skip_pct,registered
relic,relic__tower__enemy_health_level_skip__pct,canonical_stat,enemy_health_level_skip_pct,registered
vault,vault__tower__bot_range__m,runtime_mechanic_param,bot.global.range_bonus_m,registered
vault,vault__tower__discount_enhancements__pct,account_flag,account_flag.discount_enhancements_pct,registered
vault,vault__tower__discount_rerolls__pct,account_flag,account_flag.discount_rerolls_pct,registered
vault,vault__tower__additional_card_slot__count,capability,capability.additional_card_slot.count,registered
