path,domain,surface_type,canonicality,evidence_class,closure_status,notes
kb/enemies/sources/raw/repo-inputs/combat/boss-hit-interval.csv,enemies,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/enemies/sources/raw/repo-inputs/combat/enemy-damage-table.csv,enemies,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/enemies/sources/raw/repo-inputs/combat/enemy-health-table.csv,enemies,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/enemies/sources/raw/repo-legacy/tier-wave-damage.csv,enemies,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/enemies/sources/raw/repo-legacy/tournament-wave-damage.csv,enemies,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/enemies/sources/wiki-enemy-and-wave-baselines.md,enemies,source,supporting_reference,wiki,supporting_reference,
kb/enemies/sources/wiki-fleet-and-special-interactions.md,enemies,source,supporting_reference,wiki,supporting_reference,
kb/enemies/tables/boss-hit-interval.csv,enemies,table,assumption_surface,assumption,modeled_assumption,Explicit assumption surface; removed from the temporary-assumption bucket after review
kb/enemies/tables/enemy-damage-scaling-long.csv,enemies,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/enemies/tables/enemy-damage-table.csv,enemies,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/enemies/tables/enemy-health-scaling-long.csv,enemies,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/enemies/tables/enemy-health-table.csv,enemies,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/enemies/tables/enemy-level-skip-workshop-reference.csv,enemies,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/enemies/tables/note-derived-boss-properties.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-elite-cells-t14-t21.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-elite-spawn-rules.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-enemy-spawn-caps.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-enemy-spawn-structure.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-enemy-types.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-fleet-enemy-resistances.csv,enemies,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/global-rules/contracts/aliases.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/canonical-stats.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/capabilities.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/contributor-mappings-full.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/contributors.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/domain-coverage.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/environment-params.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/mechanic-params.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/resolvers.yaml,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/contracts/system-dependency-graph.md,global-rules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/global-rules/notes/architecture-index.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/domain-map.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/layer2-wiki-correction-notes.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/mechanics-index.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/migration-rules.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/object-taxonomy.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/registry-guide.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/notes/tier-difficulty-scaling.md,global-rules,note,canonical_note,mixed,supporting_reference,
kb/global-rules/sources/effective-paths-workbook-inventory.md,global-rules,source,supporting_reference,ep,supporting_reference,
kb/global-rules/sources/effective-paths-workbook-sheet-inventory.csv,global-rules,source,supporting_reference,ep,supporting_reference,
kb/global-rules/sources/raw/effective-paths/readme-ep-extraction.md,global-rules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/global-rules/sources/raw/effective-paths/sheet-exports/data-val-tables-formulas.csv,global-rules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/global-rules/sources/raw/effective-paths/sheet-exports/data-val-tables-values.csv,global-rules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/global-rules/sources/raw/effective-paths/sheet-exports/sheet-export-index.json,global-rules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/global-rules/sources/raw/repo-derived/dag.json,global-rules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/global-rules/sources/repo-table-imports.md,global-rules,source,supporting_reference,repo,supporting_reference,
kb/global-rules/sources/repo-tables-readme.md,global-rules,source,supporting_reference,repo,supporting_reference,
kb/global-rules/sources/support-systems-coverage-pass.md,global-rules,source,supporting_reference,mixed,supporting_reference,
kb/global-rules/sources/wiki-source-index.md,global-rules,source,supporting_reference,wiki,supporting_reference,
kb/global-rules/sources/wiki-verified-baselines.md,global-rules,source,supporting_reference,wiki,supporting_reference,
kb/global-rules/sources/workbook-and-repo-evidence-summary.md,global-rules,source,supporting_reference,repo,supporting_reference,
kb/global-rules/tables/module-unique-effects-reference.csv,global-rules,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/global-rules/tables/note-derived-orb-boss-hit-levels-1-10.csv,global-rules,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/global-rules/tables/note-derived-wave-boss-intervals.csv,global-rules,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/global-rules/tables/sub-module-effects-core-and-utility.csv,global-rules,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/global-rules/tables/wiki-module-pull-rates-and-levels.csv,global-rules,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/global-rules/tables/wiki-tier-scaling-multipliers.csv,global-rules,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/contracts/guardian-runtime-contract.md,guardians,contract,canonical,wiki-verified,external_source_closed,Guardian semantics
kb/guardians/notes/guardian-effects.md,guardians,note,canonical_note,mixed,supporting_reference,
kb/guardians/notes/guardian-system.md,guardians,note,canonical_note,mixed,supporting_reference,
kb/guardians/sources/wiki-guardian-baselines.md,guardians,source,supporting,wiki-verified,supporting_reference,Guardian provenance
kb/guardians/tables/guardian-chip-baselines.csv,guardians,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/guardian-upgrades.csv,guardians,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/guardians/tables/wiki-guardian-ally-levels-1-31-slice.csv,guardians,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/wiki-guardian-attack-levels-full.csv,guardians,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/wiki-guardian-bonus-scaling.csv,guardians,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/wiki-guardian-types.csv,guardians,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/labs/advisory/README.md,labs,note,advisory_noncanonical,mixed,noncanonical,Lab advisory consumer guidance
kb/labs/advisory/registry/lab-advisory-source-registry.csv,labs,registry,advisory_noncanonical,mixed,noncanonical,Archived lab tier-list provenance registry
kb/labs/advisory/tables/lab-tier-list-v27_0_3.csv,labs,table,advisory_noncanonical,mixed,noncanonical,Archived workbook tier-list mapped to canonical lab ids
kb/labs/contracts/lab-domain-contract.md,labs,contract,canonical,derived-and-reproducible,uploaded_corpus_closed,Labs domain contract
kb/labs/notes/lab-system.md,labs,note,canonical,derived-and-reproducible,uploaded_corpus_closed,Canonical labs note
kb/labs/sources/raw/effective-paths/sheet-exports/dvt-laboratory-formulas.csv,labs,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/effective-paths/sheet-exports/dvt-laboratory-values.csv,labs,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-attack-speed.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-chrono-field-duration.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-defense.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-health-regen.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-health.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-recovery-package-chance.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-waves-required.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/wall-lab-wall-health.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/wall-lab-wall-regen.csv,labs,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/labs/sources/wiki-labs-baselines.md,labs,source,supporting,wiki-verified,supporting_reference,Labs provenance summary
kb/labs/tables/lab-values.csv,labs,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/labs/tables/module-drop-labs.csv,labs,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/labs/tables/wiki-game-speed-lab.csv,labs,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/ledgers/notes/scope-boundary-registry.md,ledgers,note,canonical_governance_doc,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/merged-inventory.csv,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/merged-section-coverage.csv,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/registry/catalog.yaml,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/formula-library.yaml,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/mechanics-library.yaml,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/sources.yaml,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/targets.yaml,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/schemas/combat-params-schema.json,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/sources/raw/repo-meta/source-packages-summary.csv,ledgers,source,supporting_reference,mixed,supporting_reference,
kb/ledgers/tables/canonical-id-registry.csv,ledgers,table,canonical_registry,derived,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ledgers/tables/canonicality-registry.csv,ledgers,table,canonical_registry,derived,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ledgers/tables/towersim-static-ledger.csv,ledgers,table,supporting_reference,derived,supporting_reference,
kb/modules/contracts/module-pack14-nonruntime-draft.yaml,modules,contract,canonical_runtime_doc,derived,supporting_reference,Non-runtime Pack14 draft while R86 proof obligations remain open.
kb/modules/contracts/module-unique-mechanic-contracts.csv,modules,contract,canonical_runtime_doc,derived,supporting_reference,
kb/modules/contracts/module-unique-runtime-catalog.csv,modules,contract,canonical_runtime_doc,derived,supporting_reference,
kb/modules/contracts/module-unique-runtime-semantics.md,modules,contract,canonical_runtime_doc,mixed,supporting_reference,
kb/modules/notes/module-pack14-prep-boundary.md,modules,note,supporting,wiki-verified,supporting_reference,Pack14 boundary and provenance note.
kb/modules/notes/module-unique-effects.md,modules,note,canonical_note,mixed,supporting_reference,
kb/modules/sources/raw/effective-paths/defined-names/module-defined-names.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-base.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-formula-notes.md,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-increment-bands.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-level-additive-curve.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-total-multiplier-by-rarity-level.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/sheet-exports/module-base-stat-formulas.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/sheet-exports/module-base-stat-values.csv,modules,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-efficiency-upgrade-costs.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-slot-unlock-costs.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-stone-levels.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-unique-rarity-upgrade-costs.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/bot-upgrades.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/guardian-upgrades.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/module-main-effect-bands.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/module-main-effect-bases.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/module-substats.csv,modules,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/modules/sources/wiki-module-unique-effects-baselines.md,modules,source,supporting_reference,wiki,supporting_reference,
kb/modules/sources/wiki-modules-and-submodules.md,modules,source,supporting_reference,wiki,supporting_reference,
kb/modules/tables/assist-efficiency-upgrade-costs.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/assist-slot-unlock-costs.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/assist-stone-levels.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/assist-unique-rarity-upgrade-costs.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/core-submodule-effects-quant.csv,modules,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/module-cost-truth.csv,modules,table,canonical_table,wiki,external_source_closed,Source-closed Pack14 module economy truth rows.
kb/modules/tables/module-main-effect-bands.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/module-main-effect-bases.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/module-reroll-constants.csv,modules,table,canonical_table,wiki,external_source_closed,Source-closed qualitative reroll policy constants.
kb/modules/tables/module-substats.csv,modules,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/modules/tables/module-unique-effects.csv,modules,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/modules/tables/module-workbook-assumption-registry.csv,modules,table,supporting,mixed,supporting_reference,Workbook-derived assumption classification for Pack14 prep.
kb/modules/tables/utility-submodule-effects-quant.csv,modules,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
