path,domain,surface_type,canonicality,closure_status,evidence_class,notes
kb/advisory/strategy/tower-bot-medal-optimization-sheet.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/tower-econ-break-even-analysis.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/tower-econ-mechanics-reference.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/ultimate-weapon-economy-strategy-notes.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/wiki-strategy-addendum.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/wiki-strategy-addendum.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/wiki-strategy-addendum.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/wiki-strategy-addendum.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/advisory/strategy/wiki-strategy-baselines.md,advisory,strategy,advisory_noncanonical,noncanonical,mixed,
kb/bots/contracts/bot-runtime-contract.md,bots,contract,canonical,external_source_closed,wiki-verified,Bot semantics
kb/bots/notes/bot-system.md,bots,note,canonical,external_source_closed,wiki-verified,Canonical bot note
kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-formulas.csv,bots,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,bots,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/bots/sources/raw/effective-paths/sheet-exports/dvt-bot-formulas.csv,bots,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/bots/sources/raw/effective-paths/sheet-exports/dvt-bot-values.csv,bots,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/bots/sources/wiki-bot-baselines.md,bots,source,supporting,supporting_reference,wiki-verified,Bot provenance
kb/bots/tables/bot-labs-summary.yaml,bots,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/bots/tables/flame-bot-tracks-and-costs.csv,bots,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/bots/tables/golden-bot-tracks.yaml,bots,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/bots/tables/index.md,bots,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/cards/contracts/card-runtime-contract.md,cards,contract,canonical,external_source_closed,wiki-verified,Card semantics note
kb/cards/notes/card-system.md,cards,note,canonical,uploaded_corpus_closed,derived-and-reproducible,Canonical cards note
kb/cards/sources/raw/repo-cache/wiki/cards-common.csv,cards,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,cards,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,cards,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/cards/sources/raw/repo-inputs/cards/card-masteries.csv,cards,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/cards/sources/wiki-cards-and-card-masteries.md,cards,source,supporting_reference,supporting_reference,wiki,
kb/cards/tables/card-base-ladders.csv,cards,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/cards/tables/card-masteries.csv,cards,table,canonical_table,uploaded_corpus_closed,repo,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/cards/tables/index.md,cards,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/cards/tables/wiki-card-mastery-lab-costs.csv,cards,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/cards/tables/wiki-card-slots-and-costs.csv,cards,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/combat/contracts/enemy-class-interaction-matrix.csv,combat,contract,canonical_runtime_doc,supporting_reference,derived,
kb/combat/contracts/runtime-damage-pipeline.csv,combat,contract,canonical_runtime_doc,supporting_reference,derived,
kb/combat/contracts/runtime-effect-catalog.csv,combat,contract,canonical_runtime_doc,supporting_reference,derived,
kb/combat/contracts/runtime-exception-matrix.csv,combat,contract,canonical_runtime_doc,supporting_reference,derived,
kb/combat/contracts/towersim-mechanics-runtime-corrected.md,combat,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/combat/notes/combat-system.md,combat,note,canonical,uploaded_corpus_closed,derived-and-reproducible,Combat cross-domain ownership note
kb/combat/notes/core-system-interactions.md,combat,note,canonical_note,supporting_reference,mixed,
kb/combat/sources/combat-wiki-and-runtime-status.md,combat,source,supporting,supporting_reference,derived-and-reproducible,Combat provenance note
kb/combat/tables/combat-global-assumptions.csv,combat,table,assumption_surface,modeled_assumption,assumption-labeled,Explicit assumption table
kb/combat/tables/index.md,combat,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/economy/contracts/economy-currency-contract.md,economy,contract,canonical,uploaded_corpus_closed,derived-and-reproducible,Domain contract for economy surfaces
kb/economy/notes/economy-system.md,economy,note,canonical,uploaded_corpus_closed,derived-and-reproducible,Authored canonical economy scope note
kb/economy/sources/raw/repo-inputs/economy/labs-values.csv,economy,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/economy/sources/raw/repo-inputs/economy/vault-stats.csv,economy,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming; empty table in current package
kb/economy/sources/raw/repo-inputs/economy/wse-presets.csv,economy,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/economy/sources/wiki-economy-and-vault-baselines.md,economy,source,supporting,supporting_reference,wiki-verified,Wiki provenance note
kb/economy/tables/currency-summary.csv,economy,table,canonical,external_source_closed,wiki-verified,High-level economy identity table
kb/economy/tables/economy-resource-flows.csv,economy,table,canonical,uploaded_corpus_closed,derived-and-reproducible,Normalized source->sink bridge table
kb/economy/tables/index.md,economy,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/economy/tables/vault-overview.csv,economy,table,canonical,external_source_closed,wiki-verified,High-level Vault ownership table
kb/enemies/notes/boss-progression-system.md,enemies,note,canonical_note,supporting_reference,mixed,
kb/enemies/notes/enemy-scaling-curves.md,enemies,note,canonical_note,supporting_reference,mixed,
kb/enemies/notes/enemy-scaling-model.md,enemies,note,canonical_note,supporting_reference,mixed,
kb/enemies/notes/survivability-limits.md,enemies,note,canonical_note,supporting_reference,mixed,
kb/enemies/notes/wave-progression-system.md,enemies,note,canonical_note,supporting_reference,mixed,
kb/enemies/sources/enemy-system-baselines.md,enemies,source,supporting,supporting_reference,derived-and-reproducible,Enemy provenance / ownership note
kb/enemies/sources/raw/repo-cache/wiki/lab-enemy-attack-level-skip.csv,enemies,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/enemies/sources/raw/repo-cache/wiki/lab-enemy-health-level-skip.csv,enemies,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/enemies/sources/raw/repo-inputs/combat/boss-hit-interval.csv,enemies,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/enemies/sources/raw/repo-inputs/combat/enemy-damage-table.csv,enemies,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/enemies/sources/raw/repo-inputs/combat/enemy-health-table.csv,enemies,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/enemies/sources/raw/repo-legacy/tier-wave-damage.csv,enemies,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/enemies/sources/raw/repo-legacy/tournament-wave-damage.csv,enemies,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/enemies/sources/wiki-enemy-and-wave-baselines.md,enemies,source,supporting_reference,supporting_reference,wiki,
kb/enemies/sources/wiki-fleet-and-special-interactions.md,enemies,source,supporting_reference,supporting_reference,wiki,
kb/enemies/tables/boss-hit-interval.csv,enemies,table,assumption_surface,modeled_assumption,assumption,Explicit assumption surface; removed from the temporary-assumption bucket after review
kb/enemies/tables/enemy-damage-scaling-long.csv,enemies,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/enemies/tables/enemy-damage-table.csv,enemies,table,canonical_table,uploaded_corpus_closed,repo,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/enemies/tables/enemy-health-scaling-long.csv,enemies,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/enemies/tables/enemy-health-table.csv,enemies,table,canonical_table,uploaded_corpus_closed,repo,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/enemies/tables/enemy-level-skip-workshop-reference.csv,enemies,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/enemies/tables/index.md,enemies,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/enemies/tables/note-derived-boss-properties.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-elite-cells-t14-t21.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-elite-spawn-rules.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-enemy-spawn-caps.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-enemy-spawn-structure.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-enemy-types.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/note-derived-fleet-enemy-resistances.csv,enemies,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/enemies/tables/wiki-advanced-analysis-spawn-rate-wave-thresholds.csv,enemies,table,canonical_table,live_wiki_image_verified_2026-06-13,wiki_advanced_analysis,Spawn Rate to Wave Count image transcribed from the live AdvancedAnalysis wiki image; supports Boss Waves pressure-driver evidence but is not a terminal pressure formula.
kb/enemies/tables/wiki-verified-elite-spawn-thresholds.csv,enemies,table,canonical_table,live_wiki_row_verified_2026-06-13,wiki,Elite spawn threshold rows transcribed from the live Elite Enemies wiki table for Boss Waves pressure-driver evidence.
kb/enemies/tables/wiki-verified-fleet-spawn-thresholds.csv,enemies,table,canonical_table,live_wiki_row_verified_2026-06-13,wiki,Fleet spawn threshold rows transcribed from the live Fleet Enemies wiki table for Boss Waves pressure-driver evidence.
kb/global-rules/contracts/aliases.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/canonical-stats.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/capabilities.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/contributor-mappings-full.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/contributors.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/domain-coverage.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/environment-params.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/mechanic-params.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/resolvers.yaml,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/contracts/system-dependency-graph.md,global-rules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/global-rules/notes/architecture-index.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/domain-map.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/layer2-wiki-correction-notes.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/mechanics-index.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/migration-rules.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/object-taxonomy.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/registry-guide.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/notes/tier-difficulty-scaling.md,global-rules,note,canonical_note,supporting_reference,mixed,
kb/global-rules/sources/effective-paths-workbook-inventory.md,global-rules,source,supporting_reference,supporting_reference,ep,
kb/global-rules/sources/effective-paths-workbook-sheet-inventory.csv,global-rules,source,supporting_reference,supporting_reference,ep,
kb/global-rules/sources/raw/effective-paths/readme-ep-extraction.md,global-rules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/global-rules/sources/raw/effective-paths/sheet-exports/data-val-tables-formulas.csv,global-rules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/global-rules/sources/raw/effective-paths/sheet-exports/data-val-tables-values.csv,global-rules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/global-rules/sources/raw/effective-paths/sheet-exports/sheet-export-index.json,global-rules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/global-rules/sources/raw/repo-derived/dag.json,global-rules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/global-rules/sources/repo-table-imports.md,global-rules,source,supporting_reference,supporting_reference,repo,
kb/global-rules/sources/repo-tables-readme.md,global-rules,source,supporting_reference,supporting_reference,repo,
kb/global-rules/sources/support-systems-coverage-pass.md,global-rules,source,supporting_reference,supporting_reference,mixed,
kb/global-rules/sources/wiki-source-index.md,global-rules,source,supporting_reference,supporting_reference,wiki,
kb/global-rules/sources/wiki-verified-baselines.md,global-rules,source,supporting_reference,supporting_reference,wiki,
kb/global-rules/sources/workbook-and-repo-evidence-summary.md,global-rules,source,supporting_reference,supporting_reference,repo,
kb/global-rules/tables/index.md,global-rules,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/global-rules/tables/module-unique-effects-reference.csv,global-rules,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/global-rules/tables/note-derived-orb-boss-hit-levels-1-10.csv,global-rules,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/global-rules/tables/note-derived-wave-boss-intervals.csv,global-rules,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/global-rules/tables/sub-module-effects-core-and-utility.csv,global-rules,table,canonical_table,uploaded_corpus_closed,mixed,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/global-rules/tables/wiki-module-pull-rates-and-levels.csv,global-rules,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/global-rules/tables/wiki-tier-scaling-multipliers.csv,global-rules,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/contracts/guardian-runtime-contract.md,guardians,contract,canonical,external_source_closed,wiki-verified,Guardian semantics
kb/guardians/notes/guardian-effects.md,guardians,note,canonical_note,supporting_reference,mixed,
kb/guardians/notes/guardian-system.md,guardians,note,canonical_note,supporting_reference,mixed,
kb/guardians/sources/wiki-guardian-baselines.md,guardians,source,supporting,supporting_reference,wiki-verified,Guardian provenance
kb/guardians/tables/guardian-chip-baselines.csv,guardians,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/guardian-upgrades.csv,guardians,table,canonical_table,uploaded_corpus_closed,repo,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/guardians/tables/index.md,guardians,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/guardians/tables/wiki-guardian-ally-levels-1-31-slice.csv,guardians,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/wiki-guardian-attack-levels-full.csv,guardians,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/wiki-guardian-bonus-scaling.csv,guardians,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/guardians/tables/wiki-guardian-types.csv,guardians,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/labs/advisory/README.md,labs,note,advisory_noncanonical,noncanonical,mixed,Lab advisory consumer guidance
kb/labs/advisory/registry/lab-advisory-source-registry.csv,labs,registry,advisory_noncanonical,noncanonical,mixed,Archived lab tier-list provenance registry
kb/labs/advisory/tables/lab-tier-list-v27_0_3.csv,labs,table,advisory_noncanonical,noncanonical,mixed,Archived workbook tier-list mapped to canonical lab ids
kb/labs/contracts/lab-domain-contract.md,labs,contract,canonical,uploaded_corpus_closed,derived-and-reproducible,Labs domain contract
kb/labs/notes/lab-system.md,labs,note,canonical,uploaded_corpus_closed,derived-and-reproducible,Canonical labs note
kb/labs/sources/raw/effective-paths/sheet-exports/dvt-laboratory-formulas.csv,labs,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/labs/sources/raw/effective-paths/sheet-exports/dvt-laboratory-values.csv,labs,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-attack-speed.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-chrono-field-duration.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-defense.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-health-regen.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-health.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-recovery-package-chance.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/lab-waves-required.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/wall-lab-wall-health.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/raw/repo-cache/wiki/wall-lab-wall-regen.csv,labs,source,raw_source_artifact,supporting_reference,wiki_raw,preserve source-faithful naming
kb/labs/sources/wiki-labs-baselines.md,labs,source,supporting,supporting_reference,wiki-verified,Labs provenance summary
kb/labs/tables/index.md,labs,tables,supporting_note,current,mixed,added_in_v15_rationalization
kb/labs/tables/lab-values.csv,labs,table,canonical_table,uploaded_corpus_closed,repo,| Canonical within uploaded-source corpus; upstream external closure not always available
kb/labs/tables/module-drop-labs.csv,labs,table,canonical_table,external_source_closed,wiki,Externally source-closed from uploaded primary evidence and/or wiki.
kb/labs/tables/wiki-game-speed-lab.csv,labs,table,canonical_table,externally_verified_live_wiki_2026-03-14,notes_or_prompt_reconstruction,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/ledgers/notes/scope-boundary-registry.md,ledgers,note,canonical_governance_doc,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/merged-inventory.csv,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/merged-section-coverage.csv,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/registry/catalog.yaml,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/formula-library.yaml,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/mechanics-library.yaml,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/mechanics-library.yaml,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/sources.yaml,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/registry/ep-formulas/targets.yaml,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/schemas/combat-params-schema.json,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/sources/raw/repo-meta/source-packages-summary.csv,ledgers,source,supporting_reference,supporting_reference,mixed,
kb/ledgers/tables/canonical-id-registry.csv,ledgers,table,canonical_registry,uploaded_corpus_closed,derived,Canonical within uploaded-source corpus; upstream external closure not always available.
kb/ledgers/tables/canonicality-registry.csv,ledgers,table,canonical_registry,uploaded_corpus_closed,derived,Canonical within uploaded-source corpus; upstream external closure not always available.
kb/ledgers/tables/towersim-static-ledger.csv,ledgers,table,supporting_reference,supporting_reference,derived,
kb/modules/contracts/module-pack14-nonruntime-draft.yaml,modules,contract,supporting_contract,current,derived,Non-runtime Pack14 draft while R86 proof obligations remain open
kb/modules/contracts/module-unique-mechanic-contracts.csv,modules,contract,canonical_runtime_doc,supporting_reference,derived,
kb/modules/contracts/module-unique-runtime-catalog.csv,modules,contract,canonical_runtime_doc,supporting_reference,derived,
kb/modules/contracts/module-unique-runtime-semantics.md,modules,contract,canonical_runtime_doc,supporting_reference,mixed,
kb/modules/notes/module-pack14-prep-boundary.md,modules,note,supporting_note,current,wiki,Pack14 boundary and provenance note
kb/modules/notes/module-unique-effects.md,modules,note,canonical_note,supporting_reference,mixed,
kb/modules/sources/raw/effective-paths/defined-names/module-defined-names.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-base.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-formula-notes.md,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-increment-bands.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-level-additive-curve.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/module-main-effects/module-main-effect-total-multiplier-by-rarity-level.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/sheet-exports/module-base-stat-formulas.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/effective-paths/sheet-exports/module-base-stat-values.csv,modules,source,raw_source_artifact,supporting_reference,ep_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-efficiency-upgrade-costs.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-slot-unlock-costs.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-stone-levels.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/assist-unique-rarity-upgrade-costs.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/bot-upgrades.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/guardian-upgrades.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/module-main-effect-bands.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/module-main-effect-bases.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/raw/repo-inputs/modules/module-substats.csv,modules,source,raw_source_artifact,supporting_reference,repo_raw,preserve source-faithful naming
kb/modules/sources/wiki-module-unique-effects-baselines.md,modules,source,supporting_reference,supporting_reference,wiki,
