provenance,source_file,bot_name,track_name,level,medal_cost,track_value
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Amplify Bot,range_meters,11,500.0,47.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Amplify Bot,range_meters,12,540.0,49.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Amplify Bot,range_meters,13,580.0,51.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Amplify Bot,range_meters,14,620.0,53.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Amplify Bot,range_meters,15,660.0,55.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Amplify Bot,range_meters,16,Max,55.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,0,0.0,75.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,1,100.0,72.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,2,140.0,69.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,3,180.0,66.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,4,220.0,63.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,5,260.0,60.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,6,300.0,57.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,7,340.0,54.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,8,380.0,51.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,9,420.0,48.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,10,460.0,45.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,11,500.0,42.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,12,540.0,39.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,13,580.0,36.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,14,620.0,33.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,15,660.0,30.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,cooldown_seconds,16,Max,30.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,0,0.0,30.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,1,100.0,34.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,2,140.0,38.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,3,180.0,42.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,4,220.0,46.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,5,260.0,50.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,6,300.0,54.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,7,340.0,58.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,8,380.0,62.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,9,420.0,66.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,10,460.0,70.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,11,500.0,74.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,12,540.0,78.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,13,580.0,82.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,14,620.0,86.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,15,660.0,90.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,range_meters,16,Max,90.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,0,0.0,50.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,1,100.0,58.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,2,140.0,66.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,3,180.0,74.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,4,220.0,82.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,5,260.0,90.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,6,300.0,98.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,7,340.0,106.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,8,380.0,114.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,9,420.0,122.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,10,460.0,130.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,11,500.0,138.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,12,540.0,146.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,13,580.0,154.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,14,620.0,162.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,15,660.0,170.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,16,700.0,178.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,17,740.0,186.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,18,780.0,194.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,19,820.0,202.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,20,860.0,210.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_multiplier_x,21,Max,210.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,0,0.0,0.2
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,1,100.0,0.23
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,2,140.0,0.26
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,3,180.0,0.29
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,4,220.0,0.32
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,5,260.0,0.35
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,6,300.0,0.38
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,7,340.0,0.41
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,8,380.0,0.44
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,9,420.0,0.47
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,10,460.0,0.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,11,500.0,0.53
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,12,540.0,0.56
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,13,580.0,0.59
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,14,620.0,0.62
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,15,660.0,0.65
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,16,700.0,0.68
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,17,740.0,0.71
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,18,780.0,0.74
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,19,820.0,0.77
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,20,860.0,0.8
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Flame Bot,damage_reduction_pct,21,Max,0.8
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,0,0,20.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,1,100,20.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,2,140,21.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,3,180,21.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,4,220,22.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,5,260,22.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,6,300,23.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,7,340,23.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,8,380,24.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,9,420,24.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,10,460,25.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,11,500,25.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,12,540,26.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,13,580,26.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,14,620,27.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,15,660,27.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,16,700,28.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,17,740,28.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,18,780,29.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,19,820,29.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,20,860,30.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,21,900,30.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,22,940,31.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,23,980,31.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,24,1020,32.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,25,1060,32.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,26,1100,33.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,27,1140,33.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,28,1180,34.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,29,1220,34.5
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,duration_seconds,30,1260,35.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,0,0,120.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,1,100,117.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,2,140,114.0
