guardian_id,guardian_name,track_attribute,level,value,cost_bits,is_max,source_sheet,status
GUARDIAN_ATTACK,Attack,percentage,6,0.07,150.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,6,114.0,6.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,targets,6,7.0,600.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,7,0.08,175.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,7,113.0,7.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,targets,7,8.0,700.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,8,0.09,200.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,8,112.0,8.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,targets,8,9.0,800.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,9,0.09999999999999999,225.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,9,111.0,9.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,targets,9,10.0,900.0,True,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,10,0.10999999999999999,250.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,10,110.0,10.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,11,0.11999999999999998,275.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,11,109.0,11.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,12,0.12999999999999998,300.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,12,108.0,12.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,13,0.13999999999999999,325.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,13,107.0,13.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,14,0.15,350.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,14,106.0,14.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,15,0.16,375.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,15,105.0,15.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,16,0.17,400.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,16,104.0,16.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,17,0.18000000000000002,425.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,17,103.0,17.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,18,0.19000000000000003,450.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,18,102.0,18.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,percentage,19,0.20000000000000004,475.0,True,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,19,101.0,19.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,20,100.0,20.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,21,99.0,21.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,22,98.0,22.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,23,97.0,23.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,24,96.0,24.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,25,95.0,25.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,26,94.0,26.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,27,93.0,27.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,28,92.0,28.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,29,91.0,29.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,30,90.0,30.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,31,89.0,31.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,32,88.0,32.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,33,87.0,33.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,34,86.0,34.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,35,85.0,35.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,36,84.0,36.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,37,83.0,37.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,38,82.0,38.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,39,81.0,39.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,40,80.0,40.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,41,79.0,41.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,42,78.0,42.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,43,77.0,43.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,44,76.0,44.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,45,75.0,45.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,46,74.0,46.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,47,73.0,47.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,48,72.0,48.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,49,71.0,49.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,50,70.0,50.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,51,69.0,51.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,52,68.0,52.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,53,67.0,53.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,54,66.0,54.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,55,65.0,55.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,56,64.0,56.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,57,63.0,57.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,58,62.0,58.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,59,61.0,59.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,60,60.0,60.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,61,59.0,61.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,62,58.0,62.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,63,57.0,63.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,64,56.0,64.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,65,55.0,65.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,66,54.0,66.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,67,53.0,67.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,68,52.0,68.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,69,51.0,69.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,70,50.0,70.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,71,49.0,71.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,72,48.0,72.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,73,47.0,73.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,74,46.0,74.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,75,45.0,75.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,76,44.0,76.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,77,43.0,77.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,78,42.0,78.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,79,41.0,79.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,80,40.0,80.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,81,39.0,81.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,82,38.0,82.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,83,37.0,83.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,84,36.0,84.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,85,35.0,85.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,86,34.0,86.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,87,33.0,87.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,88,32.0,88.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,89,31.0,89.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ATTACK,Attack,cooldown,90,30.0,90.0,True,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,0,0.01,0.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,0,1.1,0.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,0,120.0,0.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,1,0.02,10.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,1,1.2000000000000002,1.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,1,119.0,1.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,2,0.03,15.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,2,1.3000000000000003,2.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,2,118.0,2.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,3,0.04,20.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,3,1.4000000000000004,3.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,3,117.0,3.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,4,0.05,25.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,4,1.5000000000000004,4.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,4,116.0,4.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,5,0.060000000000000005,30.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,5,1.6000000000000005,5.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,5,115.0,5.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,6,0.07,35.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,6,1.7000000000000006,6.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,6,114.0,6.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,7,0.08,40.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,7,1.8000000000000007,7.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,7,113.0,7.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,8,0.09,45.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,8,1.9000000000000008,8.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,8,112.0,8.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,9,0.09999999999999999,50.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,9,2.000000000000001,9.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,9,111.0,9.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,10,0.10999999999999999,55.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,10,2.100000000000001,10.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,10,110.0,10.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,11,0.11999999999999998,60.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,11,2.200000000000001,11.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,11,109.0,11.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,12,0.12999999999999998,65.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,12,2.300000000000001,12.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,12,108.0,12.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,13,0.13999999999999999,70.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,13,2.4000000000000012,13.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,13,107.0,13.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,14,0.15,75.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,14,2.5000000000000013,14.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,14,106.0,14.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,15,0.16,80.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,15,2.6000000000000014,15.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,15,105.0,15.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,16,0.17,85.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,16,2.7000000000000015,16.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,16,104.0,16.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,17,0.18000000000000002,90.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,17,2.8000000000000016,17.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,17,103.0,17.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,18,0.19000000000000003,95.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,18,2.9000000000000017,18.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,18,102.0,18.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,19,0.20000000000000004,100.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,19,3.0000000000000018,19.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,19,101.0,19.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,20,0.21000000000000005,105.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,20,3.100000000000002,20.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,20,100.0,20.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,21,0.22000000000000006,110.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,21,3.200000000000002,21.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,21,99.0,21.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,22,0.23000000000000007,115.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,22,3.300000000000002,22.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,22,98.0,22.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,23,0.24000000000000007,120.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,23,3.400000000000002,23.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,23,97.0,23.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,recovery_amount,24,0.25000000000000006,125.0,True,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,24,3.500000000000002,24.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,24,96.0,24.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,25,3.6000000000000023,25.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,25,95.0,25.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,26,3.7000000000000024,26.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,26,94.0,26.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,27,3.8000000000000025,27.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,27,93.0,27.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,28,3.9000000000000026,28.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,28,92.0,28.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,29,4.000000000000003,29.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,29,91.0,29.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,30,4.100000000000002,30.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,30,90.0,30.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,31,4.200000000000002,31.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,31,89.0,31.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,32,4.300000000000002,32.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,32,88.0,32.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,33,4.400000000000001,33.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,33,87.0,33.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,34,4.500000000000001,34.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,34,86.0,34.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,35,4.6000000000000005,35.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,35,85.0,35.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,36,4.7,36.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,36,84.0,36.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,37,4.8,37.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,37,83.0,37.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,38,4.8999999999999995,38.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,38,82.0,38.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,39,4.999999999999999,39.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,39,81.0,39.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,40,5.099999999999999,40.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,40,80.0,40.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,41,5.199999999999998,41.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,cooldown,41,79.0,41.0,False,DVT_Guardians,normalized_from_guardian_upgrades
GUARDIAN_ALLY,Ally,max_recovery,42,5.299999999999998,42.0,False,DVT_Guardians,normalized_from_guardian_upgrades
