uw_name,level_index,value,cost,provenance,track_name
Chain Lightning,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Chain Lightning,31,31.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Chain Lightning,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,5,,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,6,,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,7,,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,8,,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,9,,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,10,,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,11,,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,12,,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,13,,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,14,,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,15,,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Chain Lightning,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,13,13.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,14,14.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Chain Lightning,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Chance
Smart Missiles,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,15,15.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,26,26.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,27,27.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,28,28.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,29,29.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Smart Missiles,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,15,15.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,16,,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Smart Missiles,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,13,13.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,14,14.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Smart Missiles,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,5,5.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,6,6.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,7,7.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,8,8.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,9,9.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,10,10.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,11,11.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,12,12.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,13,13.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,14,14.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,26,26.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,27,27.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,28,28.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,29,29.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Death Wave,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,5,,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,6,,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,7,,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,8,,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,9,,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,10,,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,11,,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,12,,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,13,,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,14,,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,15,,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,16,,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,17,,17,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,18,,18,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,19,,19,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,20,,20,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,21,,21,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,22,,22,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,23,,23,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,24,,24,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,25,,25,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Death Wave,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,13,13.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,14,14.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,15,15.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Death Wave,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,12,12.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,13,13.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,14,14.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,26,26.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,27,27.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,28,28.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,29,29.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,31,31.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,32,32.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,33,33.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,34,34.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,35,35.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Chrono Field,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,12,,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Speed Reduction
Chrono Field,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,13,,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Chrono Field,14,,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,4,4.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,5,5.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,6,6.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
