Level,Damage,Level,Health,Level,HPregen,Level,DefAbs,Level,Damage / Meter,Level,Lifesteal
117.0,1384.653,117.0,32992.2280939994,117.0,391.748878734589,117.0,1519.94405088854,117.0,42.40000153,,
118.0,1405.548,118.0,33762.4695249088,118.0,399.806042758942,118.0,1552.88790504768,118.0,42.59999847,,
119.0,1426.597,119.0,34544.0445102938,119.0,407.958972408295,119.0,1586.27909243267,119.0,42.79999924,,
120.0,1447.8,120.0,35337.0148079656,120.0,416.208019245148,120.0,1620.11988541839,120.0,43.0,,
121.0,1469.157,121.0,36141.4640897978,121.0,424.553429363251,121.0,1654.4128810047,121.0,43.20000076,,
122.0,1490.668,122.0,36957.4481370393,122.0,432.995554801941,122.0,1689.16035156648,122.0,43.40000153,,
123.0,1512.333,123.0,37785.0386684388,123.0,441.534746170044,123.0,1724.36473179109,123.0,43.59999847,,
124.0,1534.152,124.0,38624.3113871198,124.0,450.171250038147,124.0,1760.02829405341,124.0,43.79999924,,
125.0,1556.125,125.0,39475.3300430812,125.0,458.905453125,125.0,1796.15347304082,125.0,44.0,,
126.0,1578.252,126.0,40338.1663550716,126.0,467.737566368103,126.0,1832.74254112818,126.0,44.20000076,,
127.0,1600.533,127.0,41212.8840730898,127.0,476.667976486206,127.0,1869.79809531537,127.0,44.40000153,,
128.0,1622.968,128.0,42099.5549158845,128.0,485.696964729309,128.0,1907.32224566475,128.0,44.59999847,,
129.0,1645.557,129.0,42998.2426334545,129.0,494.824812347412,129.0,1945.31742686371,129.0,44.79999924,,
130.0,1668.3,130.0,44339.5031433851,130.0,504.051870903015,130.0,1983.78607359962,130.0,45.0,,
131.0,1691.197,131.0,45271.4881565599,131.0,513.378386489868,131.0,2022.73029593485,131.0,45.20000076,,
132.0,1714.248,132.0,46215.8170756418,132.0,522.804710670471,132.0,2062.15252855677,132.0,45.40000153,,
133.0,1737.453,133.0,47172.5582990665,133.0,532.331089538574,133.0,2102.05520615276,133.0,45.59999847,,
134.0,1760.812,134.0,48141.7802252695,134.0,541.957874656677,134.0,2142.44027647271,134.0,45.79999924,,
135.0,1784.325,135.0,49123.5512526864,135.0,551.685312595367,135.0,2183.31049882898,135.0,46.0,,
136.0,1807.992,136.0,50117.9397797529,136.0,561.51375396347,136.0,2224.66782097144,136.0,46.20000076,,
137.0,1831.813,137.0,51125.010181467,137.0,571.443445331573,137.0,2266.51467758748,137.0,46.40000153,,
138.0,1855.788,138.0,52144.834879702,138.0,581.474667949676,138.0,2308.85334105198,138.0,46.59999847,,
139.0,1879.917,139.0,53177.4742260184,139.0,591.607773380279,139.0,2351.68592142731,139.0,46.79999924,,
140.0,1904.2,140.0,54223.0046657268,140.0,601.843007717133,140.0,2395.01501571333,140.0,47.0,,
141.0,1928.637,141.0,55281.4905738253,141.0,612.180617053986,141.0,2438.84257165995,141.0,47.20000076,,
142.0,1953.228,142.0,56352.9923018748,142.0,622.621023265839,142.0,2483.17102395453,142.0,47.40000153,,
143.0,1977.973,143.0,57437.5822717482,143.0,633.164366977692,143.0,2528.00248265946,143.0,47.59999847,,
144.0,2002.872,144.0,58535.3288818812,144.0,643.810999752045,144.0,2573.3393824621,144.0,47.79999924,,
145.0,2027.925,145.0,59646.2965072719,145.0,654.561202838898,145.0,2619.18399573734,145.0,48.0,,
146.0,2053.132,146.0,60770.5495229186,146.0,665.415187175751,146.0,2665.53827023506,146.0,48.20000076,,
147.0,2078.493,147.0,61908.1603506943,147.0,676.373374637604,147.0,2712.40447833015,147.0,48.40000153,,
148.0,2104.008,148.0,63059.1853187224,148.0,687.435976638794,148.0,2759.78505470998,148.0,48.59999847,,
149.0,2129.677,149.0,64223.7048957506,149.0,698.603203163147,149.0,2807.68227174941,149.0,48.79999924,,
150.0,2155.5,150.0,65401.7713864651,150.0,709.87540625,150.0,2856.09791488586,150.0,49.0,,
151.0,2181.477,151.0,66593.4572127387,151.0,721.252937461853,151.0,2905.03474343167,151.0,49.20000076,,
152.0,2207.608,152.0,67798.8307730071,152.0,732.735867111206,152.0,2954.49438051176,152.0,49.40000153,,
153.0,2233.893,153.0,69017.940348519,153.0,744.324617073059,153.0,3004.47958543848,153.0,49.59999847,,
154.0,2260.332,154.0,70250.8744548969,154.0,756.019468597412,154.0,3054.99198133674,154.0,49.80000305,,
155.0,2286.925,155.0,71497.697467139,155.0,767.820562309265,155.0,3106.03416520641,155.0,50.0,,
156.0,2313.672,156.0,72758.4496196192,156.0,779.728320083618,156.0,3157.60808479736,156.0,50.20000076,,
157.0,2340.573,157.0,74033.2274748348,157.0,791.742952857971,157.0,3209.71633710948,157.0,50.40000153,,
158.0,2367.628,158.0,75322.0712671597,158.0,803.864671569824,158.0,3262.36054526766,158.0,50.59999847,,
159.0,2394.837,159.0,76625.0614653416,159.0,816.093827781677,159.0,3315.54330627177,159.0,50.80000305,,
160.0,2422.2,160.0,77942.254397504,160.0,828.43063243103,160.0,3369.26624324673,160.0,51.0,,
161.0,2449.717,161.0,79273.7144386452,161.0,840.87543755722,161.0,3423.53195319238,161.0,51.20000076,,
162.0,2477.388,162.0,80619.514010638,162.0,853.428382831573,162.0,3478.34270848361,162.0,51.40000153,,
163.0,2505.213,163.0,81979.7174884807,163.0,866.089820293426,163.0,3533.70013224533,163.0,51.59999847,,
164.0,2533.192,164.0,83354.373153422,164.0,878.85996088028,164.0,3589.6068214774,164.0,51.80000305,,
165.0,2561.325,165.0,84743.5614742097,165.0,891.739156154633,165.0,3646.06439930473,165.0,52.0,,
166.0,2589.612,166.0,86147.3468258418,166.0,904.727476428985,166.0,3703.07578735216,166.0,52.20000076,,
167.0,2618.053,167.0,87565.7774895672,167.0,917.825413890838,167.0,3760.64228411963,167.0,52.40000153,,
168.0,2646.648,168.0,88998.9339341335,168.0,931.033038852692,168.0,3818.766486607,168.0,52.59999847,,
169.0,2675.397,169.0,90446.8724876642,169.0,944.350702877045,169.0,3877.45034256415,169.0,52.80000305,,
170.0,2704.3,170.0,91909.6575251576,170.0,957.778687213898,170.0,3936.69612436597,170.0,53.0,,
171.0,2733.357,171.0,93387.3614684865,171.0,971.317202800751,171.0,3996.50577976235,171.0,53.20000076,,
172.0,2762.568,172.0,94880.0406457745,172.0,984.966530887604,172.0,4056.88125650319,172.0,53.40000153,,
173.0,2791.933,173.0,96387.7433382701,173.0,998.726812576294,173.0,4117.82515158834,173.0,53.59999847,,
174.0,2821.452,174.0,97910.5500147212,174.0,1012.59846878815,174.0,4179.33908814272,174.0,53.80000305,,
175.0,2851.125,175.0,99448.5330970008,175.0,1026.581640625,175.0,4241.42533854121,175.0,54.0,,
176.0,2880.952,176.0,101001.740866357,176.0,1040.67660933685,176.0,4304.08617515868,176.0,54.20000076,,
177.0,2910.933,177.0,102570.229650915,177.0,1054.88365617371,177.0,4367.32289649506,177.0,54.40000153,,
178.0,2941.068,178.0,104154.071872545,178.0,1069.20299207306,178.0,4431.13874880018,178.0,54.59999847,,
179.0,2971.357,179.0,105753.331906248,179.0,1083.63489828491,179.0,4495.53470594899,179.0,54.80000305,,
180.0,3001.8,180.0,107368.082173895,180.0,1098.17951543426,180.0,4560.51368956632,180.0,55.0,,
181.0,3032.397,181.0,108998.362909861,181.0,1112.83726539612,181.0,4626.07732277709,181.0,55.20000076,,
182.0,3063.148,182.0,110644.238489144,182.0,1127.60828879547,182.0,4692.2275533312,182.0,55.40000153,,
183.0,3094.053,183.0,112305.797427366,183.0,1142.49279656982,183.0,4758.96665360352,183.0,55.59999847,,
184.0,3125.112,184.0,113983.071912026,184.0,1157.49114028168,184.0,4826.29657134394,184.0,55.80000305,,
185.0,3156.325,185.0,115676.142411873,185.0,1172.60346055603,185.0,4894.21957892735,185.0,56.0,,
186.0,3187.692,186.0,117385.057208154,186.0,1187.82996880722,186.0,4962.73729947866,186.0,56.20000076,,
187.0,3219.213,187.0,119109.896769619,187.0,1203.17115626907,187.0,5031.85232999772,187.0,56.40000153,,
188.0,3250.888,188.0,120850.709377514,188.0,1218.62695310593,188.0,5101.56629360945,188.0,56.59999847,,
189.0,3282.717,189.0,122607.559406839,189.0,1234.19778119278,189.0,5171.88113806375,189.0,56.80000305,,
190.0,3314.7,190.0,124380.511232592,190.0,1249.88378115463,190.0,5242.79913573548,190.0,57.0,,
191.0,3346.837,191.0,126169.621182896,191.0,1265.68537486649,191.0,5314.32223437455,191.0,57.20000076,,
192.0,3379.128,192.0,127974.95363275,192.0,1281.60256232834,192.0,5386.45238173085,192.0,57.40000153,,
193.0,3411.573,193.0,129796.572957151,193.0,1297.63576541519,193.0,5459.19152555428,193.0,57.59999847,,
194.0,3444.172,194.0,131634.535484223,194.0,1313.78512475204,194.0,5532.54193821971,194.0,57.80000305,,
195.0,3476.925,195.0,133488.905588964,195.0,1330.0507809639,195.0,5606.50524285206,195.0,58.0,,
196.0,3509.832,196.0,135359.747646373,196.0,1346.43315592575,196.0,5681.08371182619,196.0,58.20000076,,
197.0,3542.893,197.0,137247.109937698,197.0,1362.9325308876,197.0,5756.279617517,197.0,58.40000153,,
198.0,3576.108,198.0,139151.064884812,198.0,1379.54890584946,198.0,5832.09490767437,198.0,58.59999847,,
199.0,3609.477,199.0,141071.692956463,199.0,1396.28256253815,199.0,5908.53023154827,199.0,58.80000305,,
200.0,3643.0,200.0,143009.0102464,200.0,1413.133921875,200.0,5985.58948463849,200.0,59.0,,
201.0,3676.677,201.0,144963.097223371,201.0,1430.10298433685,201.0,6063.27396544496,,,,
202.0,3710.508,202.0,146934.034356125,202.0,1447.19017179871,202.0,6141.58497246761,,,,
203.0,3744.493,203.0,148921.83773841,203.0,1464.39562488556,203.0,6220.5251027063,,,,
204.0,3778.632,204.0,150926.620026473,204.0,1481.71948422241,204.0,6300.09630391092,,,,
205.0,3812.925,205.0,152948.413407814,205.0,1499.16217168427,205.0,6380.29987458141,,,,
206.0,3847.372,206.0,154987.28225743,206.0,1516.72368727112,206.0,6461.13906096758,,,,
207.0,3881.973,207.0,157043.274856571,207.0,1534.40459348297,207.0,6542.61516156937,,,,
208.0,3916.728,208.0,159116.471673984,208.0,1552.20474969482,208.0,6624.72947488672,,,,
209.0,3951.637,209.0,161206.920990918,209.0,1570.12443715668,209.0,6707.48524716943,,,,
210.0,3986.7,210.0,163314.687182371,210.0,1588.16421836853,210.0,6790.88312766748,,,,
211.0,4021.917,211.0,165439.818529591,211.0,1606.32395270538,211.0,6874.92636263069,,,,
212.0,4057.288,212.0,167582.395501327,212.0,1624.60406204224,212.0,6959.61560130904,,,,
213.0,4092.813,213.0,169742.482472576,213.0,1643.00468700409,213.0,7044.95344070237,,,,
214.0,4128.492,214.0,171920.079443339,214.0,1661.52596821594,214.0,7130.94182856058,,,,
215.0,4164.325,215.0,174115.347351111,215.0,1680.1683275528,215.0,7217.58336188353,,,,
216.0,4200.312,216.0,176328.237914644,216.0,1698.93190563965,216.0,7304.87804067123,,,,
217.0,4236.453,217.0,178558.895977683,217.0,1717.8168431015,217.0,7392.82976042346,,,,
218.0,4272.748,218.0,180807.321540229,218.0,1736.82328151703,218.0,7481.43981964015,,,,
219.0,4309.197,219.0,183073.627258528,219.0,1755.95178147888,219.0,7570.70951682123,,,,
220.0,4345.8,220.0,185357.82922633,220.0,1775.20234394073,220.0,7660.64144896656,,,,
221.0,4382.557,221.0,187659.991818633,221.0,1794.57510952759,221.0,7751.23691457608,,,,
222.0,4419.468,222.0,189980.179410435,222.0,1814.07050011444,222.0,7842.49851064963,,,,
223.0,4456.533,223.0,192318.472470485,223.0,1833.68837507629,223.0,7934.42818493713,,,,
224.0,4493.752,224.0,194674.90318628,224.0,1853.42943753815,224.0,8027.02658668852,,,,
225.0,4531.125,225.0,197049.53593282,225.0,1873.293546875,225.0,8120.2976114036,,,,
226.0,4568.652,226.0,199442.451178852,226.0,1893.28112496185,226.0,8214.24125908238,,,,
227.0,4606.333,227.0,201853.681111876,227.0,1913.39217179871,227.0,8308.86077597467,,,,
228.0,4644.168,228.0,204283.290106889,228.0,1933.62710926056,228.0,8404.1574605804,,,,
229.0,4682.157,229.0,206731.32644514,229.0,1953.98593734741,229.0,8500.13326064948,,,,
230.0,4720.3,230.0,209197.886689126,230.0,1974.46921855926,230.0,8596.79012393179,,,,
231.0,4758.597,231.0,211682.970838849,231.0,1995.07667164612,231.0,8694.12934892726,,,,
232.0,4797.048,232.0,214186.707644302,232.0,2015.80899973297,232.0,8792.15353263577,,,,
233.0,4835.653,233.0,216709.097105488,233.0,2036.66606219482,233.0,8890.86462280719,,,,
234.0,4874.412,234.0,219250.203597404,234.0,2057.64828090668,234.0,8990.26391794146,,,,
235.0,4913.325,235.0,221810.123682547,235.0,2078.75565586853,235.0,9090.35401503844,,,,
236.0,4952.392,236.0,224388.889548417,236.0,2099.98860895538,236.0,9191.13621259806,,,,
237.0,4991.613,237.0,226986.565570012,237.0,2121.34728079224,237.0,9292.61245837021,,,,
238.0,5030.988,238.0,229603.20002858,238.0,2142.83181200409,238.0,9394.78405085483,,,,
239.0,5070.517,239.0,232238.84120537,239.0,2164.44248384094,239.0,9497.65423630173,,,,
240.0,5110.2,240.0,234893.56956913,240.0,2186.1795775528,240.0,9601.22366396089,,,,
241.0,5150.037,241.0,237567.449494857,241.0,2208.04309313965,241.0,9705.49493083216,,,,
242.0,5190.028,242.0,240260.497076303,242.0,2230.0333118515,242.0,9810.46933541548,,,,
243.0,5230.173,243.0,242972.808875963,243.0,2252.15051493835,243.0,9916.14882546074,,,,
244.0,5270.472,244.0,245704.433175087,244.0,2274.39498460388,244.0,10022.5353487178,,,,
245.0,5310.925,245.0,248455.434348673,245.0,2296.76671894073,245.0,10129.6308529366,,,,
